laptop_id,serial_number,listed_date,ram_gb,storage_gb,screen_size_in,weight_kg,battery_hours,brand,cpu_brand,gpu_brand,laptop_type,os,price
LAP-006800,SN-15747519,2023-03-07,8,256.0,13.2,1.63,9.5,MSI,Intel,AMD Radeon,Business,Windows,816.8
LAP-000161,SN-44836785,2023-05-06,8,1024.0,16.0,2.11,6.8,Apple,AMD,AMD Radeon,2 en 1,Windows,1802.07
LAP-011221,SN-99591052,2022-05-27,32,256.0,13.9,,6.0,Dell,Intel,Integrada,2 en 1,Windows,868.17
LAP-018533,SN-99404184,2021-08-02,8,512.0,14.0,1.55,8.6,Asus,AMD,AMD Radeon,Ultrabook,Windows,1136.29
LAP-008875,SN-66080133,2024-07-12,8,1024.0,17.3,1.98,8.1,HP,Intel,Integrada,Ultrabook,Linux,874.02
LAP-010239,SN-13024925,2024-06-28,16,128.0,13.2,1.86,6.2,Acer,Intel,Integrada,2 en 1,Linux,602.95
LAP-009019,SN-28337222,2024-08-12,16,1024.0,16.1,2.61,4.8,Lenovo,Intel,NVIDIA,Ultrabook,Windows,1520.15
LAP-018253,SN-14959108,2022-12-20,16,512.0,14.0,2.71,6.7,Lenovo,Intel,Integrada,Gaming,Linux,978.85
LAP-013061,SN-22786116,2022-01-28,32,2048.0,15.6,2.16,8.5,Lenovo,AMD,NVIDIA,Business,Windows,1859.67
LAP-017779,SN-92177089,2022-04-03,4,512.0,17.2,1.1,8.3,Dell,AMD,NVIDIA,Notebook,Windows,1016.05
LAP-016522,SN-23578217,2023-06-02,16,128.0,15.6,2.22,10.1,Dell,AMD,Integrada,Notebook,Windows,576.54
LAP-004787,SN-98044545,2022-04-27,8,512.0,14.1,1.47,7.6,Dell,AMD,Integrada,2 en 1,Windows,818.68
LAP-013265,SN-44801377,2023-07-09,16,256.0,17.4,1.94,12.4,Samsung,Intel,AMD Radeon,Ultrabook,Windows,1234.06
LAP-004086,SN-25897471,2023-11-27,8,256.0,14.0,2.67,12.8,Lenovo,Intel,NVIDIA,Gaming,Linux,1475.67
LAP-007574,SN-54107556,2021-02-09,16,256.0,13.3,1.16,8.0,Acer,AMD,Integrada,Notebook,ChromeOS,434.03
LAP-000430,SN-13963030,2021-06-27,32,1024.0,14.0,3.5,7.1,Dell,Intel,NVIDIA,2 en 1,Windows,1623.68
LAP-010930,SN-56642850,2023-12-27,16,512.0,15.6,2.18,6.6,Lenovo,AMD,Integrada,Business,Windows,839.74
LAP-010577,SN-20322176,2022-05-31,16,256.0,15.5,1.81,7.5,Lenovo,AMD,Integrada,Ultrabook,ChromeOS,681.87
LAP-006960,SN-57633886,2024-03-21,16,512.0,13.4,2.39,7.6,Lenovo,Apple Silicon,Integrada,Business,macOS,714.87
LAP-017544,SN-55167707,2024-01-28,32,2048.0,13.4,1.76,9.6,Acer,Intel,Integrada,Ultrabook,Linux,1223.26
LAP-001932,SN-49882267,2023-01-10,8,2048.0,17.4,1.01,4.1,MSI,Intel,Integrada,Notebook,Windows,1101.89
LAP-005144,SN-72228474,2023-08-03,32,512.0,13.9,3.08,10.9,Apple,Intel,Integrada,Gaming,Windows,1950.62
LAP-016532,SN-15253659,2022-04-16,4,128.0,13.4,2.57,5.7,Acer,Intel,NVIDIA,Gaming,Windows,1378.84
LAP-001216,SN-91068079,2021-04-10,8,1024.0,13.3,2.46,8.5,Acer,AMD,Integrada,Ultrabook,Windows,817.4
LAP-017333,SN-31163483,2021-02-25,16,1024.0,13.3,3.21,5.3,Asus,Apple Silicon,AMD Radeon,Gaming,macOS,1524.8
LAP-012646,SN-42225344,2024-03-31,16,128.0,13.3,2.36,8.4,Lenovo,AMD,AMD Radeon,Notebook,Windows,961.28
LAP-006799,SN-23068685,2023-10-26,16,1024.0,17.3,1.67,7.6,Apple,Intel,AMD Radeon,Business,ChromeOS,1750.56
LAP-003432,SN-28273230,2023-08-16,16,128.0,15.6,2.81,5.6,HP,Intel,NVIDIA,Gaming,Windows,1389.3
LAP-017141,SN-15528593,2021-06-01,16,128.0,13.9,1.92,9.4,Apple,Intel,NVIDIA,Ultrabook,Windows,1723.79
LAP-014507,SN-31664079,2024-05-10,4,256.0,15.6,2.01,9.0,Acer,Intel,Integrada,2 en 1,Windows,541.0
LAP-002701,SN-94117554,2022-09-24,4,256.0,13.2,2.87,9.5,MSI,AMD,Integrada,Gaming,Windows,1100.12
LAP-019006,SN-27883268,2022-02-20,32,512.0,14.0,2.63,8.0,HP,AMD,AMD Radeon,Gaming,Linux,1474.93
LAP-008593,SN-53994774,2022-06-17,32,256.0,13.2,2.11,8.4,Asus,Intel,AMD Radeon,Business,Linux,991.23
LAP-006498,SN-64753284,2023-06-15,8,,16.0,0.9,5.9,Lenovo,Apple Silicon,Integrada,2 en 1,macOS,898.7
LAP-018065,SN-76241865,2021-03-03,16,256.0,15.9,1.93,,Asus,AMD,Integrada,Business,Linux,817.27
LAP-005466,SN-28114223,2024-05-03,64,512.0,13.3,2.19,12.0,Dell,AMD,NVIDIA,Business,Windows,1763.35
LAP-003409,SN-48082632,2024-08-18,8,256.0,15.6,2.03,3.5,Asus,Intel,AMD Radeon,Ultrabook,Windows,818.17
LAP-006395,SN-77639617,2021-09-18,8,256.0,13.4,1.46,,Dell,Intel,Integrada,Gaming,Windows,867.98
LAP-011179,SN-84706392,2024-06-17,32,256.0,14.0,3.16,4.4,Acer,AMD,Integrada,Gaming,Linux,1141.64
LAP-009280,SN-59526569,2023-03-15,16,1024.0,14.0,2.13,7.0,Acer,Intel,NVIDIA,Gaming,Windows,1421.78
LAP-014269,SN-94994711,2024-09-06,16,256.0,13.4,1.96,,Lenovo,AMD,NVIDIA,Ultrabook,ChromeOS,1162.64
LAP-016178,SN-68894472,2024-08-28,64,1024.0,15.6,0.9,6.7,HP,AMD,Integrada,Business,Linux,1423.69
LAP-004867,SN-60755699,2021-08-17,8,512.0,15.7,2.02,4.8,Lenovo,Intel,NVIDIA,Ultrabook,Windows,1088.0
LAP-008122,SN-11360601,2023-04-06,8,1024.0,15.5,3.57,6.4,Apple,Intel,NVIDIA,Business,ChromeOS,1925.5
LAP-010267,SN-95851430,2021-12-03,32,2048.0,16.0,2.48,7.4,Asus,AMD,Integrada,2 en 1,Windows,1501.36
LAP-015302,SN-83403441,2023-10-08,8,128.0,16.0,1.34,7.6,MSI,AMD,Integrada,2 en 1,Windows,756.69
LAP-017831,SN-11117778,2021-09-16,16,512.0,13.9,2.32,9.2,Lenovo,AMD,Integrada,Business,Windows,790.48
LAP-001465,SN-86698885,2022-01-29,32,512.0,17.4,1.81,,Dell,AMD,NVIDIA,Business,Windows,1652.56
LAP-004944,SN-78328123,2024-12-10,8,256.0,15.5,2.97,11.6,Dell,AMD,AMD Radeon,Gaming,Linux,1119.78
LAP-007840,SN-83983953,2022-11-24,4,256.0,14.0,1.45,5.1,Asus,Intel,NVIDIA,Notebook,Windows,938.03
LAP-002427,SN-46262204,2024-01-25,32,2048.0,15.6,,7.4,Asus,AMD,Integrada,2 en 1,Windows,1503.69
LAP-011961,SN-74434130,2021-03-14,32,512.0,14.0,1.83,4.4,Acer,Apple Silicon,NVIDIA,Notebook,macOS,1114.09
LAP-004270,SN-37855397,2024-07-21,8,256.0,14.0,1.07,3.5,MSI,Apple Silicon,Integrada,Business,macOS,678.68
LAP-009959,SN-46670978,2022-07-26,16,256.0,17.3,1.48,6.6,Samsung,AMD,Integrada,Notebook,Windows,631.1
LAP-006656,SN-86130654,2021-05-07,4,512.0,16.0,1.82,7.3,Samsung,Intel,Integrada,Notebook,Windows,710.68
LAP-016165,SN-76665392,2023-09-08,16,1024.0,15.6,1.63,7.2,Dell,Apple Silicon,Integrada,Ultrabook,macOS,1133.94
LAP-017709,SN-36873269,2024-05-02,16,256.0,15.7,1.34,7.0,Acer,AMD,NVIDIA,2 en 1,Windows,1026.8
LAP-012817,SN-49483435,2022-06-20,16,1024.0,16.0,2.01,9.2,Apple,Intel,Integrada,Ultrabook,Windows,1711.32
LAP-010438,SN-82538296,2024-11-17,16,256.0,17.3,2.65,9.8,Dell,Intel,Integrada,Gaming,Windows,1132.33
LAP-000105,SN-66118345,2024-11-27,4,256.0,17.3,2.6,8.2,MSI,Intel,Integrada,Gaming,Windows,987.44
LAP-004008,SN-81613527,2021-02-09,16,512.0,16.0,2.16,9.5,HP,Apple Silicon,Integrada,Ultrabook,macOS,1028.02
LAP-008160,SN-76153768,2023-09-09,8,512.0,14.1,1.86,5.3,HP,AMD,NVIDIA,Gaming,Windows,1450.06
LAP-009626,SN-87308616,2024-04-27,32,1024.0,15.6,2.07,4.8,Asus,AMD,Integrada,Gaming,ChromeOS,1490.01
LAP-010599,SN-17901226,2021-01-31,64,512.0,15.6,2.56,9.3,Dell,Intel,AMD Radeon,Gaming,Windows,1982.9
LAP-011503,SN-46094030,2024-09-20,16,512.0,13.3,,6.3,Asus,AMD,AMD Radeon,2 en 1,Windows,1059.25
LAP-003181,SN-31346800,2023-05-23,8,,16.0,2.35,3.9,HP,Apple Silicon,Integrada,Gaming,macOS,938.61
LAP-019787,SN-60167962,2022-04-08,4,256.0,15.5,1.78,7.9,Samsung,AMD,Integrada,Gaming,Linux,1005.56
LAP-016065,SN-79897900,2023-08-19,8,256.0,15.9,1.99,10.5,Acer,Intel,Integrada,Business,Windows,673.67
LAP-015890,SN-14462881,2023-11-24,16,256.0,16.1,2.44,9.5,HP,Apple Silicon,NVIDIA,Gaming,macOS,1463.29
LAP-009860,SN-95728015,2023-07-01,16,1024.0,15.6,1.32,7.0,Acer,Intel,Integrada,Business,Windows,879.61
LAP-010032,SN-62946187,2021-02-09,8,128.0,14.0,1.76,9.5,MSI,AMD,NVIDIA,2 en 1,Windows,1246.55
LAP-016059,SN-53157983,2022-06-15,8,512.0,14.0,1.96,8.7,Acer,Intel,NVIDIA,Business,Windows,899.13
LAP-010554,SN-66558709,2023-01-19,16,512.0,13.2,2.66,6.5,Samsung,Intel,Integrada,Gaming,Windows,1121.35
LAP-010345,SN-17381643,2023-06-08,8,256.0,14.1,1.53,8.4,MSI,AMD,Integrada,Business,Windows,768.14
LAP-007846,SN-25895000,2023-05-06,16,,13.2,2.03,8.6,Lenovo,Apple Silicon,AMD Radeon,Business,macOS,913.48
LAP-004676,SN-49080729,2021-09-29,32,512.0,15.6,2.24,3.9,Acer,AMD,AMD Radeon,Ultrabook,Windows,3183.52
LAP-011813,SN-42770866,2024-09-28,16,128.0,13.9,1.88,6.7,Apple,AMD,Integrada,Business,Windows,1398.21
LAP-001139,SN-40066411,2021-02-24,32,256.0,13.3,2.22,8.0,Acer,Intel,NVIDIA,Ultrabook,Windows,1117.55
LAP-004028,SN-30479165,2022-11-25,8,1024.0,16.0,1.88,10.4,Apple,AMD,AMD Radeon,2 en 1,Windows,1586.3
LAP-010157,SN-71833465,2021-11-26,32,512.0,15.7,2.4,10.1,Lenovo,AMD,Integrada,Ultrabook,Windows,1173.01
LAP-012983,SN-26249347,2021-10-15,32,512.0,15.9,2.45,7.5,Apple,AMD,Integrada,Gaming,Linux,1991.78
LAP-012638,SN-55690889,2024-02-19,16,256.0,15.7,0.9,6.3,Apple,Intel,Integrada,2 en 1,Windows,1334.66
LAP-004876,SN-47703242,2021-03-15,16,512.0,17.3,1.53,7.6,Asus,Apple Silicon,Integrada,Business,macOS,988.64
LAP-004815,SN-75219050,2022-02-21,8,1024.0,14.0,1.96,11.9,Lenovo,Intel,Integrada,Notebook,ChromeOS,571.18
LAP-007965,SN-88576921,2024-09-15,4,256.0,16.1,2.83,7.5,Acer,AMD,Integrada,Notebook,Windows,332.26
LAP-002213,SN-31656606,2022-05-30,32,2048.0,17.3,,,Dell,AMD,Integrada,Business,Windows,1344.96
LAP-016621,SN-10870840,2023-10-15,8,512.0,17.3,1.81,8.9,Samsung,Apple Silicon,Integrada,2 en 1,macOS,838.45
LAP-007986,SN-90856055,2022-07-24,4,1024.0,15.7,2.08,12.2,MSI,Intel,NVIDIA,Gaming,Windows,1796.08
LAP-013560,SN-40536292,2021-02-13,16,256.0,13.2,,7.1,Lenovo,Intel,AMD Radeon,2 en 1,Windows,906.91
LAP-014215,SN-73953182,2023-09-10,16,256.0,14.0,3.48,7.1,Acer,Intel,NVIDIA,Gaming,Windows,1413.1
LAP-009972,SN-30652365,2021-03-17,8,256.0,16.0,1.9,5.8,Acer,Apple Silicon,Integrada,Business,macOS,478.07
LAP-017891,SN-81134494,2023-07-30,16,1024.0,16.1,3.27,,Apple,Intel,Integrada,Gaming,ChromeOS,1938.36
LAP-008199,SN-92168991,2021-08-21,32,512.0,17.3,1.42,4.6,Samsung,Intel,AMD Radeon,Ultrabook,Windows,1227.22
LAP-019608,SN-19270510,2021-10-03,16,512.0,15.6,1.25,10.3,Lenovo,AMD,Integrada,2 en 1,Windows,906.28
LAP-005938,SN-91003570,2022-09-10,8,,15.6,1.15,4.1,Samsung,AMD,Integrada,Ultrabook,Windows,693.86
LAP-010848,SN-33039481,2024-02-27,16,512.0,15.6,2.34,,Samsung,Intel,Integrada,Business,Windows,919.83
LAP-011880,SN-96456118,2022-11-23,32,256.0,15.6,2.66,8.9,HP,AMD,AMD Radeon,Gaming,Windows,1584.72
LAP-004540,SN-81778839,2022-03-08,4,512.0,15.5,2.0,7.8,Acer,AMD,Integrada,2 en 1,Windows,542.85
LAP-017663,SN-20929891,2023-12-03,4,512.0,16.0,1.5,10.7,Acer,Intel,AMD Radeon,Business,Windows,729.29
LAP-019259,SN-27148826,2022-09-19,8,1024.0,15.6,1.61,3.1,Apple,Intel,Integrada,Notebook,Windows,1243.92
LAP-004436,SN-23362568,2024-01-09,32,128.0,14.0,2.32,7.2,Apple,Intel,Integrada,Ultrabook,Windows,1737.59
LAP-011759,SN-60464859,2022-09-13,8,2048.0,14.0,1.44,4.1,Lenovo,AMD,Integrada,Business,Linux,1065.94
LAP-019369,SN-25405470,2022-11-09,32,256.0,15.6,1.65,10.3,HP,Intel,Integrada,Ultrabook,ChromeOS,1012.49
LAP-018931,SN-48093633,2021-12-28,4,256.0,14.0,2.55,4.6,HP,AMD,AMD Radeon,Gaming,Windows,1077.86
LAP-011314,SN-64664243,2023-11-17,32,2048.0,15.5,2.51,2.6,MSI,AMD,Integrada,Gaming,Windows,1770.08
LAP-006786,SN-85556799,2021-12-07,32,512.0,16.0,1.64,7.7,Apple,Intel,NVIDIA,Business,Windows,1975.39
LAP-008539,SN-39291397,2023-10-13,32,1024.0,14.0,2.03,3.5,MSI,Intel,NVIDIA,Gaming,Windows,2055.16
LAP-018822,SN-82622587,2021-04-24,32,2048.0,15.5,0.9,13.0,Apple,Apple Silicon,AMD Radeon,Business,macOS,2278.31
LAP-004021,SN-79408752,2022-10-13,32,256.0,15.6,1.73,6.5,Dell,Intel,AMD Radeon,Notebook,Windows,876.77
LAP-011837,SN-48058331,2021-03-24,16,256.0,17.4,2.76,6.5,MSI,AMD,NVIDIA,2 en 1,Windows,1438.99
LAP-000655,SN-24621301,2023-05-30,8,256.0,16.0,,7.3,Acer,Intel,NVIDIA,2 en 1,Windows,1066.53
LAP-007265,SN-57159388,2022-04-11,8,256.0,15.7,1.84,,Acer,AMD,NVIDIA,Notebook,Windows,877.49
LAP-012274,SN-83995332,2023-09-16,16,512.0,13.3,,7.1,Apple,Intel,NVIDIA,Ultrabook,Windows,1836.61
LAP-004547,SN-49227977,2023-01-19,64,512.0,15.6,1.43,6.8,MSI,Intel,AMD Radeon,2 en 1,Windows,1749.65
LAP-008570,SN-51046844,2023-05-13,16,2048.0,13.3,1.92,12.0,Samsung,AMD,Integrada,2 en 1,Windows,1138.02
LAP-012350,SN-12070926,2023-01-17,8,2048.0,15.5,1.93,6.1,HP,Intel,Integrada,Business,Windows,891.96
LAP-002195,SN-90735627,2022-02-17,8,2048.0,16.0,2.71,7.9,MSI,Intel,Integrada,Gaming,Windows,1595.52
LAP-019105,SN-27469108,2021-05-13,8,1024.0,13.3,1.84,10.4,Apple,AMD,Integrada,Notebook,Linux,1093.81
LAP-011411,SN-37319524,2021-08-17,16,512.0,14.1,2.04,8.7,Asus,AMD,Integrada,Gaming,Windows,1126.02
LAP-017877,SN-45390678,2023-04-06,8,256.0,15.6,1.25,6.9,Asus,AMD,Integrada,Notebook,ChromeOS,473.72
LAP-012267,SN-22972531,2023-05-17,16,128.0,13.3,2.32,6.6,Lenovo,Intel,NVIDIA,2 en 1,Windows,1172.74
LAP-012358,SN-65605714,2023-07-25,8,512.0,17.3,1.49,,Samsung,AMD,Integrada,Business,Linux,880.53
LAP-010277,SN-84662043,2024-06-09,8,512.0,15.6,1.78,6.5,HP,Intel,NVIDIA,2 en 1,Windows,1157.32
LAP-007373,SN-68103870,2023-05-29,32,512.0,15.6,2.0,13.1,Lenovo,Intel,AMD Radeon,Business,Windows,1175.85
LAP-011783,SN-60230257,2023-02-03,16,256.0,13.9,2.66,,Acer,AMD,AMD Radeon,2 en 1,Windows,878.7
LAP-005881,SN-26316043,2022-04-23,16,1024.0,15.6,1.76,7.7,Samsung,Intel,Integrada,2 en 1,Linux,1102.58
LAP-004233,SN-22108183,2022-10-05,64,256.0,15.6,2.07,7.3,Lenovo,Intel,Integrada,2 en 1,Windows,1291.94
LAP-015220,SN-17023858,2024-07-26,4,256.0,13.3,2.23,6.2,Asus,Intel,Integrada,Notebook,Windows,403.68
LAP-019150,SN-62485661,2022-05-04,32,256.0,16.0,2.0,8.8,Dell,Apple Silicon,Integrada,Notebook,macOS,740.89
LAP-005695,SN-94078143,2023-12-22,16,512.0,15.6,1.9,9.1,Dell,AMD,AMD Radeon,2 en 1,Windows,1083.93
LAP-014281,SN-69716529,2023-06-27,16,1024.0,16.0,,4.9,Asus,Intel,NVIDIA,Gaming,Windows,1702.02
LAP-018353,SN-77421963,2024-03-26,32,512.0,15.5,2.57,11.7,Asus,AMD,Integrada,Business,Windows,1124.4
LAP-013522,SN-14662109,2023-01-05,4,2048.0,17.3,2.38,10.0,Lenovo,Intel,Integrada,Business,Windows,980.58
LAP-011599,SN-19709787,2021-10-25,32,512.0,13.9,0.95,7.6,Asus,AMD,Integrada,2 en 1,Windows,983.03
LAP-001912,SN-39304957,2022-03-25,8,512.0,13.4,2.32,3.9,Dell,Apple Silicon,NVIDIA,Business,macOS,993.39
LAP-018922,SN-31957101,2023-11-25,16,512.0,15.6,1.46,,Lenovo,Intel,Integrada,Business,Windows,789.29
LAP-006233,SN-83301230,2024-01-23,8,256.0,15.6,2.5,7.3,HP,Intel,NVIDIA,Gaming,Windows,1345.31
LAP-009907,SN-66769394,2023-02-13,16,512.0,14.0,1.38,8.4,Samsung,Intel,Integrada,Notebook,Windows,616.51
LAP-000411,SN-12273693,2022-01-16,8,1024.0,17.3,2.14,8.6,HP,Intel,Integrada,Business,Windows,808.0
LAP-004133,SN-26835250,2023-02-28,16,512.0,15.6,1.93,5.2,Acer,AMD,Integrada,Gaming,Windows,1019.77
LAP-005571,SN-17318757,2021-04-12,8,256.0,13.9,1.87,10.3,Apple,Apple Silicon,NVIDIA,Business,macOS,1421.71
LAP-003698,SN-56900418,2021-09-18,16,1024.0,15.6,2.77,8.8,Lenovo,Intel,Integrada,Gaming,Windows,1246.3
LAP-011159,SN-48501978,2021-02-10,32,1024.0,15.7,2.19,8.3,MSI,Intel,Integrada,2 en 1,Windows,1210.17
LAP-013034,SN-77201477,2023-05-03,16,1024.0,15.6,1.99,4.3,Samsung,Intel,AMD Radeon,Business,Windows,1228.87
LAP-019299,SN-51894163,2021-04-18,8,128.0,16.0,,6.4,Asus,AMD,Integrada,2 en 1,Windows,767.35
LAP-003923,SN-35615416,2022-04-28,16,256.0,14.0,2.28,8.4,Asus,Apple Silicon,NVIDIA,Ultrabook,macOS,1211.28
LAP-014347,SN-90056110,2021-05-12,8,512.0,16.0,1.76,9.3,Apple,AMD,AMD Radeon,Business,Windows,1526.17
LAP-010361,SN-41353917,2022-08-15,16,256.0,13.9,1.87,7.5,Apple,Intel,Integrada,Ultrabook,Linux,5799.92
LAP-005775,SN-88526927,2022-06-21,64,128.0,15.7,1.78,9.7,Samsung,AMD,NVIDIA,2 en 1,ChromeOS,1801.24
LAP-006514,SN-94116424,2023-02-05,32,512.0,15.6,2.59,7.8,MSI,Intel,Integrada,Gaming,Linux,1340.85
LAP-001219,SN-99150637,2021-11-11,32,256.0,15.6,2.23,6.0,Asus,AMD,AMD Radeon,2 en 1,Windows,1233.7
LAP-008354,SN-74511666,2021-07-16,32,256.0,15.5,2.32,6.2,Acer,Intel,AMD Radeon,Business,Windows,1112.0
LAP-000926,SN-29998900,2021-08-19,8,512.0,15.9,1.27,4.6,Acer,AMD,NVIDIA,2 en 1,Windows,1105.25
LAP-003701,SN-66654139,2024-10-21,32,256.0,14.0,0.9,8.3,HP,Intel,AMD Radeon,Business,Linux,1150.12
LAP-003426,SN-66755533,2024-08-30,16,128.0,17.2,1.96,5.3,Asus,Apple Silicon,Integrada,Business,macOS,785.67
LAP-014167,SN-21407059,2023-01-31,16,256.0,13.9,1.9,5.8,HP,AMD,Integrada,Notebook,Windows,554.44
LAP-001152,SN-11363426,2023-02-08,32,,15.5,2.59,7.8,Asus,Intel,Integrada,Gaming,Windows,1412.09
LAP-003905,SN-87120419,2023-03-17,8,512.0,13.3,1.69,10.8,MSI,Apple Silicon,NVIDIA,Business,macOS,1358.5
LAP-012788,SN-95757321,2023-06-03,16,512.0,15.6,1.52,12.7,Asus,AMD,Integrada,2 en 1,Linux,905.23
LAP-006014,SN-72720105,2024-12-10,32,,15.6,3.14,8.1,Acer,Intel,Integrada,Ultrabook,Windows,979.36
LAP-007660,SN-35004864,2022-03-03,16,256.0,15.6,2.17,5.5,Acer,Intel,Integrada,Ultrabook,ChromeOS,847.47
LAP-000291,SN-85773633,2023-07-23,32,512.0,15.6,1.56,10.7,Lenovo,AMD,Integrada,Notebook,Windows,979.18
LAP-015060,SN-10861268,2021-06-28,4,1024.0,16.0,2.12,6.2,Apple,AMD,Integrada,Business,Windows,1424.94
LAP-004634,SN-81186549,2023-02-12,16,256.0,13.3,1.92,7.9,Dell,Intel,Integrada,Gaming,Windows,1023.65
LAP-011492,SN-54475084,2023-10-07,16,,15.5,1.62,11.5,Dell,Apple Silicon,AMD Radeon,Gaming,macOS,1728.38
LAP-000058,SN-98286374,2024-09-14,8,1024.0,13.3,1.34,,Apple,AMD,Integrada,Business,Windows,1451.03
LAP-009115,SN-62965149,2024-04-09,8,1024.0,13.9,1.94,6.3,Apple,Intel,AMD Radeon,2 en 1,Windows,1660.99
LAP-004964,SN-99688733,2024-06-18,32,1024.0,13.3,0.9,7.0,Samsung,Intel,NVIDIA,2 en 1,Windows,1515.61
LAP-017422,SN-93667977,2021-12-25,16,1024.0,15.6,1.89,7.0,Asus,Intel,Integrada,Ultrabook,Windows,970.9
LAP-011153,SN-78270474,2023-10-27,16,256.0,15.6,2.13,8.8,Samsung,Intel,Integrada,Business,Windows,650.34
LAP-017405,SN-68649317,2023-10-01,32,256.0,16.1,2.15,13.2,HP,Intel,Integrada,Notebook,ChromeOS,797.95
LAP-005559,SN-31102263,2022-04-29,32,1024.0,15.6,1.49,7.7,HP,Apple Silicon,AMD Radeon,2 en 1,macOS,1343.81
LAP-011512,SN-76664194,2023-08-08,8,512.0,16.1,1.66,9.1,HP,AMD,NVIDIA,Ultrabook,Linux,1134.99
LAP-010237,SN-87377643,2024-01-20,32,512.0,15.6,2.28,8.5,Dell,Apple Silicon,AMD Radeon,2 en 1,macOS,1477.49
LAP-005151,SN-68219655,2023-01-13,16,512.0,14.0,1.44,7.3,Acer,Apple Silicon,Integrada,Notebook,macOS,537.38
LAP-010678,SN-60728601,2021-09-09,8,1024.0,13.3,1.39,7.6,HP,AMD,Integrada,Notebook,Windows,626.92
LAP-014669,SN-29673492,2021-12-14,32,512.0,13.9,1.08,5.9,Asus,Intel,Integrada,2 en 1,Windows,862.72
LAP-001570,SN-47930050,2021-07-04,8,512.0,13.3,2.69,9.1,Dell,AMD,Integrada,Gaming,Linux,1052.67
LAP-005202,SN-65738754,2024-12-29,16,256.0,15.6,1.03,9.2,MSI,AMD,AMD Radeon,2 en 1,Windows,1247.24
LAP-019085,SN-56942361,2023-12-21,16,256.0,14.0,1.81,9.8,Asus,AMD,AMD Radeon,Notebook,Windows,911.25
LAP-007446,SN-79780189,2021-10-29,8,1024.0,15.9,1.98,7.9,HP,Intel,Integrada,Notebook,Windows,633.32
LAP-004590,SN-43649471,2022-05-04,16,2048.0,16.0,2.41,9.4,Apple,Apple Silicon,Integrada,Ultrabook,macOS,1816.24
LAP-014842,SN-73630726,2023-02-16,64,512.0,16.0,1.8,7.7,Acer,Intel,NVIDIA,2 en 1,Windows,1837.28
LAP-003493,SN-72071054,2024-10-19,16,128.0,16.0,2.65,6.3,Apple,Intel,NVIDIA,Notebook,Windows,1788.96
LAP-005581,SN-85329530,2023-09-14,8,256.0,16.0,1.73,11.5,MSI,Intel,AMD Radeon,2 en 1,Windows,1200.36
LAP-019559,SN-55257084,2021-07-31,64,512.0,13.4,1.89,8.3,MSI,Apple Silicon,Integrada,Notebook,macOS,1475.14
LAP-014173,SN-52274174,2023-03-21,8,512.0,13.3,2.13,8.4,Apple,Intel,NVIDIA,2 en 1,Linux,1538.6
LAP-007209,SN-82571748,2021-12-31,8,2048.0,15.9,2.49,8.9,Samsung,AMD,Integrada,Notebook,Windows,998.64
LAP-015151,SN-12702401,2021-02-12,32,512.0,17.3,2.73,7.1,Samsung,Intel,Integrada,Notebook,Windows,960.0
LAP-004585,SN-54115553,2021-01-22,8,512.0,15.5,1.69,6.7,Acer,Intel,NVIDIA,2 en 1,Windows,991.69
LAP-013669,SN-64899357,2024-12-20,16,1024.0,13.3,2.05,9.7,Asus,Intel,NVIDIA,Notebook,Windows,1072.05
LAP-015120,SN-49076359,2021-10-15,4,256.0,13.4,1.33,5.0,Samsung,Intel,NVIDIA,Business,Windows,1048.93
LAP-003464,SN-10901600,2021-04-07,8,512.0,16.0,1.5,6.0,Lenovo,AMD,Integrada,Business,Windows,640.54
LAP-004761,SN-82294386,2024-05-24,16,256.0,14.1,1.1,7.5,MSI,Intel,NVIDIA,Ultrabook,Windows,1349.35
LAP-008761,SN-83817655,2023-03-27,16,2048.0,14.0,2.29,7.4,Acer,Intel,Integrada,Business,Windows,1097.66
LAP-011790,SN-39833505,2022-12-08,8,256.0,13.9,2.02,9.6,Apple,Intel,NVIDIA,Ultrabook,Linux,1865.78
LAP-017807,SN-26347846,2024-11-24,32,128.0,14.0,2.11,11.2,Lenovo,Intel,AMD Radeon,Ultrabook,Windows,1007.25
LAP-005691,SN-60824569,2021-02-01,4,256.0,14.0,1.95,,Acer,Intel,NVIDIA,Ultrabook,Windows,1018.44
LAP-005303,SN-78108327,2021-08-01,16,512.0,15.6,2.11,6.6,Asus,Intel,Integrada,Ultrabook,Windows,964.77
LAP-001271,SN-32558920,2022-08-29,8,512.0,13.2,1.48,9.7,Dell,Intel,Integrada,Ultrabook,Windows,642.9
LAP-005057,SN-87608645,2022-12-23,4,512.0,15.6,2.32,5.2,MSI,AMD,Integrada,Gaming,Windows,1177.71
LAP-016907,SN-84647297,2024-11-30,32,2048.0,13.9,1.89,7.6,Samsung,Intel,NVIDIA,Business,Windows,1829.66
LAP-013951,SN-39856079,2021-03-21,16,512.0,14.0,1.11,7.1,Dell,Intel,Integrada,Business,Windows,675.04
LAP-008785,SN-39139574,2023-04-20,8,1024.0,15.6,0.96,4.6,Acer,Intel,Integrada,Ultrabook,Windows,876.24
LAP-018945,SN-42869052,2023-12-01,4,256.0,13.3,3.01,9.0,Dell,Intel,Integrada,Gaming,Windows,705.89
LAP-017484,SN-72389870,2022-01-19,32,1024.0,15.6,2.7,10.5,Apple,Intel,AMD Radeon,Notebook,Linux,1771.05
