house_id,listing_address,sale_date,lot_area,year_built,bedrooms,bathrooms,garage_cars,neighborhood,house_style,overall_qual,central_air,sale_condition,sale_price
HOUSE-009843,990 Main St #9843,2023-11-17,6208.0,1910.0,1,3.0,1.0,Sawyer,2.5Unf,9,Y,Abnormal,251183.0
HOUSE-000292,7231 Main St #292,2021-02-12,4198.0,2003.0,5,4.0,2.0,NridgHt,SLvl,6,Y,Normal,387337.0
HOUSE-011028,7478 Main St #11028,2021-04-21,4243.0,1928.0,6,3.5,2.0,Gilbert,1Story,2,N,Normal,214915.0
HOUSE-002870,3113 Main St #2870,2022-07-11,4117.0,1985.0,6,,3.0,Somerst,1.5Fin,8,Y,Normal,438683.0
HOUSE-013340,3376 Main St #13340,2022-05-23,6669.0,1981.0,3,3.5,2.0,Edwards,SLvl,7,Y,Normal,330768.0
HOUSE-009964,8488 Main St #9964,2024-11-07,3465.0,1926.0,1,2.5,3.0,NridgHt,SLvl,6,Y,Abnormal,322605.0
HOUSE-015172,1661 Main St #15172,2022-12-19,4908.0,,1,1.0,2.0,CollegeCr,1.5Fin,9,Y,Normal,271847.0
HOUSE-013236,4895 Main St #13236,2022-08-09,7696.0,1910.0,5,,3.0,OldTown,2.5Unf,1,Y,Family,125691.0
HOUSE-013665,1344 Main St #13665,2020-11-01,4250.0,1930.0,6,4.0,1.0,Edwards,2Story,1,Y,Family,146286.0
HOUSE-019355,717 Main St #19355,2023-11-07,4840.0,1951.0,5,1.5,2.0,Somerst,SLvl,2,Y,Normal,190553.0
HOUSE-016744,217 Main St #16744,2022-11-09,5388.0,1998.0,6,3.0,,NWAmes,2Story,4,Y,Normal,294329.0
HOUSE-018056,8741 Main St #18056,2024-05-14,2540.0,1960.0,6,4.0,4.0,NridgHt,1Story,3,Y,Abnormal,234131.0
HOUSE-019047,9427 Main St #19047,2021-04-08,4153.0,2011.0,6,1.0,3.0,NWAmes,1.5Fin,5,Y,Normal,289932.0
HOUSE-004879,743 Main St #4879,2020-04-20,3890.0,1918.0,3,1.5,2.0,Somerst,SFoyer,2,Y,Normal,182237.0
HOUSE-016938,7524 Main St #16938,2023-03-28,4746.0,1912.0,2,3.5,4.0,CollegeCr,2.5Unf,9,Y,Normal,208453.0
HOUSE-010542,777 Main St #10542,2020-04-10,2193.0,1955.0,5,2.5,4.0,OldTown,2.5Unf,1,Y,Normal,180317.0
HOUSE-019369,45 Main St #19369,2023-07-22,8940.0,2018.0,3,3.5,3.0,Gilbert,2Story,9,Y,Normal,374085.0
HOUSE-017400,6192 Main St #17400,2020-04-01,4188.0,1915.0,2,2.5,3.0,CollegeCr,SFoyer,4,Y,Normal,138831.0
HOUSE-010420,8336 Main St #10420,2020-10-18,4555.0,2019.0,1,1.0,3.0,OldTown,1.5Fin,8,Y,Normal,324017.0
HOUSE-013883,9829 Main St #13883,2020-03-01,3389.0,2022.0,4,1.5,4.0,Edwards,1Story,2,Y,Normal,216233.0
HOUSE-004418,4982 Main St #4418,2023-10-16,4364.0,1904.0,1,1.0,2.0,NWAmes,SFoyer,3,Y,Normal,95360.0
HOUSE-010002,2016 Main St #10002,2024-05-19,4201.0,2016.0,3,2.5,1.0,NWAmes,SLvl,10,Y,Normal,388040.0
HOUSE-015783,2722 Main St #15783,2023-11-11,2586.0,1933.0,2,1.0,0.0,CollegeCr,1.5Fin,9,Y,Normal,204647.0
HOUSE-011982,6043 Main St #11982,2020-01-04,,1964.0,5,1.5,,Gilbert,2.5Unf,10,Y,Normal,349258.0
HOUSE-018855,5551 Main St #18855,2024-07-06,5726.0,1924.0,6,1.0,3.0,Sawyer,SFoyer,3,Y,Normal,130740.0
HOUSE-000356,9507 Main St #356,2022-10-24,7282.0,1931.0,1,4.0,1.0,Somerst,SLvl,3,Y,Normal,199061.0
HOUSE-000686,4960 Main St #686,2023-08-29,3566.0,1985.0,1,4.0,0.0,CollegeCr,SFoyer,6,Y,Normal,244944.0
HOUSE-004584,5168 Main St #4584,2023-04-13,6006.0,1936.0,6,2.0,4.0,Gilbert,1.5Fin,10,Y,Normal,322794.0
HOUSE-000837,3439 Main St #837,2021-03-05,8586.0,,6,3.5,4.0,Gilbert,1Story,2,Y,Normal,308923.0
HOUSE-007013,1813 Main St #7013,2023-08-28,4018.0,1933.0,6,2.5,0.0,Sawyer,1.5Fin,10,Y,Normal,260483.0
HOUSE-008458,9498 Main St #8458,2023-08-24,5131.0,1910.0,4,4.0,3.0,Somerst,2Story,1,Y,Normal,175982.0
HOUSE-015685,5137 Main St #15685,2024-11-14,7641.0,1987.0,6,3.5,0.0,Gilbert,2Story,7,Y,Normal,351179.0
HOUSE-013470,7248 Main St #13470,2022-03-21,2216.0,1940.0,6,3.5,1.0,Sawyer,1.5Fin,4,N,Partial,241315.0
HOUSE-010198,7587 Main St #10198,2021-11-09,3830.0,2006.0,4,2.5,4.0,NWAmes,1.5Fin,1,Y,Normal,177145.0
HOUSE-001726,4169 Main St #1726,2020-10-20,5265.0,1996.0,4,2.5,2.0,NWAmes,2.5Unf,4,Y,Abnormal,255882.0
HOUSE-019314,2294 Main St #19314,2021-03-02,5010.0,1970.0,2,1.5,1.0,Sawyer,SFoyer,5,Y,Normal,223392.0
HOUSE-017264,2501 Main St #17264,2020-06-10,3595.0,1980.0,6,4.0,3.0,Gilbert,1.5Fin,2,Y,Normal,206007.0
HOUSE-002362,603 Main St #2362,2020-08-26,4823.0,2019.0,6,1.0,0.0,OldTown,SLvl,7,Y,Normal,308861.0
HOUSE-015829,3347 Main St #15829,2023-04-15,7236.0,1982.0,2,2.5,1.0,NridgHt,1.5Fin,4,N,Normal,272513.0
HOUSE-003179,1354 Main St #3179,2024-08-04,3879.0,1927.0,2,3.0,1.0,CollegeCr,1Story,1,N,Normal,157026.0
HOUSE-010284,6325 Main St #10284,2020-09-01,3438.0,1944.0,6,1.5,2.0,Edwards,1Story,2,Y,Normal,146592.0
HOUSE-013307,9357 Main St #13307,2020-11-28,5112.0,1957.0,1,3.0,2.0,OldTown,SFoyer,1,Y,Normal,160667.0
HOUSE-011822,882 Main St #11822,2022-08-22,2617.0,1995.0,4,1.0,0.0,Somerst,SFoyer,1,Y,Normal,219472.0
HOUSE-017381,2639 Main St #17381,2022-06-17,3242.0,1908.0,4,3.5,0.0,OldTown,SFoyer,5,Y,Normal,208330.0
HOUSE-017669,8253 Main St #17669,2020-01-15,6150.0,2003.0,5,1.5,0.0,Edwards,1.5Fin,6,Y,Normal,239045.0
HOUSE-004223,4086 Main St #4223,2022-11-13,5167.0,1951.0,2,1.0,,OldTown,SLvl,5,Y,Normal,205157.0
HOUSE-016679,5838 Main St #16679,2021-04-05,5865.0,1987.0,6,3.0,,CollegeCr,1Story,4,Y,Normal,253170.0
HOUSE-011610,8407 Main St #11610,2021-10-25,6196.0,1964.0,5,1.0,2.0,Gilbert,2.5Unf,5,Y,Partial,219429.0
HOUSE-009633,5815 Main St #9633,2024-03-04,8207.0,2003.0,2,2.5,0.0,NridgHt,1Story,9,Y,Normal,442381.0
HOUSE-007379,4728 Main St #7379,2022-08-02,4101.0,1963.0,1,1.5,2.0,Somerst,2.5Unf,5,Y,Normal,196273.0
HOUSE-008101,167 Main St #8101,2023-08-29,7086.0,1994.0,6,1.0,1.0,CollegeCr,1.5Fin,1,Y,Normal,176254.0
HOUSE-015500,6238 Main St #15500,2024-07-11,3809.0,1974.0,6,2.0,2.0,Edwards,2Story,4,Y,Normal,236458.0
HOUSE-009858,4923 Main St #9858,2024-04-05,7361.0,1990.0,5,1.5,3.0,Edwards,2.5Unf,7,Y,Partial,326490.0
HOUSE-010940,6196 Main St #10940,2021-01-12,5168.0,1997.0,1,1.5,0.0,Edwards,SFoyer,2,Y,Normal,160367.0
HOUSE-013086,5735 Main St #13086,2022-05-23,5704.0,1929.0,1,,0.0,Edwards,2Story,8,Y,Normal,188619.0
HOUSE-006967,771 Main St #6967,2022-04-13,3967.0,1924.0,1,1.0,2.0,Sawyer,2Story,3,Y,Normal,139006.0
HOUSE-006166,7456 Main St #6166,2021-03-10,6534.0,1905.0,1,3.0,1.0,Edwards,2.5Unf,6,Y,Normal,212010.0
HOUSE-006461,4930 Main St #6461,2024-08-20,4824.0,1956.0,2,2.5,2.0,Somerst,2Story,3,Y,Normal,230336.0
HOUSE-003061,8571 Main St #3061,2023-08-24,3913.0,1974.0,3,1.5,2.0,Gilbert,2Story,9,Y,Normal,323540.0
HOUSE-000889,5276 Main St #889,2021-03-15,4409.0,1965.0,1,2.0,0.0,Somerst,SFoyer,8,Y,Normal,325599.0
HOUSE-000966,9147 Main St #966,2024-07-23,6821.0,1952.0,4,2.0,1.0,CollegeCr,2Story,9,Y,Normal,301920.0
HOUSE-010481,1600 Main St #10481,2024-06-17,3641.0,1969.0,1,2.0,1.0,Somerst,1Story,5,Y,Normal,300254.0
HOUSE-012200,8642 Main St #12200,2021-08-20,9496.0,1951.0,6,2.0,0.0,NridgHt,SLvl,1,Y,Normal,219730.0
HOUSE-001963,4503 Main St #1963,2021-11-29,7764.0,1990.0,2,2.5,4.0,OldTown,2.5Unf,9,Y,Normal,286144.0
HOUSE-011317,5635 Main St #11317,2022-11-28,2519.0,1927.0,5,2.0,3.0,CollegeCr,1Story,4,Y,Normal,208479.0
HOUSE-009850,3351 Main St #9850,2020-10-06,5540.0,1919.0,5,1.5,0.0,OldTown,1.5Fin,1,Y,Normal,135808.0
HOUSE-009319,8317 Main St #9319,2024-12-27,6599.0,2008.0,3,1.0,3.0,Gilbert,1Story,4,Y,Normal,287804.0
HOUSE-015396,329 Main St #15396,2020-02-18,3506.0,2011.0,3,3.0,0.0,CollegeCr,1.5Fin,1,Y,Normal,218895.0
HOUSE-008353,8022 Main St #8353,2022-11-20,4975.0,2004.0,1,4.0,1.0,Gilbert,2Story,7,Y,Normal,362779.0
HOUSE-019812,2228 Main St #19812,2020-12-02,,,2,2.5,3.0,CollegeCr,1Story,3,Y,Normal,209588.0
HOUSE-009508,8646 Main St #9508,2021-08-05,3634.0,1965.0,3,1.5,0.0,Edwards,SLvl,8,Y,Normal,262849.0
HOUSE-016324,1207 Main St #16324,2020-10-27,4103.0,1906.0,1,2.5,3.0,Edwards,1.5Fin,4,Y,Normal,177144.0
HOUSE-012143,5071 Main St #12143,2021-07-17,5333.0,2004.0,3,3.0,1.0,Somerst,SFoyer,1,Y,Abnormal,233791.0
HOUSE-013170,5665 Main St #13170,2021-03-05,6606.0,1983.0,6,1.0,,Sawyer,SFoyer,4,Y,Normal,240517.0
HOUSE-002835,479 Main St #2835,2023-04-21,7172.0,2007.0,1,4.0,2.0,Edwards,SLvl,4,Y,Abnormal,291326.0
HOUSE-009735,5584 Main St #9735,2021-09-30,5483.0,2004.0,6,1.5,2.0,CollegeCr,2.5Unf,1,Y,Normal,210952.0
HOUSE-010005,7912 Main St #10005,2024-01-03,5990.0,1915.0,3,1.5,0.0,Gilbert,1.5Fin,3,Y,Normal,108662.0
HOUSE-007213,7348 Main St #7213,2024-12-12,4024.0,2015.0,6,1.0,0.0,Sawyer,2Story,3,Y,Normal,216942.0
HOUSE-007605,7789 Main St #7605,2022-08-06,4173.0,1949.0,6,2.0,,Edwards,SFoyer,10,Y,Abnormal,287047.0
HOUSE-000975,2602 Main St #975,2024-11-08,17053.0,1976.0,6,2.0,3.0,NWAmes,1Story,8,Y,Abnormal,344702.0
HOUSE-002268,3306 Main St #2268,2023-06-11,,1915.0,2,1.0,3.0,Gilbert,1.5Fin,6,Y,Normal,173664.0
HOUSE-003770,3374 Main St #3770,2021-01-04,4048.0,2015.0,4,1.5,4.0,Sawyer,2Story,4,Y,Normal,251980.0
HOUSE-018642,3394 Main St #18642,2024-12-21,4981.0,1991.0,2,2.5,2.0,Somerst,1Story,1,Y,Normal,244232.0
HOUSE-013497,8415 Main St #13497,2023-05-22,5749.0,1986.0,5,3.0,0.0,Edwards,1Story,5,Y,Normal,280666.0
HOUSE-000132,7525 Main St #132,2024-12-03,8334.0,1900.0,3,3.5,1.0,Somerst,2.5Unf,7,Y,Normal,325328.0
HOUSE-010131,8184 Main St #10131,2024-10-04,4064.0,2023.0,2,2.5,3.0,Somerst,SFoyer,2,Y,Normal,264668.0
HOUSE-000581,1763 Main St #581,2020-06-03,4054.0,,4,3.0,2.0,Sawyer,1Story,1,N,Normal,170280.0
HOUSE-019275,8909 Main St #19275,2024-10-17,5164.0,1958.0,1,2.5,2.0,OldTown,2.5Unf,1,Y,Normal,122738.0
HOUSE-009716,8707 Main St #9716,2023-02-27,6088.0,1981.0,3,2.5,2.0,Gilbert,SFoyer,3,Y,Normal,255996.0
HOUSE-013898,4194 Main St #13898,2021-03-16,5572.0,1998.0,3,3.0,2.0,Sawyer,2.5Unf,9,Y,Partial,341215.0
HOUSE-006839,8430 Main St #6839,2020-08-31,8504.0,2009.0,3,1.5,4.0,Edwards,2Story,1,Y,Normal,190015.0
HOUSE-000393,968 Main St #393,2022-02-04,5610.0,2008.0,3,2.5,3.0,NWAmes,1.5Fin,10,Y,Normal,365257.0
HOUSE-010218,6895 Main St #10218,2021-10-24,6823.0,1936.0,2,4.0,4.0,NWAmes,2Story,2,Y,Normal,134499.0
HOUSE-006558,5616 Main St #6558,2020-10-20,4732.0,2020.0,6,2.0,0.0,Edwards,2.5Unf,9,Y,Normal,338388.0
HOUSE-009301,7779 Main St #9301,2024-12-09,7708.0,1913.0,3,4.0,2.0,Gilbert,1.5Fin,2,Y,Normal,151994.0
HOUSE-013347,9733 Main St #13347,2021-09-10,5317.0,2019.0,2,2.0,2.0,NridgHt,SLvl,10,Y,Normal,395421.0
HOUSE-003928,5244 Main St #3928,2021-12-24,4956.0,1982.0,6,1.0,4.0,NridgHt,SFoyer,10,Y,Normal,399904.0
HOUSE-014249,1071 Main St #14249,2023-07-22,3268.0,1923.0,2,1.0,4.0,Gilbert,SLvl,4,Y,Normal,149316.0
HOUSE-008401,6417 Main St #8401,2024-03-01,1915.0,1942.0,2,1.0,1.0,Sawyer,2Story,5,Y,Normal,171489.0
HOUSE-004036,5016 Main St #4036,2024-08-31,8432.0,2022.0,4,2.5,0.0,Gilbert,1.5Fin,2,Y,Normal,218544.0
HOUSE-019056,7506 Main St #19056,2020-03-26,6648.0,1959.0,5,3.5,2.0,Sawyer,SLvl,8,Y,Normal,330683.0
HOUSE-013566,7024 Main St #13566,2021-01-27,7673.0,1985.0,3,3.5,2.0,NridgHt,2.5Unf,6,Y,Normal,382250.0
HOUSE-008183,7873 Main St #8183,2022-08-14,6299.0,1925.0,3,3.5,1.0,Somerst,2.5Unf,2,Y,Normal,239533.0
HOUSE-010469,4782 Main St #10469,2024-10-03,2951.0,2017.0,2,3.5,2.0,CollegeCr,2Story,9,Y,Normal,317285.0
HOUSE-000225,2361 Main St #225,2020-12-05,6143.0,1922.0,6,2.5,0.0,CollegeCr,1Story,4,Y,Normal,207841.0
HOUSE-011426,5597 Main St #11426,2022-05-16,4378.0,1941.0,2,3.0,3.0,OldTown,1Story,1,Y,Normal,141475.0
HOUSE-004211,8844 Main St #4211,2022-08-13,6049.0,1991.0,5,1.5,3.0,Somerst,SLvl,7,Y,Normal,340562.0
HOUSE-019588,4720 Main St #19588,2020-11-24,3564.0,2019.0,4,1.0,1.0,Sawyer,1.5Fin,4,Y,Normal,265077.0
HOUSE-006777,7515 Main St #6777,2023-08-31,5022.0,1954.0,6,1.0,2.0,Sawyer,2.5Unf,3,Y,Normal,190595.0
HOUSE-004613,8279 Main St #4613,2021-05-10,3113.0,1979.0,1,4.0,2.0,Gilbert,2.5Unf,7,Y,Normal,247481.0
HOUSE-015671,400 Main St #15671,2022-09-03,4933.0,,2,4.0,1.0,CollegeCr,1.5Fin,3,Y,Normal,121247.0
HOUSE-015872,402 Main St #15872,2020-04-16,6666.0,1980.0,1,2.0,0.0,CollegeCr,1.5Fin,6,Y,Abnormal,256846.0
HOUSE-008593,297 Main St #8593,2020-12-31,2043.0,2016.0,1,3.5,,OldTown,1.5Fin,10,Y,Normal,353615.0
HOUSE-011366,8621 Main St #11366,2021-06-02,6949.0,2000.0,4,3.0,2.0,Somerst,2Story,7,Y,Normal,403578.0
HOUSE-012862,217 Main St #12862,2024-05-09,5166.0,1906.0,3,3.0,4.0,Gilbert,2Story,10,Y,Normal,265583.0
HOUSE-012785,1476 Main St #12785,2022-02-10,7876.0,1957.0,6,1.5,1.0,NWAmes,SLvl,6,Y,Normal,237479.0
HOUSE-017075,5374 Main St #17075,2023-12-28,5017.0,1934.0,6,3.5,1.0,Somerst,2.5Unf,5,Y,Abnormal,317404.0
HOUSE-019696,4873 Main St #19696,2023-02-14,4484.0,1910.0,2,2.5,2.0,Sawyer,SLvl,10,Y,Normal,265550.0
HOUSE-014404,3416 Main St #14404,2024-01-16,3519.0,1910.0,1,2.0,2.0,OldTown,2Story,1,Y,Normal,107785.0
HOUSE-005008,7636 Main St #5008,2023-02-16,6891.0,1902.0,6,1.5,2.0,CollegeCr,1.5Fin,7,Y,Normal,233964.0
HOUSE-012949,5268 Main St #12949,2023-07-31,4787.0,2016.0,6,4.0,2.0,NridgHt,SFoyer,10,Y,Normal,481316.0
HOUSE-003403,1530 Main St #3403,2020-03-05,,1958.0,5,3.5,3.0,CollegeCr,2.5Unf,3,Y,Normal,211214.0
HOUSE-003515,1572 Main St #3515,2022-05-30,7489.0,1991.0,4,1.5,4.0,NridgHt,SLvl,6,Y,Family,320986.0
HOUSE-003883,2911 Main St #3883,2022-02-23,3626.0,1970.0,5,3.5,4.0,Sawyer,1.5Fin,8,Y,Partial,311168.0
HOUSE-019793,3011 Main St #19793,2022-05-16,5337.0,1967.0,3,3.0,2.0,OldTown,SFoyer,9,Y,Normal,304860.0
HOUSE-006755,8493 Main St #6755,2020-06-28,6003.0,2020.0,2,4.0,0.0,Sawyer,2.5Unf,6,Y,Normal,316491.0
HOUSE-014393,2128 Main St #14393,2023-09-11,12448.0,1910.0,1,4.0,1.0,Gilbert,1Story,9,Y,Normal,320048.0
HOUSE-002908,2079 Main St #2908,2020-01-20,5938.0,1950.0,6,1.5,0.0,Gilbert,SFoyer,3,N,Normal,199759.0
HOUSE-015993,1622 Main St #15993,2024-04-25,4566.0,1997.0,1,1.5,2.0,Edwards,2Story,1,Y,Normal,143874.0
HOUSE-004261,3507 Main St #4261,2022-12-29,7468.0,1944.0,1,4.0,1.0,OldTown,1.5Fin,9,N,Normal,324569.0
HOUSE-008071,7926 Main St #8071,2024-03-07,4575.0,2006.0,6,3.5,2.0,Gilbert,2.5Unf,9,Y,Normal,391541.0
HOUSE-002423,4965 Main St #2423,2021-04-01,5101.0,1946.0,6,1.0,4.0,OldTown,2Story,3,Y,Normal,240791.0
HOUSE-015684,282 Main St #15684,2022-11-12,4803.0,1901.0,1,3.5,4.0,NridgHt,1Story,1,Y,Family,143697.0
HOUSE-005264,4810 Main St #5264,2024-01-30,12949.0,1966.0,4,3.5,3.0,Edwards,SLvl,2,Y,Normal,201276.0
HOUSE-014574,726 Main St #14574,2022-10-24,4554.0,1958.0,3,4.0,0.0,Gilbert,SFoyer,2,Y,Normal,179183.0
HOUSE-006163,2510 Main St #6163,2023-05-06,5777.0,2020.0,1,2.0,4.0,CollegeCr,2.5Unf,8,Y,Normal,296266.0
HOUSE-013980,9619 Main St #13980,2021-01-11,4329.0,1915.0,3,3.0,4.0,NWAmes,SFoyer,5,Y,Normal,188212.0
HOUSE-003548,6976 Main St #3548,2024-03-15,2932.0,1964.0,1,2.5,1.0,OldTown,2.5Unf,8,Y,Normal,275663.0
HOUSE-013412,1835 Main St #13412,2021-06-30,7154.0,2017.0,5,1.5,2.0,NridgHt,1.5Fin,2,Y,Normal,317159.0
HOUSE-019172,6909 Main St #19172,2023-03-29,2022.0,1958.0,6,4.0,3.0,OldTown,SFoyer,5,Y,Normal,229267.0
HOUSE-019089,1075 Main St #19089,2020-09-30,6519.0,2018.0,5,1.0,0.0,OldTown,2Story,8,Y,Normal,296928.0
HOUSE-019601,3521 Main St #19601,2020-12-26,7075.0,1972.0,3,3.5,0.0,OldTown,2Story,5,Y,Normal,260825.0
HOUSE-007548,2278 Main St #7548,2022-01-31,4722.0,1969.0,6,4.0,,NridgHt,2Story,4,Y,Normal,288630.0
HOUSE-018749,1513 Main St #18749,2023-12-27,6713.0,2008.0,4,3.5,2.0,Gilbert,SFoyer,8,Y,Normal,301381.0
HOUSE-019489,9253 Main St #19489,2021-03-15,9152.0,1921.0,3,1.5,3.0,Somerst,2.5Unf,7,Y,Normal,291329.0
HOUSE-007647,4474 Main St #7647,2021-04-08,5334.0,1931.0,6,3.0,2.0,NridgHt,2.5Unf,7,Y,Normal,333965.0
HOUSE-001159,2081 Main St #1159,2021-10-06,5195.0,1979.0,6,,1.0,NWAmes,1Story,10,Y,Partial,378606.0
HOUSE-006895,1247 Main St #6895,2020-05-29,5811.0,1942.0,3,4.0,4.0,Gilbert,2Story,3,Y,Abnormal,232847.0
HOUSE-005501,7963 Main St #5501,2022-04-14,2471.0,2021.0,5,4.0,,Somerst,1.5Fin,9,Y,Normal,419284.0
HOUSE-008047,7991 Main St #8047,2022-07-21,4371.0,1990.0,1,2.5,3.0,CollegeCr,2.5Unf,2,Y,Normal,170180.0
HOUSE-000809,6077 Main St #809,2020-01-20,2275.0,1926.0,5,1.5,4.0,OldTown,SFoyer,7,Y,Partial,211746.0
HOUSE-017387,6169 Main St #17387,2021-03-16,6548.0,1942.0,4,3.5,4.0,Sawyer,1.5Fin,3,Y,Normal,224761.0
HOUSE-002650,9619 Main St #2650,2022-12-06,6111.0,1944.0,4,3.0,3.0,NridgHt,SLvl,8,Y,Normal,351539.0
HOUSE-017174,9518 Main St #17174,2023-12-06,9077.0,1996.0,6,4.0,2.0,OldTown,SLvl,7,Y,Normal,322073.0
HOUSE-014529,6341 Main St #14529,2020-07-18,3401.0,1927.0,6,3.0,0.0,NWAmes,SFoyer,5,Y,Family,245909.0
HOUSE-008789,7396 Main St #8789,2021-10-23,4199.0,1983.0,3,2.0,4.0,NWAmes,2.5Unf,2,Y,Normal,215665.0
HOUSE-003190,7467 Main St #3190,2022-04-30,1958.0,1947.0,1,2.0,1.0,NWAmes,2.5Unf,1,Y,Partial,98519.0
HOUSE-003620,2094 Main St #3620,2020-12-04,3356.0,2010.0,6,,3.0,NridgHt,2.5Unf,8,Y,Normal,373361.0
HOUSE-009894,9523 Main St #9894,2021-07-09,5709.0,2016.0,3,1.5,,Somerst,SLvl,1,N,Normal,264642.0
HOUSE-018921,3153 Main St #18921,2022-04-17,3111.0,1968.0,5,,3.0,OldTown,1Story,3,Y,Normal,260342.0
HOUSE-003650,6685 Main St #3650,2020-12-25,3796.0,1998.0,4,3.5,1.0,Sawyer,2Story,10,Y,Abnormal,366632.0
HOUSE-011805,1816 Main St #11805,2020-06-02,4859.0,2006.0,6,,4.0,Sawyer,1Story,6,Y,Normal,269857.0
HOUSE-015039,9197 Main St #15039,2021-10-26,5051.0,1996.0,4,1.5,2.0,CollegeCr,1.5Fin,10,Y,Normal,327032.0
HOUSE-016416,8960 Main St #16416,2020-07-03,6644.0,1926.0,3,3.5,1.0,NWAmes,SLvl,4,Y,Abnormal,167205.0
HOUSE-004070,7128 Main St #4070,2023-04-04,5694.0,2019.0,1,2.0,3.0,Somerst,1Story,9,Y,Normal,384107.0
HOUSE-008290,8297 Main St #8290,2024-09-03,6557.0,1983.0,4,3.0,1.0,Edwards,1Story,4,Y,Normal,220213.0
HOUSE-001394,2175 Main St #1394,2024-11-23,3582.0,1932.0,2,3.0,0.0,Gilbert,1Story,4,Y,Partial,152628.0
HOUSE-005976,3286 Main St #5976,2023-10-09,4962.0,1900.0,2,2.5,3.0,Gilbert,1Story,10,Y,Normal,264582.0
HOUSE-003370,3325 Main St #3370,2023-03-19,5664.0,2004.0,4,3.0,1.0,Edwards,SLvl,7,Y,Family,297171.0
HOUSE-019660,497 Main St #19660,2021-03-07,6632.0,1949.0,3,2.0,3.0,Edwards,1.5Fin,1,Y,Partial,135712.0
HOUSE-012088,3375 Main St #12088,2022-08-03,6488.0,1929.0,1,1.5,3.0,Edwards,SFoyer,9,Y,Family,267133.0
HOUSE-016563,5940 Main St #16563,2022-11-11,4101.0,1965.0,1,1.0,0.0,NridgHt,1.5Fin,2,Y,Normal,235719.0
HOUSE-016752,3523 Main St #16752,2022-07-03,5988.0,1954.0,4,2.5,1.0,Edwards,1Story,7,Y,Normal,279692.0
HOUSE-015602,7531 Main St #15602,2024-08-18,7628.0,1975.0,4,3.0,0.0,NWAmes,2.5Unf,5,N,Normal,263274.0
HOUSE-016902,8248 Main St #16902,2024-06-15,5634.0,1923.0,4,3.0,1.0,CollegeCr,2.5Unf,8,Y,Normal,272977.0
HOUSE-001054,6097 Main St #1054,2021-02-19,12117.0,2023.0,3,1.0,0.0,NWAmes,SFoyer,4,Y,Normal,275293.0
HOUSE-013911,4110 Main St #13911,2023-11-29,5373.0,1922.0,3,3.5,0.0,Gilbert,2Story,5,Y,Normal,220647.0
HOUSE-012694,701 Main St #12694,2020-12-21,11864.0,1998.0,4,1.5,1.0,Somerst,2.5Unf,3,Y,Normal,287282.0
HOUSE-016763,305 Main St #16763,2021-06-21,3383.0,1962.0,2,4.0,2.0,Edwards,SLvl,8,Y,Normal,316226.0
HOUSE-012509,955 Main St #12509,2023-02-28,7704.0,2002.0,3,4.0,0.0,Gilbert,SFoyer,10,Y,Normal,360562.0
HOUSE-008856,6049 Main St #8856,2022-06-14,2727.0,1969.0,2,3.5,3.0,Edwards,1.5Fin,2,Y,Normal,197357.0
HOUSE-007002,6166 Main St #7002,2022-04-01,3254.0,1952.0,3,,1.0,NWAmes,2.5Unf,10,Y,Normal,387895.0
HOUSE-007903,9264 Main St #7903,2020-04-22,5015.0,2018.0,1,1.5,4.0,Sawyer,SLvl,1,Y,Normal,218021.0
HOUSE-001736,292 Main St #1736,2021-07-01,6071.0,1918.0,5,3.0,3.0,Gilbert,1.5Fin,6,Y,Normal,250227.0
HOUSE-001568,4557 Main St #1568,2023-01-19,3241.0,1929.0,5,2.5,3.0,OldTown,2Story,7,Y,Normal,272669.0
HOUSE-000462,4754 Main St #462,2024-03-21,5499.0,1971.0,6,1.0,3.0,NWAmes,2Story,5,Y,Normal,241922.0
HOUSE-000743,9228 Main St #743,2022-04-30,2513.0,1953.0,6,4.0,3.0,Sawyer,SFoyer,10,Y,Normal,371711.0
HOUSE-008414,3042 Main St #8414,2022-11-19,8193.0,,2,3.0,3.0,NWAmes,SLvl,5,Y,Normal,262191.0
HOUSE-018316,918 Main St #18316,2021-06-05,6969.0,1900.0,2,3.5,2.0,Somerst,2.5Unf,4,Y,Normal,246512.0
HOUSE-003994,4732 Main St #3994,2020-11-19,3637.0,1916.0,3,2.5,0.0,OldTown,2Story,8,Y,Normal,214654.0
HOUSE-019149,9593 Main St #19149,2023-02-28,2832.0,1948.0,2,1.0,0.0,Edwards,2Story,10,Y,Normal,309797.0
HOUSE-008817,3763 Main St #8817,2023-08-24,8402.0,2005.0,1,4.0,1.0,NWAmes,2Story,3,Y,Normal,246496.0
HOUSE-009308,5875 Main St #9308,2021-01-27,6252.0,2002.0,2,3.0,1.0,NWAmes,2Story,5,Y,Normal,309924.0
HOUSE-010654,4846 Main St #10654,2020-12-27,3539.0,1973.0,6,2.5,4.0,Somerst,1Story,10,Y,Normal,372802.0
HOUSE-006284,5702 Main St #6284,2020-01-06,5695.0,1983.0,6,3.5,4.0,Edwards,1Story,2,Y,Normal,232384.0
HOUSE-018423,1214 Main St #18423,2021-07-24,,1924.0,2,1.5,0.0,Sawyer,SFoyer,10,Y,Abnormal,517928.0
HOUSE-018561,8238 Main St #18561,2023-09-19,9093.0,1956.0,5,2.5,4.0,Somerst,2Story,1,N,Normal,235217.0
