employee_id,employee_code,hire_date,years_experience,age,hours_per_week,num_certifications,job_title,department,education_level,company_size,work_mode,annual_salary
EMP-009287,CODE-84134,2021-05-12,2.2,31,40.3,1.0,Marketing Analyst,Marketing,Maestria,Pequeña,Presencial,35844.17
EMP-006053,CODE-24864,2024-10-06,1.9,28,50.1,0.0,HR Specialist,Datos y Analitica,Tecnico,Corporativa,Remoto,21685.22
EMP-015044,CODE-74471,2023-10-16,1.4,32,38.8,0.0,Data Scientist,Ventas,Maestria,Startup,Hibrido,51517.03
EMP-003052,CODE-69769,2022-10-21,2.9,27,41.5,0.0,Data Scientist,Ventas,Maestria,Pequeña,Presencial,53666.93
EMP-013698,CODE-85572,2011-05-27,2.2,28,41.9,,Data Analyst,Finanzas,Bachiller,Startup,Remoto,25028.75
EMP-014478,CODE-68565,2021-06-23,19.0,44,43.2,1.0,Software Engineer,Marketing,Maestria,Pequeña,Remoto,84700.14
EMP-012386,CODE-70875,2010-06-23,6.1,35,41.9,1.0,DevOps Engineer,Finanzas,Maestria,Mediana,Presencial,59382.52
EMP-018889,CODE-93105,2022-11-05,7.8,31,46.7,1.0,Data Scientist,Datos y Analitica,Bachiller,Startup,Hibrido,50705.36
EMP-019985,CODE-58351,2019-01-17,17.2,46,41.1,0.0,Product Manager,Datos y Analitica,Maestria,Mediana,Remoto,88157.76
EMP-012979,CODE-55300,2021-09-17,8.1,37,37.5,1.0,Product Manager,Operaciones,Maestria,Mediana,Presencial,77504.42
EMP-006718,CODE-48084,2011-10-10,5.1,36,30.6,0.0,HR Specialist,Recursos Humanos,Doctorado,Mediana,Hibrido,45967.84
EMP-008221,CODE-42349,2020-07-06,9.5,33,38.1,2.0,HR Specialist,Datos y Analitica,Bachiller,Mediana,Remoto,38853.43
EMP-004827,CODE-64389,2013-03-30,0.4,25,45.2,2.0,Data Analyst,Ingenieria,Tecnico,Mediana,Hibrido,19038.27
EMP-016655,CODE-78743,2017-04-16,13.6,37,40.1,3.0,Data Scientist,Recursos Humanos,Bachiller,Mediana,Remoto,79308.44
EMP-008797,CODE-19120,2009-11-10,0.2,22,49.3,2.0,Product Manager,Finanzas,Bachiller,Pequeña,Hibrido,50485.68
EMP-011156,CODE-28034,2025-01-19,1.0,31,42.3,3.0,HR Specialist,Datos y Analitica,Bachiller,Startup,Hibrido,11768.08
EMP-017872,CODE-91103,2023-03-15,0.7,25,47.9,0.0,Data Analyst,Datos y Analitica,Maestria,Startup,Hibrido,32506.87
EMP-008726,CODE-32393,2011-03-24,0.2,24,48.9,1.0,HR Specialist,Recursos Humanos,Tecnico,Mediana,Presencial,15508.71
EMP-012903,CODE-26699,2019-07-11,5.0,29,38.4,1.0,DevOps Engineer,Datos y Analitica,Bachiller,Mediana,Remoto,50305.71
EMP-004487,CODE-73388,2011-10-06,1.3,31,,0.0,Product Manager,Recursos Humanos,Doctorado,Corporativa,Hibrido,74870.06
EMP-011148,CODE-52780,2014-12-03,3.0,33,22.5,2.0,Data Scientist,Datos y Analitica,Bachiller,Startup,Hibrido,48216.87
EMP-018174,CODE-46260,2014-03-28,1.1,30,43.8,2.0,HR Specialist,Recursos Humanos,Bachiller,Pequeña,Hibrido,22117.72
EMP-010329,CODE-70263,2021-02-04,6.9,29,,2.0,Software Engineer,Finanzas,Bachiller,Grande,Remoto,62473.38
EMP-008721,CODE-58123,2007-04-18,9.0,36,41.9,1.0,Sales Executive,Finanzas,Bachiller,Startup,Hibrido,39034.58
EMP-012085,CODE-87664,2016-05-20,1.6,21,37.7,1.0,Product Manager,Ingenieria,Tecnico,Grande,Presencial,44653.28
EMP-001985,CODE-89924,2019-08-03,10.4,34,44.8,1.0,Data Scientist,Finanzas,Maestria,Startup,Remoto,75549.87
EMP-007347,CODE-38923,2011-07-23,2.4,22,53.1,1.0,Sales Executive,Marketing,Bachiller,Mediana,Presencial,19324.14
EMP-003065,CODE-97491,2011-09-24,14.4,36,32.8,1.0,HR Specialist,Operaciones,Bachiller,Mediana,Remoto,45574.1
EMP-009277,CODE-60149,2017-12-26,20.7,47,36.6,2.0,DevOps Engineer,Ventas,Bachiller,Pequeña,Remoto,90809.46
EMP-000818,CODE-76872,2015-01-21,34.8,58,,0.0,Data Analyst,Ventas,Bachiller,Grande,Remoto,105593.22
EMP-012972,CODE-26949,2020-08-06,2.4,30,41.3,4.0,Sales Executive,Finanzas,Bachiller,Grande,Hibrido,30029.81
EMP-016356,CODE-26607,2010-12-25,1.3,28,59.1,2.0,Software Engineer,Operaciones,Bachiller,Pequeña,Presencial,41596.47
EMP-006129,CODE-65911,2009-05-28,4.1,27,45.0,2.0,Marketing Analyst,Ventas,Bachiller,Pequeña,Hibrido,24411.46
EMP-006629,CODE-83702,2019-02-21,10.8,38,35.2,1.0,Product Manager,Ingenieria,Doctorado,Startup,Hibrido,82503.12
EMP-018218,CODE-85337,2008-08-25,3.6,22,37.9,5.0,DevOps Engineer,Operaciones,Maestria,Corporativa,Hibrido,65530.96
EMP-007772,CODE-29142,2024-10-17,2.2,36,43.6,1.0,Product Manager,Marketing,Bachiller,Mediana,Hibrido,50247.95
EMP-003237,CODE-80986,2008-05-17,14.3,47,36.5,1.0,Marketing Analyst,Recursos Humanos,Bachiller,Mediana,Remoto,48263.13
EMP-017734,CODE-50901,2011-03-10,2.6,34,37.6,2.0,DevOps Engineer,Operaciones,Maestria,Pequeña,Presencial,54130.05
EMP-014361,CODE-48726,2011-09-02,2.6,28,47.3,1.0,Marketing Analyst,Datos y Analitica,Doctorado,Grande,Hibrido,57067.47
EMP-011378,CODE-94869,2017-01-21,5.1,33,,0.0,HR Specialist,Recursos Humanos,Maestria,Mediana,Remoto,36134.09
EMP-011325,CODE-98491,2015-04-12,7.3,40,48.8,1.0,Software Engineer,Datos y Analitica,Doctorado,Mediana,Presencial,72923.33
EMP-000464,CODE-47113,2007-08-15,3.5,27,44.8,1.0,Product Manager,Ingenieria,Bachiller,Pequeña,Remoto,54281.77
EMP-003741,CODE-77657,2007-01-19,1.8,32,41.1,0.0,Marketing Analyst,Marketing,Bachiller,Pequeña,Remoto,24941.03
EMP-003804,CODE-88999,2021-06-24,24.2,47,45.4,,Sales Executive,Datos y Analitica,Bachiller,Startup,Remoto,68314.57
EMP-010506,CODE-99501,2022-07-12,1.4,21,51.8,0.0,Data Analyst,Ventas,Maestria,Grande,Presencial,44995.14
EMP-015367,CODE-99837,2012-02-27,1.8,25,36.9,,Data Scientist,Finanzas,Doctorado,Grande,Hibrido,72555.65
EMP-014627,CODE-78277,2010-11-03,6.7,32,48.1,1.0,HR Specialist,Ventas,Doctorado,Startup,Presencial,42231.49
EMP-019184,CODE-51204,2013-09-20,0.3,25,47.3,1.0,DevOps Engineer,Datos y Analitica,Bachiller,Startup,Presencial,34511.61
EMP-005933,CODE-15273,2015-10-18,11.4,38,53.0,6.0,Data Scientist,Finanzas,Bachiller,Startup,Remoto,74745.56
EMP-016544,CODE-26360,2005-10-28,11.5,41,37.9,2.0,Data Scientist,Ingenieria,Bachiller,Startup,Hibrido,68111.76
EMP-018922,CODE-68495,2022-08-19,3.6,26,33.7,1.0,Data Scientist,Marketing,Bachiller,Grande,Presencial,57261.61
EMP-001603,CODE-30292,2024-08-31,1.0,22,48.9,0.0,Marketing Analyst,Operaciones,Doctorado,Corporativa,Presencial,45255.36
EMP-001521,CODE-83658,2013-08-26,2.0,30,52.3,,Data Analyst,Operaciones,Maestria,Grande,Remoto,41290.04
EMP-012432,CODE-29974,2024-03-09,7.2,33,35.0,2.0,Marketing Analyst,Datos y Analitica,Maestria,Grande,Hibrido,50065.55
EMP-010436,CODE-23410,2020-01-30,5.7,30,39.1,2.0,Marketing Analyst,Datos y Analitica,Bachiller,Startup,Remoto,33159.02
EMP-008495,CODE-21772,2018-12-31,6.0,27,38.3,3.0,Marketing Analyst,Datos y Analitica,Bachiller,Mediana,Presencial,35809.49
EMP-008738,CODE-33779,2013-10-23,6.6,30,37.6,2.0,Sales Executive,Operaciones,Bachiller,Pequeña,Remoto,42878.91
EMP-016392,CODE-69105,2019-04-11,2.1,21,36.6,3.0,Product Manager,Finanzas,Maestria,Grande,Remoto,63129.0
EMP-016494,CODE-32565,2016-06-06,0.9,27,36.7,2.0,Product Manager,Ventas,Maestria,Pequeña,Hibrido,51651.81
EMP-011297,CODE-90445,2007-01-12,3.9,26,44.6,0.0,Sales Executive,Finanzas,Tecnico,Pequeña,Presencial,18627.79
EMP-012310,CODE-55930,2017-04-22,14.7,45,42.2,0.0,Software Engineer,Finanzas,Bachiller,Startup,Presencial,63510.26
EMP-014923,CODE-48901,2018-02-16,2.9,29,47.6,0.0,DevOps Engineer,Ventas,Bachiller,Startup,Remoto,46943.68
EMP-016918,CODE-37422,2023-08-12,3.1,29,57.6,3.0,Software Engineer,Marketing,Maestria,Pequeña,Remoto,61414.58
EMP-007811,CODE-36452,2018-04-21,3.0,28,43.3,3.0,HR Specialist,Ventas,Bachiller,Corporativa,Remoto,34046.34
EMP-011482,CODE-56351,2012-06-22,7.6,35,41.2,2.0,Software Engineer,Finanzas,Maestria,Startup,Hibrido,56435.44
EMP-013832,CODE-96696,2020-11-19,9.5,35,41.3,2.0,HR Specialist,Datos y Analitica,Bachiller,Startup,Hibrido,38849.01
EMP-001696,CODE-85670,2012-08-08,3.7,24,60.0,0.0,Data Scientist,Ingenieria,Bachiller,Startup,Hibrido,47488.59
EMP-000418,CODE-99901,2017-08-25,1.5,25,41.4,1.0,Data Scientist,Ingenieria,Bachiller,Grande,Remoto,54646.38
EMP-008152,CODE-48855,2019-05-18,0.0,21,39.2,0.0,Sales Executive,Ingenieria,Doctorado,Mediana,Presencial,41979.74
EMP-009443,CODE-73439,2021-10-18,2.6,26,38.7,2.0,DevOps Engineer,Ingenieria,Maestria,Pequeña,Hibrido,55211.3
EMP-004340,CODE-63505,2005-08-16,4.5,27,44.5,1.0,Data Analyst,Finanzas,Bachiller,Grande,Remoto,34698.73
EMP-002132,CODE-90029,2010-03-09,4.6,30,31.8,1.0,HR Specialist,Finanzas,Bachiller,Corporativa,Hibrido,37273.22
EMP-010474,CODE-46011,2016-11-13,2.3,32,47.0,3.0,Marketing Analyst,Datos y Analitica,Bachiller,Grande,Hibrido,37232.41
EMP-005689,CODE-82659,2020-06-25,4.9,29,,1.0,Marketing Analyst,Marketing,Maestria,Startup,Hibrido,41035.25
EMP-005954,CODE-61874,2006-06-05,11.3,34,44.8,1.0,HR Specialist,Finanzas,Tecnico,Pequeña,Presencial,34139.07
EMP-011456,CODE-99101,2021-02-20,17.7,44,55.5,4.0,Software Engineer,Recursos Humanos,Tecnico,Grande,Remoto,82785.33
EMP-002899,CODE-93518,2008-01-30,15.5,38,51.8,1.0,Data Analyst,Ingenieria,Tecnico,Mediana,Hibrido,49490.8
EMP-009380,CODE-89947,2017-06-02,0.2,25,40.0,1.0,Product Manager,Datos y Analitica,Bachiller,Pequeña,Presencial,44068.92
EMP-012486,CODE-44537,2010-05-04,9.6,36,42.5,0.0,Data Analyst,Operaciones,Bachiller,Pequeña,Presencial,35377.9
EMP-011492,CODE-60606,2009-08-27,16.4,44,39.4,2.0,Software Engineer,Ingenieria,Bachiller,Grande,Remoto,85139.31
EMP-016211,CODE-21778,2011-04-20,6.8,32,51.7,3.0,Sales Executive,Ingenieria,Maestria,Grande,Hibrido,52980.41
EMP-011827,CODE-69416,2015-12-13,15.3,43,52.2,3.0,Software Engineer,Datos y Analitica,Bachiller,Startup,Remoto,70186.79
EMP-019135,CODE-76243,2009-11-10,5.9,29,31.7,3.0,HR Specialist,Finanzas,Maestria,Startup,Remoto,37902.88
EMP-006833,CODE-68176,2011-10-11,5.1,35,32.0,1.0,Sales Executive,Ventas,Tecnico,Pequeña,Remoto,20632.51
EMP-002208,CODE-71247,2019-04-16,7.3,28,42.0,1.0,Data Scientist,Ventas,Tecnico,Mediana,Hibrido,47863.44
EMP-016344,CODE-45756,2019-10-04,6.1,27,38.9,2.0,Data Analyst,Marketing,Bachiller,Mediana,Presencial,39899.33
EMP-007441,CODE-86041,2020-05-18,9.5,30,38.2,4.0,Product Manager,Finanzas,Bachiller,Mediana,Hibrido,69499.66
EMP-015450,CODE-72903,2007-06-22,11.2,29,39.4,2.0,Software Engineer,Recursos Humanos,Doctorado,Pequeña,Hibrido,81840.19
EMP-010686,CODE-64835,2016-06-02,7.6,33,41.7,,Data Scientist,Finanzas,Bachiller,Startup,Hibrido,63178.26
EMP-012928,CODE-41875,2016-12-07,2.1,32,46.0,1.0,Sales Executive,Datos y Analitica,Bachiller,Startup,Presencial,23281.7
EMP-010695,CODE-47802,2020-04-18,5.6,24,48.9,0.0,Sales Executive,Ingenieria,Bachiller,Grande,Remoto,36541.22
EMP-005684,CODE-72692,2021-12-26,3.6,35,42.7,1.0,Marketing Analyst,Recursos Humanos,Maestria,Grande,Remoto,48767.97
EMP-016423,CODE-53497,2007-10-24,3.5,23,47.8,1.0,Marketing Analyst,Ingenieria,Maestria,Pequeña,Remoto,42045.12
EMP-019225,CODE-58969,2005-09-19,16.9,47,44.6,3.0,Marketing Analyst,Ingenieria,Maestria,Mediana,Hibrido,66303.59
EMP-006444,CODE-77141,2019-05-12,2.9,27,48.6,5.0,Sales Executive,Finanzas,Bachiller,Startup,Hibrido,19669.85
EMP-012391,CODE-92642,2008-12-16,1.3,23,39.9,0.0,Software Engineer,Operaciones,Maestria,Startup,Hibrido,43657.23
EMP-010007,CODE-88983,2008-04-18,5.8,29,34.1,3.0,Data Scientist,Operaciones,Tecnico,Pequeña,Hibrido,55911.93
EMP-004489,CODE-95220,2014-12-01,0.0,36,40.6,2.0,Data Scientist,Operaciones,Bachiller,Corporativa,Remoto,54109.82
EMP-014328,CODE-92468,2013-07-29,0.8,28,53.1,2.0,Product Manager,Datos y Analitica,Bachiller,Pequeña,Presencial,46480.17
EMP-009353,CODE-82119,2011-01-15,0.5,25,34.2,1.0,Data Scientist,Datos y Analitica,Tecnico,Startup,Remoto,31440.36
EMP-018881,CODE-52779,2011-08-26,8.6,37,46.4,2.0,Marketing Analyst,Operaciones,Maestria,Pequeña,Presencial,47129.95
EMP-010591,CODE-81223,2017-06-01,4.5,26,39.1,1.0,Product Manager,Marketing,Bachiller,Grande,Remoto,55769.82
EMP-011674,CODE-85683,2019-09-09,19.5,48,44.4,1.0,Product Manager,Ingenieria,Maestria,Mediana,Presencial,93012.59
EMP-007904,CODE-75815,2010-07-28,1.9,21,44.3,0.0,Product Manager,Ingenieria,Maestria,Pequeña,Hibrido,55128.89
EMP-018283,CODE-82947,2013-08-06,6.7,29,53.8,1.0,Marketing Analyst,Finanzas,Maestria,Corporativa,Remoto,55594.65
EMP-015936,CODE-50659,2013-01-06,5.1,34,43.9,1.0,Product Manager,Datos y Analitica,Tecnico,Startup,Presencial,48131.36
EMP-010245,CODE-48453,2008-10-19,4.0,33,45.5,2.0,Product Manager,Datos y Analitica,Bachiller,Corporativa,Hibrido,68526.89
EMP-016169,CODE-62418,2023-03-21,10.4,27,35.2,2.0,DevOps Engineer,Operaciones,Bachiller,Startup,Remoto,59342.09
EMP-013319,CODE-43998,2016-05-24,20.3,40,45.2,2.0,Data Analyst,Recursos Humanos,Doctorado,Corporativa,Hibrido,97009.58
EMP-006072,CODE-48949,2017-10-25,10.5,32,41.2,1.0,Data Scientist,Ventas,Bachiller,Startup,Remoto,65899.97
EMP-003921,CODE-90782,2023-01-09,2.7,36,43.0,,Marketing Analyst,Datos y Analitica,Bachiller,Startup,Presencial,20045.33
EMP-014442,CODE-32467,2022-04-17,0.7,29,38.1,3.0,HR Specialist,Marketing,Maestria,Mediana,Presencial,30879.1
EMP-017594,CODE-77445,2025-03-03,1.1,26,38.2,1.0,HR Specialist,Ventas,Bachiller,Mediana,Presencial,15420.34
EMP-008578,CODE-21593,2024-07-19,2.5,25,,2.0,Product Manager,Operaciones,Maestria,Pequeña,Hibrido,60009.43
EMP-007444,CODE-69466,2009-11-30,1.2,28,44.9,2.0,Software Engineer,Recursos Humanos,Maestria,Grande,Remoto,60093.69
EMP-016390,CODE-64026,2014-12-26,2.4,33,45.8,2.0,HR Specialist,Marketing,Doctorado,Startup,Hibrido,41373.0
EMP-001644,CODE-48617,2017-10-09,2.7,38,32.8,0.0,Data Scientist,Ingenieria,Bachiller,Startup,Remoto,45721.66
EMP-013331,CODE-81823,2025-03-07,8.7,33,52.7,0.0,Product Manager,Marketing,Bachiller,Startup,Hibrido,58249.87
EMP-005251,CODE-88044,2012-12-22,3.9,33,32.2,,Product Manager,Ingenieria,Bachiller,Mediana,Presencial,53924.2
EMP-019457,CODE-15736,2021-12-16,,26,42.6,2.0,Sales Executive,Operaciones,Doctorado,Corporativa,Hibrido,57851.04
EMP-018879,CODE-41595,2023-03-01,0.1,23,47.8,3.0,Marketing Analyst,Finanzas,Tecnico,Pequeña,Hibrido,22135.21
EMP-001904,CODE-32066,2021-04-09,8.8,39,47.9,,HR Specialist,Marketing,Bachiller,Grande,Remoto,45238.5
EMP-011669,CODE-68350,2011-06-24,13.7,31,33.9,1.0,Data Scientist,Finanzas,Bachiller,Startup,Hibrido,71789.44
EMP-002306,CODE-92976,2006-01-22,9.4,27,50.2,0.0,Data Scientist,Finanzas,Bachiller,Corporativa,Remoto,73331.49
EMP-009906,CODE-34122,2020-12-16,7.7,30,43.6,1.0,Product Manager,Marketing,Bachiller,Pequeña,Hibrido,58078.76
EMP-000403,CODE-39707,2017-12-17,4.1,28,43.0,,Product Manager,Ingenieria,Doctorado,Startup,Remoto,64217.25
EMP-018117,CODE-91623,2007-08-27,0.7,21,33.1,0.0,Software Engineer,Finanzas,Doctorado,Corporativa,Hibrido,58082.03
EMP-010925,CODE-52209,2019-06-01,12.5,36,32.9,1.0,Software Engineer,Finanzas,Tecnico,Pequeña,Hibrido,49406.93
EMP-019639,CODE-91023,2013-03-21,3.2,28,36.2,3.0,Data Scientist,Finanzas,Bachiller,Startup,Remoto,46544.93
EMP-003034,CODE-91954,2015-09-07,14.4,38,38.9,3.0,Data Scientist,Ingenieria,Maestria,Mediana,Hibrido,89179.18
EMP-015204,CODE-86964,2017-08-16,2.1,26,37.5,3.0,HR Specialist,Marketing,Bachiller,Grande,Hibrido,28383.83
EMP-009557,CODE-43781,2007-11-19,4.2,32,46.4,1.0,Data Analyst,Ventas,Tecnico,Startup,Hibrido,22828.36
EMP-019171,CODE-82046,2024-12-06,4.9,32,44.3,1.0,Product Manager,Ventas,Maestria,Grande,Hibrido,68352.03
EMP-015918,CODE-73060,2024-06-11,3.9,21,43.4,2.0,Marketing Analyst,Datos y Analitica,Bachiller,Corporativa,Presencial,35665.04
EMP-015312,CODE-61533,2016-10-11,3.0,23,31.7,3.0,DevOps Engineer,Operaciones,Bachiller,Mediana,Remoto,47697.22
EMP-002821,CODE-17387,2022-11-16,2.9,32,51.4,0.0,DevOps Engineer,Ventas,Maestria,Startup,Remoto,50317.34
EMP-004053,CODE-88169,2011-09-30,,28,,0.0,Marketing Analyst,Marketing,Bachiller,Startup,Hibrido,27234.76
EMP-005441,CODE-82752,2009-05-18,1.1,25,47.1,2.0,HR Specialist,Marketing,Bachiller,Grande,Hibrido,26632.56
EMP-013731,CODE-25138,2018-12-02,1.7,27,45.5,2.0,Marketing Analyst,Recursos Humanos,Bachiller,Mediana,Remoto,29521.19
EMP-011420,CODE-53679,2008-02-28,6.6,32,42.5,3.0,Data Analyst,Finanzas,Maestria,Startup,Hibrido,42999.45
EMP-005410,CODE-24779,2006-05-20,,29,38.6,1.0,Sales Executive,Datos y Analitica,Maestria,Grande,Hibrido,32298.84
EMP-002638,CODE-43803,2020-02-29,,40,47.0,1.0,Sales Executive,Recursos Humanos,Maestria,Startup,Remoto,62133.14
EMP-005195,CODE-78189,2008-03-08,0.6,21,39.8,2.0,Marketing Analyst,Marketing,Bachiller,Mediana,Remoto,16460.58
EMP-007282,CODE-21933,2010-08-28,0.0,25,37.7,1.0,DevOps Engineer,Marketing,Doctorado,Mediana,Remoto,54099.05
EMP-008022,CODE-87082,2017-10-24,0.8,22,35.8,,Sales Executive,Recursos Humanos,Maestria,Corporativa,Remoto,44244.26
EMP-002467,CODE-36838,2005-11-07,9.9,36,47.0,1.0,Product Manager,Finanzas,Maestria,Startup,Hibrido,68918.51
EMP-014069,CODE-52095,2014-07-19,11.6,36,37.5,1.0,HR Specialist,Datos y Analitica,Maestria,Mediana,Hibrido,54342.99
EMP-016942,CODE-48491,2016-11-09,,25,28.6,2.0,HR Specialist,Marketing,Tecnico,Corporativa,Remoto,23255.39
EMP-005693,CODE-62633,2012-07-21,8.8,31,34.2,1.0,Software Engineer,Marketing,Tecnico,Grande,Presencial,57233.73
EMP-012024,CODE-17317,2020-02-07,0.4,23,48.0,0.0,Marketing Analyst,Marketing,Bachiller,Grande,Remoto,25900.6
EMP-011382,CODE-24679,2018-05-16,2.3,30,44.0,0.0,Data Analyst,Marketing,Maestria,Pequeña,Hibrido,41980.27
EMP-016263,CODE-17562,2024-01-17,1.2,21,,0.0,Product Manager,Recursos Humanos,Bachiller,Mediana,Remoto,40010.79
EMP-018011,CODE-19411,2014-10-24,5.9,36,41.3,2.0,Marketing Analyst,Ventas,Bachiller,Mediana,Hibrido,36292.0
EMP-010692,CODE-51359,2018-04-18,17.2,48,51.1,3.0,HR Specialist,Operaciones,Doctorado,Pequeña,Remoto,71617.75
EMP-002658,CODE-62200,2022-12-21,7.5,37,50.7,4.0,DevOps Engineer,Finanzas,Maestria,Mediana,Presencial,66565.55
EMP-009871,CODE-16839,2010-08-07,5.9,26,,6.0,Product Manager,Ventas,Bachiller,Mediana,Remoto,65484.18
EMP-000645,CODE-81082,2015-05-22,0.1,28,33.7,1.0,Data Scientist,Ventas,Bachiller,Mediana,Remoto,41726.5
EMP-010855,CODE-29534,2019-12-01,4.3,24,,1.0,DevOps Engineer,Recursos Humanos,Maestria,Startup,Presencial,179845.58
EMP-019133,CODE-74220,2008-04-19,0.1,30,30.8,0.0,Software Engineer,Operaciones,Maestria,Grande,Remoto,51531.69
EMP-012636,CODE-25501,2005-01-01,6.3,29,40.4,2.0,Data Analyst,Ingenieria,Bachiller,Startup,Remoto,28622.63
EMP-018973,CODE-35310,2022-12-06,0.2,21,40.9,3.0,Data Analyst,Finanzas,Doctorado,Grande,Hibrido,49241.22
EMP-009852,CODE-97781,2024-08-24,11.2,34,41.6,1.0,Data Analyst,Recursos Humanos,Tecnico,Grande,Remoto,46714.29
EMP-017658,CODE-76320,2018-04-16,11.7,37,36.1,1.0,Marketing Analyst,Datos y Analitica,Bachiller,Mediana,Hibrido,51755.32
EMP-015933,CODE-22608,2008-09-05,5.2,32,34.4,2.0,Marketing Analyst,Recursos Humanos,Bachiller,Grande,Remoto,40544.2
EMP-010868,CODE-89602,2018-11-04,2.3,24,41.6,2.0,Data Scientist,Marketing,Doctorado,Corporativa,Presencial,72879.91
EMP-016701,CODE-66646,2010-09-30,9.6,26,41.3,1.0,DevOps Engineer,Datos y Analitica,Bachiller,Mediana,Hibrido,59218.02
EMP-000840,CODE-89182,2021-07-11,1.4,25,44.0,2.0,Marketing Analyst,Operaciones,Bachiller,Startup,Remoto,22027.77
EMP-009669,CODE-41785,2008-01-30,0.3,26,45.1,0.0,Marketing Analyst,Datos y Analitica,Bachiller,Grande,Presencial,26875.72
EMP-005895,CODE-30753,2012-02-24,5.7,36,36.4,2.0,Data Analyst,Ingenieria,Bachiller,Corporativa,Hibrido,38875.04
EMP-012686,CODE-47188,2016-04-20,35.0,65,49.8,3.0,HR Specialist,Datos y Analitica,Maestria,Grande,Presencial,117452.94
EMP-000614,CODE-93454,2016-02-28,1.2,24,40.0,1.0,Sales Executive,Ingenieria,Doctorado,Mediana,Presencial,36075.75
EMP-005184,CODE-88023,2016-05-29,0.9,24,41.9,,HR Specialist,Ventas,Bachiller,Grande,Hibrido,27085.68
EMP-010943,CODE-60525,2023-03-20,6.7,32,45.9,4.0,Marketing Analyst,Marketing,Bachiller,Grande,Remoto,44830.29
EMP-005663,CODE-36683,2017-12-15,7.2,33,27.2,1.0,DevOps Engineer,Ingenieria,Doctorado,Startup,Hibrido,66110.72
EMP-017914,CODE-13252,2018-01-24,1.6,28,55.3,2.0,Data Scientist,Ventas,Bachiller,Pequeña,Presencial,50031.73
EMP-000188,CODE-45959,2016-01-19,16.4,46,27.6,4.0,Data Scientist,Recursos Humanos,Maestria,Startup,Hibrido,84934.56
EMP-015368,CODE-72597,2005-05-04,2.2,21,40.4,2.0,Data Scientist,Ingenieria,Maestria,Mediana,Hibrido,58855.11
EMP-014967,CODE-61973,2011-03-02,5.1,27,36.0,0.0,DevOps Engineer,Operaciones,Maestria,Mediana,Presencial,63616.59
EMP-018623,CODE-43837,2011-10-27,19.0,39,47.8,0.0,Sales Executive,Ventas,Maestria,Grande,Presencial,73001.47
EMP-009524,CODE-96783,2013-02-03,2.5,28,55.6,2.0,Data Scientist,Operaciones,Maestria,Corporativa,Presencial,73913.59
EMP-013453,CODE-78823,2020-03-30,4.8,29,43.9,2.0,Marketing Analyst,Datos y Analitica,Maestria,Grande,Remoto,46229.76
EMP-014785,CODE-83910,2023-09-13,26.6,58,33.4,0.0,HR Specialist,Operaciones,Bachiller,Mediana,Hibrido,74942.52
EMP-018138,CODE-74833,2024-02-10,13.9,47,40.1,0.0,Data Scientist,Ventas,Tecnico,Mediana,Presencial,67837.37
EMP-015961,CODE-60635,2019-01-22,1.4,21,47.9,1.0,HR Specialist,Ingenieria,Bachiller,Corporativa,Hibrido,26075.2
EMP-005585,CODE-90995,2021-05-30,5.3,32,47.6,2.0,Product Manager,Operaciones,Bachiller,Startup,Hibrido,52587.71
EMP-015350,CODE-33507,2020-11-08,5.3,33,46.9,0.0,Software Engineer,Datos y Analitica,Bachiller,Grande,Hibrido,54349.26
EMP-007500,CODE-33225,2018-03-02,2.2,32,44.7,1.0,Product Manager,Finanzas,Maestria,Pequeña,Remoto,58593.86
EMP-019027,CODE-76004,2021-11-07,2.3,29,46.3,3.0,DevOps Engineer,Ingenieria,Bachiller,Mediana,Hibrido,49152.53
EMP-014962,CODE-71331,2009-08-09,1.5,21,35.8,0.0,Product Manager,Ventas,Maestria,Pequeña,Hibrido,49863.75
EMP-005916,CODE-19669,2010-05-19,17.6,36,39.6,3.0,Marketing Analyst,Ventas,Maestria,Corporativa,Presencial,73143.84
EMP-015164,CODE-30741,2006-07-31,13.5,39,45.1,1.0,DevOps Engineer,Ingenieria,Bachiller,Startup,Hibrido,66055.69
EMP-001470,CODE-32861,2016-05-10,5.0,26,43.8,1.0,Product Manager,Finanzas,Maestria,Corporativa,Hibrido,70043.67
EMP-005291,CODE-40400,2011-07-22,7.1,34,43.6,0.0,HR Specialist,Finanzas,Maestria,Startup,Hibrido,35880.63
EMP-019208,CODE-76446,2011-08-31,7.7,34,43.5,4.0,Product Manager,Finanzas,Bachiller,Grande,Hibrido,70955.22
EMP-009839,CODE-17024,2017-09-15,5.2,28,42.4,0.0,Sales Executive,Finanzas,Tecnico,Pequeña,Hibrido,16844.3
EMP-002065,CODE-28992,2018-11-01,8.0,33,33.7,5.0,Software Engineer,Ingenieria,Doctorado,Mediana,Presencial,76642.06
EMP-000200,CODE-82045,2019-10-18,7.9,30,36.7,2.0,Software Engineer,Operaciones,Tecnico,Startup,Hibrido,45951.91
EMP-000563,CODE-81691,2019-04-28,0.6,23,41.4,1.0,HR Specialist,Marketing,Maestria,Mediana,Hibrido,19054.02
EMP-018064,CODE-62797,2007-06-26,0.2,27,,2.0,Product Manager,Operaciones,Bachiller,Startup,Hibrido,38232.98
EMP-019723,CODE-22746,2011-03-06,6.9,32,39.9,1.0,Data Analyst,Operaciones,Maestria,Corporativa,Presencial,59178.57
