vehicle_id,registration_number,car_name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power_bhp,selling_price
VH-005828,MH-44-4471,Toyota Swift,2001,26551.0,Petrol,Dealer,Manual,,21.6 kmpl,3092 CC,79.2,30000.0
VH-010957,MH-01-6213,Nissan Polo,2019,119980.0,Diesel,Dealer,Manual,Third Owner,10.1 kmpl,2870 CC,53.4,564665.0
VH-014673,MH-49-3989,Toyota EcoSport,2000,58903.0,Petrol,Individual,Manual,First Owner,11.3 kmpl,1745 CC,217.1,30000.0
VH-007351,MH-48-7113,Ford Kwid,2017,163775.0,Diesel,Individual,Manual,First Owner,24.0 kmpl,2304 CC,217.6,635174.0
VH-011899,MH-19-6893,Nissan City,2012,20109.0,Petrol,Individual,Manual,First Owner,19.2 kmpl,2630 CC,71.0,271764.0
VH-012955,MH-22-9653,Tata EcoSport,2009,61925.0,Diesel,Dealer,Manual,Third Owner,19.6 kmpl,2308 CC,114.3,360706.0
VH-001250,MH-27-9314,Ford EcoSport,2005,33388.0,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1935 CC,83.2,30000.0
VH-006929,MH-42-7706,Nissan Sunny,2011,70825.0,Petrol,Dealer,Automatic,First Owner,14.5 kmpl,1790 CC,223.3,523830.0
VH-017915,MH-32-2551,Maruti Scorpio,2010,50738.0,Diesel,Individual,Manual,First Owner,19.3 kmpl,1164 CC,,425666.0
VH-016177,MH-24-4548,Volkswagen Sunny,2019,32113.0,Petrol,Dealer,Automatic,Fourth & Above,23.3 kmpl,2573 CC,228.2,833688.0
VH-013285,MH-17-2967,Tata City,2019,436635.0,Diesel,Individual,Manual,First Owner,9.0 kmpl,1065 CC,66.9,380094.0
VH-014158,MH-24-3761,Toyota i20,2013,110033.0,Diesel,Individual,Automatic,First Owner,11.5 kmpl,3180 CC,147.8,535746.0
VH-008991,MH-35-8753,Renault Kwid,2015,118215.0,Petrol,Individual,Manual,First Owner,17.6 kmpl,3405 CC,157.5,443045.0
VH-019854,MH-10-8263,Mahindra Swift,2010,73716.0,Diesel,Dealer,Automatic,First Owner,18.8 kmpl,1181 CC,106.6,368307.0
VH-004861,MH-48-4121,Renault i20,2015,53306.0,Diesel,Dealer,Manual,Second Owner,23.0 kmpl,1217 CC,188.1,558578.0
VH-002303,MH-27-2408,Honda Innova,2021,62950.0,Petrol,Individual,Manual,Second Owner,15.6 kmpl,904 CC,224.0,779233.0
VH-006908,MH-48-7884,Ford Scorpio,2004,34494.0,Petrol,Individual,Manual,First Owner,21.3 kmpl,1726 CC,141.6,111959.0
VH-012204,MH-16-6106,Renault Polo,2021,49198.0,Petrol,Individual,Manual,First Owner,23.3 kmpl,806 CC,208.9,734969.0
VH-009389,MH-36-4968,Toyota City,2013,,Diesel,Dealer,Automatic,First Owner,17.1 kmpl,3161 CC,172.6,544308.0
VH-008910,MH-43-7141,Tata Polo,2003,41404.0,Petrol,Dealer,Manual,First Owner,11.3 kmpl,1222 CC,126.3,150305.0
VH-008581,MH-44-2682,Nissan Scorpio,2001,83798.0,Petrol,Dealer,Manual,Second Owner,16.8 kmpl,2366 CC,,30000.0
VH-019605,MH-08-5335,Volkswagen Innova,2001,64812.0,Petrol,Dealer,Manual,First Owner,16.7 kmpl,903 CC,186.0,54265.0
VH-019347,MH-22-3847,Maruti Innova,2008,31913.0,Diesel,Dealer,Manual,Third Owner,11.0 kmpl,2524 CC,189.0,464860.0
VH-008250,MH-37-2445,Renault Swift,2010,21970.0,Petrol,Individual,Manual,Second Owner,21.3 kmpl,3057 CC,129.0,175503.0
VH-001257,MH-06-6705,Toyota Nexon,2006,25710.0,Petrol,Individual,Manual,First Owner,22.5 kmpl,1877 CC,93.2,119214.0
VH-006680,MH-24-5481,Maruti Sunny,2009,19510.0,Electric,Individual,Manual,Third Owner,23.7 kmpl,3241 CC,105.9,435660.0
VH-008930,MH-41-5136,Tata City,2015,21405.0,Petrol,Dealer,Automatic,,18.7 kmpl,859 CC,83.9,557431.0
VH-011961,MH-44-3317,Mahindra Sunny,2007,121793.0,Petrol,Individual,Manual,First Owner,14.9 kmpl,997 CC,145.8,112091.0
VH-011155,MH-22-5569,Mahindra i20,2014,69901.0,Electric,Dealer,Manual,Second Owner,22.5 kmpl,3472 CC,175.8,683322.0
VH-010496,MH-13-3562,Hyundai Scorpio,2003,50291.0,Petrol,Dealer,Automatic,First Owner,16.1 kmpl,3424 CC,237.4,304764.0
VH-002822,MH-37-4957,Tata Polo,2000,24785.0,Diesel,Individual,Manual,First Owner,14.2 kmpl,1012 CC,73.9,66597.0
VH-013206,MH-10-8567,Tata Sunny,2019,79696.0,CNG,Dealer,Automatic,Third Owner,23.7 kmpl,1519 CC,131.0,719828.0
VH-001973,MH-22-9005,Nissan Nexon,2012,38003.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.3 kmpl,3259 CC,89.2,343073.0
VH-019953,MH-31-5025,Maruti City,2003,142052.0,Diesel,Individual,Manual,First Owner,8.0 kmpl,3304 CC,246.9,422927.0
VH-000267,MH-11-4629,Maruti EcoSport,2002,105337.0,Petrol,Dealer,Manual,First Owner,13.5 kmpl,1570 CC,226.7,30231.0
VH-011227,MH-17-5468,Ford Sunny,2007,28395.0,Diesel,Individual,Manual,Third Owner,14.0 kmpl,1750 CC,40.2,198490.0
VH-015919,MH-13-9453,Volkswagen City,2011,17977.0,Petrol,Dealer,Manual,First Owner,17.5 kmpl,2531 CC,95.6,251002.0
VH-002770,MH-02-3501,Hyundai City,2018,28351.0,CNG,Individual,Manual,First Owner,9.8 kmpl,2073 CC,220.9,689927.0
VH-002329,MH-21-5750,Hyundai Nexon,2013,69683.0,Diesel,Individual,Manual,Third Owner,19.2 kmpl,1565 CC,70.3,393971.0
VH-013732,MH-35-1112,Honda i20,2023,68275.0,Petrol,Individual,Automatic,First Owner,19.2 kmpl,2159 CC,125.9,826229.0
VH-013532,MH-14-2487,Mahindra Sunny,2016,45793.0,Petrol,Individual,Manual,First Owner,19.1 kmpl,2060 CC,136.5,594001.0
VH-015259,MH-26-6952,Tata Kwid,2007,18703.0,Petrol,Dealer,Manual,Third Owner,22.5 kmpl,1636 CC,235.7,290256.0
VH-007991,MH-06-3500,Maruti EcoSport,2013,129673.0,Diesel,Individual,Manual,First Owner,15.1 kmpl,1807 CC,217.5,538446.0
VH-016520,MH-19-4359,Toyota Scorpio,2015,35347.0,Petrol,Dealer,Manual,First Owner,13.6 kmpl,2779 CC,40.0,385234.0
VH-016092,MH-47-5869,Maruti Polo,2001,65220.0,CNG,Individual,Manual,First Owner,22.1 kmpl,2458 CC,217.1,177029.0
VH-000318,MH-22-7358,Tata City,2015,68643.0,Petrol,Dealer,Manual,First Owner,14.6 kmpl,2825 CC,158.7,451525.0
VH-001536,MH-29-5553,Maruti Nexon,2003,39035.0,CNG,Dealer,Manual,First Owner,9.5 kmpl,2576 CC,,80401.0
VH-001471,MH-47-7111,Hyundai Polo,2005,42741.0,Diesel,Trustmark Dealer,Automatic,First Owner,24.6 kmpl,2830 CC,169.8,371574.0
VH-015103,MH-39-3635,Volkswagen EcoSport,2002,83094.0,Diesel,Individual,Automatic,First Owner,9.4 kmpl,2323 CC,155.2,172109.0
VH-001369,MH-46-8452,Ford Swift,2009,28053.0,Diesel,Trustmark Dealer,Manual,,13.3 kmpl,2783 CC,129.2,413025.0
VH-000740,MH-04-9976,Mahindra Swift,2011,40627.0,Petrol,Individual,Manual,Second Owner,9.3 kmpl,2033 CC,128.8,397739.0
VH-009620,MH-02-4593,Renault Swift,2012,128843.0,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1540 CC,42.1,235311.0
VH-001188,MH-06-9386,Honda Kwid,2016,97776.0,Diesel,Dealer,Manual,First Owner,10.8 kmpl,3406 CC,42.0,433445.0
VH-011167,MH-01-9409,Maruti Sunny,2005,38188.0,Diesel,Individual,Manual,Second Owner,13.5 kmpl,948 CC,,249145.0
VH-018358,MH-07-2140,Toyota EcoSport,2016,19210.0,Diesel,Individual,Manual,First Owner,16.1 kmpl,2426 CC,175.7,508804.0
VH-010327,MH-29-7761,Hyundai Swift,2020,,Petrol,Individual,Manual,First Owner,23.9 kmpl,3300 CC,238.7,759664.0
VH-018265,MH-12-2533,Renault City,2017,39710.0,Petrol,Dealer,Manual,First Owner,19.8 kmpl,2802 CC,40.2,407493.0
VH-007383,MH-16-6903,Nissan Scorpio,2012,54849.0,Petrol,Dealer,Automatic,First Owner,11.2 kmpl,3176 CC,72.3,314232.0
VH-003487,MH-06-5714,Toyota City,2018,24388.0,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2386 CC,184.8,799822.0
VH-006044,MH-06-4710,Hyundai Innova,2016,76948.0,Petrol,Individual,Manual,Second Owner,12.4 kmpl,2873 CC,47.1,330253.0
VH-009853,MH-11-5372,Maruti Kwid,2017,26959.0,CNG,Dealer,Automatic,First Owner,13.8 kmpl,2084 CC,77.3,587414.0
VH-011844,MH-07-7949,Hyundai Nexon,2018,161850.0,Diesel,Individual,Automatic,First Owner,11.2 kmpl,1611 CC,40.7,546125.0
VH-001233,MH-40-7036,Nissan i20,2002,216297.0,Petrol,Individual,Manual,First Owner,14.9 kmpl,2056 CC,164.6,30000.0
VH-010144,MH-18-6389,Renault Scorpio,2008,58105.0,Petrol,Individual,Manual,First Owner,13.7 kmpl,2942 CC,116.1,166500.0
VH-019536,MH-49-3028,Tata Innova,2015,27369.0,Diesel,Individual,Manual,First Owner,15.9 kmpl,1738 CC,65.6,413623.0
VH-009398,MH-20-5462,Honda Polo,2009,22499.0,Diesel,Individual,Manual,Second Owner,23.9 kmpl,3210 CC,181.6,412209.0
VH-015221,MH-34-8866,Tata Sunny,2011,183222.0,Diesel,Individual,Automatic,First Owner,23.7 kmpl,1323 CC,237.4,512930.0
VH-009236,MH-46-4036,Honda Scorpio,2020,77328.0,Diesel,Individual,Automatic,First Owner,19.6 kmpl,2893 CC,67.4,686942.0
VH-011015,MH-11-9192,Ford City,2023,77864.0,Petrol,Individual,Automatic,First Owner,19.6 kmpl,1069 CC,189.3,917380.0
VH-012437,MH-34-6609,Tata Innova,2013,43973.0,Petrol,Dealer,Manual,Second Owner,9.1 kmpl,3469 CC,66.1,356535.0
VH-001291,MH-28-7612,Tata Kwid,2020,152028.0,Petrol,Individual,Manual,First Owner,14.3 kmpl,2817 CC,228.0,702530.0
VH-010493,MH-26-2593,Maruti Kwid,2011,39038.0,Electric,Individual,Manual,Third Owner,10.1 kmpl,858 CC,144.9,541957.0
VH-017196,MH-36-9746,Renault Polo,2007,170269.0,Diesel,Individual,Manual,Third Owner,17.0 kmpl,2416 CC,208.0,311802.0
VH-010715,MH-08-8514,Toyota Swift,2019,104108.0,Diesel,Individual,Manual,First Owner,23.8 kmpl,2103 CC,98.8,644108.0
VH-007862,MH-30-6130,Nissan Innova,2013,63613.0,Petrol,Dealer,Automatic,First Owner,21.1 kmpl,2786 CC,200.2,514876.0
VH-015412,MH-40-2167,Nissan Nexon,2007,45230.0,Petrol,Individual,Automatic,Second Owner,13.5 kmpl,1697 CC,146.9,242214.0
VH-012106,MH-48-5027,Renault Swift,2019,62351.0,Diesel,Individual,Manual,First Owner,8.8 kmpl,2978 CC,240.0,759558.0
VH-000562,MH-46-9140,Nissan EcoSport,2000,19676.0,Petrol,Individual,Manual,Second Owner,22.0 kmpl,1663 CC,47.0,30000.0
VH-001031,MH-11-8174,Nissan i20,2016,32268.0,Petrol,Individual,Automatic,First Owner,14.4 kmpl,3297 CC,164.7,572403.0
VH-005765,MH-12-2860,Renault Polo,2001,107285.0,Petrol,Individual,Manual,First Owner,23.7 kmpl,2796 CC,179.0,65625.0
VH-017795,MH-28-7205,Hyundai Innova,2001,17507.0,Petrol,Dealer,Manual,Second Owner,23.9 kmpl,2334 CC,148.9,78488.0
VH-013037,MH-12-3866,Tata Innova,2019,148251.0,Petrol,Dealer,Manual,First Owner,23.8 kmpl,1670 CC,41.2,459604.0
VH-019187,MH-15-5806,Toyota Polo,2006,34828.0,Petrol,Dealer,Manual,First Owner,13.7 kmpl,2744 CC,211.8,383244.0
VH-007058,MH-18-4035,Honda Nexon,2002,111875.0,Diesel,Individual,Manual,,17.0 kmpl,1091 CC,60.5,30000.0
VH-004377,MH-25-9941,Renault City,2020,99839.0,Petrol,Dealer,Automatic,Second Owner,12.8 kmpl,2514 CC,239.9,856063.0
VH-009938,MH-41-5998,Honda Polo,2014,45730.0,Diesel,Dealer,Automatic,First Owner,21.0 kmpl,818 CC,183.1,661832.0
VH-012389,MH-34-5523,Tata Scorpio,2001,22960.0,Petrol,Dealer,Manual,First Owner,17.8 kmpl,2481 CC,241.6,139397.0
VH-006976,MH-02-7535,Maruti Scorpio,2022,65149.0,Diesel,Dealer,Manual,First Owner,18.0 kmpl,1449 CC,164.5,867351.0
VH-017504,MH-44-1856,Hyundai Innova,2023,105441.0,Petrol,Individual,Automatic,Second Owner,22.4 kmpl,2977 CC,,918344.0
VH-018961,MH-11-2043,Volkswagen i20,2013,25269.0,Petrol,Individual,Manual,First Owner,24.2 kmpl,1395 CC,230.4,574417.0
VH-013079,MH-20-3246,Hyundai EcoSport,2023,130454.0,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2621 CC,46.0,576776.0
VH-005712,MH-49-5887,Volkswagen Kwid,2019,249560.0,Diesel,Dealer,Manual,First Owner,18.5 kmpl,1155 CC,118.0,559360.0
VH-007640,MH-17-2517,Volkswagen Innova,2017,10552.0,CNG,Individual,Manual,First Owner,9.3 kmpl,2585 CC,158.0,628096.0
VH-001249,MH-07-3974,Maruti Swift,2001,76056.0,Diesel,Individual,Manual,First Owner,21.7 kmpl,2144 CC,41.8,30000.0
VH-017010,MH-36-9654,Maruti Nexon,2008,38778.0,Diesel,Dealer,Automatic,First Owner,23.8 kmpl,2701 CC,69.9,253972.0
VH-018971,MH-09-5535,Tata i20,2010,105292.0,Diesel,Dealer,Automatic,First Owner,10.4 kmpl,2666 CC,108.3,407381.0
VH-002218,MH-08-7415,Tata Kwid,2007,73863.0,Petrol,Individual,Automatic,First Owner,24.3 kmpl,2548 CC,192.0,297267.0
VH-012215,MH-06-4009,Ford Scorpio,2015,14111.0,Diesel,Individual,Manual,Second Owner,13.9 kmpl,1084 CC,215.1,656889.0
VH-018204,MH-16-6553,Volkswagen i20,2021,25264.0,Diesel,Individual,Manual,First Owner,21.9 kmpl,2850 CC,181.5,780029.0
VH-016598,MH-22-6883,Volkswagen Sunny,2010,34111.0,Diesel,Individual,Manual,First Owner,24.0 kmpl,2894 CC,70.3,379501.0
VH-017089,MH-47-5296,Mahindra Scorpio,2004,108280.0,Petrol,Dealer,Automatic,Second Owner,11.6 kmpl,1622 CC,115.1,191248.0
VH-017042,MH-02-5499,Toyota City,2006,38532.0,CNG,Individual,Automatic,Second Owner,14.6 kmpl,1731 CC,157.0,225706.0
VH-015737,MH-33-2054,Toyota Polo,2012,96770.0,Diesel,Individual,Manual,Second Owner,14.8 kmpl,3136 CC,198.7,534854.0
VH-016869,MH-11-3625,Toyota Kwid,2017,66463.0,Petrol,Dealer,Manual,First Owner,17.3 kmpl,2831 CC,158.1,492663.0
VH-009857,MH-05-3781,Tata City,2001,65981.0,Petrol,Individual,Manual,First Owner,24.7 kmpl,1663 CC,40.3,30000.0
VH-006334,MH-23-7705,Ford Nexon,2005,75358.0,Diesel,Individual,Manual,First Owner,22.2 kmpl,1819 CC,47.9,34368.0
VH-004549,MH-32-9481,Mahindra Innova,2003,65122.0,Diesel,Individual,Automatic,Third Owner,16.5 kmpl,1808 CC,129.7,131636.0
VH-013164,MH-01-4445,Toyota Innova,2007,12123.0,Petrol,Individual,Automatic,Third Owner,11.0 kmpl,2695 CC,,176826.0
VH-007044,MH-47-6182,Toyota EcoSport,2001,34794.0,Diesel,Individual,Manual,First Owner,16.7 kmpl,1504 CC,127.6,30000.0
VH-011423,MH-34-8563,Toyota Innova,2009,93714.0,Petrol,Individual,Automatic,First Owner,20.8 kmpl,1842 CC,198.5,409607.0
VH-012098,MH-43-8820,Toyota City,2001,37603.0,Diesel,Dealer,Automatic,First Owner,17.1 kmpl,1091 CC,154.4,118013.0
VH-002354,MH-49-1980,Honda EcoSport,2007,61693.0,Petrol,Individual,Manual,First Owner,19.1 kmpl,2992 CC,107.1,147448.0
VH-010311,MH-32-3607,Toyota EcoSport,2009,99267.0,Petrol,Individual,Manual,First Owner,9.5 kmpl,3438 CC,142.0,283344.0
VH-012549,MH-16-8631,Nissan EcoSport,2008,66935.0,Petrol,Dealer,Manual,Second Owner,18.8 kmpl,1151 CC,161.3,233604.0
VH-016666,MH-12-9484,Ford Nexon,2021,42360.0,Petrol,Individual,Automatic,First Owner,13.7 kmpl,2052 CC,88.8,675334.0
VH-005327,MH-15-3276,Nissan i20,2012,31017.0,Petrol,Dealer,Automatic,Third Owner,24.0 kmpl,1398 CC,178.1,512936.0
VH-001434,MH-31-4043,Ford Nexon,2022,20117.0,Petrol,Individual,Automatic,First Owner,21.7 kmpl,1149 CC,214.5,854823.0
VH-000264,MH-14-2807,Toyota Polo,2021,179329.0,Petrol,Dealer,Automatic,First Owner,23.8 kmpl,3364 CC,117.4,612013.0
VH-008324,MH-04-6361,Maruti Swift,2019,,Petrol,Individual,Automatic,First Owner,17.9 kmpl,1127 CC,122.1,653120.0
VH-018366,MH-37-9450,Tata Polo,2011,75481.0,Diesel,Individual,Manual,First Owner,8.7 kmpl,1605 CC,67.1,265768.0
VH-014668,MH-29-9277,Honda Kwid,2004,28288.0,Petrol,Individual,Manual,First Owner,9.2 kmpl,2667 CC,134.7,142824.0
VH-017163,MH-45-4021,Mahindra Sunny,2023,62939.0,CNG,Individual,Automatic,Second Owner,15.5 kmpl,1506 CC,178.4,839601.0
VH-017845,MH-30-3045,Mahindra Nexon,2013,47073.0,Diesel,Individual,Automatic,First Owner,14.5 kmpl,3269 CC,102.3,546243.0
VH-013510,MH-33-8975,Honda Swift,2003,54974.0,Petrol,Individual,Manual,,8.4 kmpl,2620 CC,144.4,31423.0
VH-006347,MH-05-9239,Nissan City,2015,39158.0,CNG,Dealer,Manual,Second Owner,20.6 kmpl,2640 CC,159.4,497838.0
VH-008584,MH-34-3109,Honda i20,2011,61238.0,Diesel,Individual,Manual,First Owner,8.9 kmpl,2055 CC,96.2,393695.0
VH-003378,MH-48-6211,Tata City,2012,38414.0,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1096 CC,239.2,500152.0
VH-014339,MH-38-7918,Mahindra Scorpio,2017,28260.0,Petrol,Individual,Manual,Second Owner,21.9 kmpl,2173 CC,48.1,432028.0
VH-016631,MH-32-5694,Renault Swift,2010,72711.0,Diesel,Dealer,Manual,First Owner,12.9 kmpl,1324 CC,189.6,518325.0
VH-008620,MH-32-4865,Maruti i20,2009,43233.0,Petrol,Dealer,Automatic,First Owner,24.0 kmpl,1296 CC,187.6,438083.0
VH-001437,MH-46-4344,Volkswagen Nexon,2012,100473.0,Diesel,Individual,Manual,First Owner,17.3 kmpl,913 CC,141.2,338925.0
VH-015834,MH-12-7024,Volkswagen Kwid,2000,33010.0,Petrol,Dealer,Automatic,Second Owner,18.5 kmpl,2079 CC,98.4,30000.0
VH-007960,MH-14-3486,Ford Swift,2006,20962.0,Diesel,Individual,Manual,First Owner,21.9 kmpl,3376 CC,73.1,181395.0
VH-019721,MH-21-6333,Renault Scorpio,2011,90174.0,Diesel,Individual,Manual,Second Owner,23.4 kmpl,3049 CC,44.2,224895.0
VH-004692,MH-13-2589,Mahindra Kwid,2012,126426.0,Petrol,Individual,Manual,First Owner,8.7 kmpl,949 CC,209.4,378580.0
VH-007441,MH-27-2345,Mahindra Swift,2012,101613.0,Diesel,Individual,Manual,First Owner,10.1 kmpl,2034 CC,94.0,376605.0
VH-006255,MH-25-2212,Tata Polo,2021,65152.0,Diesel,Dealer,Automatic,Second Owner,13.1 kmpl,1667 CC,77.3,739656.0
VH-018830,MH-11-6773,Tata City,2007,13797.0,Diesel,Dealer,Manual,First Owner,21.6 kmpl,1687 CC,,226378.0
VH-008594,MH-46-4582,Ford EcoSport,2015,44715.0,Petrol,Dealer,Manual,Second Owner,8.7 kmpl,1705 CC,230.2,645731.0
VH-018535,MH-35-1374,Nissan Scorpio,2000,50287.0,Diesel,Dealer,Manual,First Owner,16.3 kmpl,1307 CC,193.0,139591.0
VH-010008,MH-41-5993,Ford Swift,2010,114588.0,Petrol,Individual,Manual,First Owner,17.3 kmpl,1529 CC,179.8,334873.0
VH-000065,MH-42-8872,Maruti Kwid,2023,28719.0,Diesel,Dealer,Manual,First Owner,16.3 kmpl,2136 CC,126.5,818465.0
VH-015418,MH-05-5561,Honda Innova,2020,86905.0,Petrol,Individual,Automatic,Third Owner,23.4 kmpl,2858 CC,73.8,545172.0
VH-016453,MH-16-7268,Nissan Swift,2003,58821.0,Diesel,Dealer,Automatic,First Owner,12.3 kmpl,2840 CC,223.0,283242.0
VH-018221,MH-35-6342,Mahindra Scorpio,2007,153125.0,CNG,Dealer,Manual,First Owner,16.2 kmpl,3401 CC,161.1,176565.0
VH-006185,MH-27-9005,Tata i20,2020,195919.0,Diesel,Individual,Manual,First Owner,15.0 kmpl,2491 CC,226.7,734433.0
VH-015132,MH-31-2179,Maruti Innova,2014,51473.0,Petrol,Individual,Manual,First Owner,22.9 kmpl,3096 CC,67.7,339849.0
VH-002865,MH-49-7822,Mahindra Scorpio,2005,98838.0,Petrol,Dealer,Manual,First Owner,24.3 kmpl,2256 CC,161.3,133484.0
VH-015498,MH-24-1813,Tata City,2017,32623.0,Diesel,Dealer,Manual,First Owner,20.4 kmpl,992 CC,64.0,519115.0
VH-011251,MH-02-9063,Maruti Nexon,2018,81243.0,Diesel,Dealer,Manual,,12.1 kmpl,2454 CC,131.7,693766.0
VH-005113,MH-05-9989,Ford Innova,2001,44426.0,Diesel,Dealer,Manual,First Owner,15.7 kmpl,1369 CC,139.9,51102.0
VH-004408,MH-20-2876,Tata Kwid,2003,,Petrol,Individual,Manual,First Owner,18.7 kmpl,3495 CC,204.8,79280.0
VH-006025,MH-37-3213,Maruti Nexon,2003,84583.0,Petrol,Dealer,Manual,Second Owner,18.9 kmpl,2307 CC,120.0,30000.0
VH-014647,MH-01-3349,Maruti Nexon,2022,283055.0,Petrol,Individual,Manual,Second Owner,21.1 kmpl,2280 CC,131.9,560537.0
VH-006890,MH-45-5564,Tata Polo,2006,135371.0,Diesel,Individual,Automatic,Second Owner,17.5 kmpl,1477 CC,201.1,390786.0
VH-007512,MH-04-9440,Honda EcoSport,2006,23442.0,Diesel,Individual,Automatic,Third Owner,20.2 kmpl,3384 CC,42.1,220596.0
VH-001421,MH-36-6874,Honda City,2008,62057.0,Diesel,Trustmark Dealer,Automatic,First Owner,11.5 kmpl,1422 CC,177.7,444463.0
VH-012585,MH-47-1722,Renault Swift,2003,123289.0,Petrol,Dealer,Manual,Second Owner,24.1 kmpl,1739 CC,98.8,30000.0
VH-019571,MH-27-7947,Toyota Kwid,2018,39549.0,Petrol,Individual,Automatic,First Owner,23.2 kmpl,1452 CC,,672185.0
VH-018248,MH-09-6205,Honda Swift,2005,36425.0,Diesel,Dealer,Automatic,First Owner,11.4 kmpl,1577 CC,190.6,424230.0
VH-008000,MH-12-8653,Volkswagen EcoSport,2019,119190.0,Diesel,Dealer,Automatic,First Owner,21.0 kmpl,3124 CC,125.0,804858.0
VH-007102,MH-41-3987,Ford Nexon,2016,,Diesel,Trustmark Dealer,Manual,Second Owner,14.6 kmpl,3212 CC,157.6,597223.0
VH-004349,MH-36-1819,Mahindra Scorpio,2002,37380.0,Petrol,Dealer,Manual,First Owner,24.0 kmpl,3150 CC,,189109.0
VH-001660,MH-35-7192,Maruti i20,2018,107857.0,Diesel,Dealer,Manual,First Owner,16.6 kmpl,3497 CC,64.0,513537.0
VH-000073,MH-19-5414,Toyota Scorpio,2015,149134.0,Petrol,Individual,Manual,Second Owner,15.2 kmpl,1310 CC,182.7,444382.0
VH-001843,MH-14-8251,Tata City,2020,57221.0,Petrol,Dealer,Manual,First Owner,8.7 kmpl,3470 CC,143.1,718911.0
VH-000770,MH-06-3865,Volkswagen Scorpio,2014,76533.0,Electric,Individual,Manual,First Owner,13.3 kmpl,2724 CC,203.0,739948.0
VH-017126,MH-05-7943,Mahindra Innova,2010,41147.0,Diesel,Individual,Manual,First Owner,14.9 kmpl,3284 CC,222.2,424332.0
VH-001285,MH-09-8927,Ford i20,2022,74091.0,Diesel,Dealer,Manual,Third Owner,11.7 kmpl,2676 CC,106.9,709615.0
VH-013498,MH-22-1614,Hyundai Swift,2012,90643.0,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,2551 CC,81.2,376227.0
VH-010193,MH-16-7837,Tata Nexon,2003,35234.0,Petrol,Individual,Manual,First Owner,23.9 kmpl,1756 CC,118.5,121438.0
VH-001941,MH-20-4400,Volkswagen City,2012,82413.0,Petrol,Individual,Manual,First Owner,8.7 kmpl,1645 CC,69.7,282888.0
VH-019110,MH-10-5015,Hyundai Sunny,2007,28527.0,Diesel,Trustmark Dealer,Manual,Second Owner,8.4 kmpl,2589 CC,212.9,363346.0
VH-016829,MH-37-5479,Renault EcoSport,2008,109917.0,Petrol,Individual,Manual,,11.0 kmpl,3045 CC,209.9,253009.0
VH-010256,MH-30-8212,Toyota EcoSport,2005,33006.0,Diesel,Individual,Automatic,First Owner,12.2 kmpl,1300 CC,43.1,234646.0
VH-008265,MH-28-1764,Toyota EcoSport,2012,126858.0,Petrol,Dealer,Manual,First Owner,15.0 kmpl,2772 CC,170.2,352690.0
VH-003397,MH-26-7009,Maruti i20,2007,,Diesel,Individual,Manual,First Owner,15.8 kmpl,2126 CC,82.8,212541.0
VH-010664,MH-26-2233,Nissan City,2020,90058.0,Petrol,Individual,Manual,First Owner,12.9 kmpl,2669 CC,202.9,722472.0
VH-005064,MH-31-2061,Tata Kwid,2022,123515.0,Petrol,Dealer,Manual,Second Owner,18.1 kmpl,1878 CC,122.1,663831.0
VH-019806,MH-32-5127,Hyundai Nexon,2021,58198.0,Diesel,Individual,Automatic,First Owner,10.8 kmpl,2278 CC,128.5,839220.0
VH-004027,MH-36-2186,Volkswagen Scorpio,2017,34569.0,Diesel,Dealer,Automatic,First Owner,18.6 kmpl,1460 CC,133.6,699503.0
VH-017740,MH-36-8906,Maruti Scorpio,2008,95366.0,Petrol,Dealer,Manual,Second Owner,11.5 kmpl,1659 CC,75.1,95684.0
VH-017131,MH-42-5933,Mahindra Nexon,2005,122991.0,Diesel,Individual,Automatic,Second Owner,22.6 kmpl,2865 CC,151.4,257427.0
VH-010961,MH-25-2536,Nissan Polo,2002,44174.0,Electric,Trustmark Dealer,Manual,Second Owner,15.7 kmpl,1547 CC,59.6,31347.0
VH-005897,MH-28-2919,Mahindra Swift,2006,,Petrol,Individual,Automatic,First Owner,18.3 kmpl,956 CC,227.8,261067.0
VH-015174,MH-17-1051,Ford City,2014,120479.0,Diesel,Individual,Manual,Second Owner,19.5 kmpl,3171 CC,133.2,447480.0
VH-003963,MH-40-7322,Mahindra Scorpio,2006,33265.0,Diesel,Dealer,Manual,First Owner,10.6 kmpl,2045 CC,228.7,390302.0
VH-003937,MH-01-5317,Volkswagen Polo,2019,82016.0,Diesel,Dealer,Manual,First Owner,15.9 kmpl,2728 CC,97.6,606182.0
VH-010527,MH-45-8595,Honda Polo,2003,67773.0,Petrol,Dealer,Automatic,First Owner,12.6 kmpl,2553 CC,,67274.0
VH-010092,MH-39-3110,Toyota EcoSport,2015,176825.0,Petrol,Dealer,Manual,First Owner,11.4 kmpl,1709 CC,190.1,540886.0
VH-001110,MH-29-1038,Honda Polo,2023,17436.0,Diesel,Individual,Manual,Third Owner,10.4 kmpl,3146 CC,143.7,765593.0
