flight_id,booking_reference,departure_date,airline,source_city,destination_city,travel_class,duration_minutes,days_left,stops,departure_time_slot,price
FL-010134,PNR-310506,2023-10-21,Avianca,Mexico City,Lima,Premium Economy,341.0,,1,Mañana,418.49
FL-016551,PNR-789469,2023-06-08,Iberia,Madrid,Mexico City,Economy,183.0,25.0,0,Noche,121.51
FL-016667,PNR-598421,2025-01-12,American Airlines,Bogota,Sao Paulo,Economy,341.0,0.0,0,Mañana,309.33
FL-015632,PNR-454025,2024-12-28,JetSmart,Mexico City,Miami,Economy,241.0,40.0,1,Mañana,95.74
FL-018901,PNR-934833,2025-07-03,Avianca,Madrid,Bogota,Business,46.0,7.0,1,Tarde,700.35
FL-002292,PNR-206547,2024-03-08,Avianca,Buenos Aires,Miami,Economy,294.0,13.0,1,Tarde,257.33
FL-016935,PNR-525903,2025-04-11,Avianca,Madrid,Lima,Economy,243.0,14.0,1,Mañana,272.41
FL-002550,PNR-566962,2024-03-16,American Airlines,Bogota,Santiago,Premium Economy,45.0,14.0,0,Mañana,328.26
FL-012391,PNR-837168,2024-12-30,Sky Airline,Sao Paulo,Bogota,Economy,193.0,7.0,1,Madrugada,168.37
FL-016999,PNR-948006,2025-11-08,American Airlines,Miami,Lima,Economy,89.0,11.0,0,Madrugada,123.52
FL-017129,PNR-522944,2024-03-23,LATAM,Lima,Buenos Aires,Economy,381.0,10.0,0,Mañana,209.55
FL-001664,PNR-798928,2024-12-23,Copa Airlines,Santiago,Bogota,Premium Economy,45.0,19.0,1,Tarde,258.12
FL-019060,PNR-139253,2023-09-07,Iberia,Buenos Aires,Madrid,Economy,85.0,18.0,1,Mañana,128.0
FL-007052,PNR-426999,2023-12-20,Copa Airlines,Lima,Bogota,Economy,161.0,3.0,1,Madrugada,214.92
FL-009464,PNR-526319,2024-06-20,Avianca,Miami,Santiago,Business,325.0,12.0,0,Madrugada,752.83
FL-013464,PNR-960878,2024-05-31,Copa Airlines,Lima,Bogota,Economy,304.0,6.0,1,Madrugada,277.7
FL-018124,PNR-600534,2024-10-13,Avianca,Sao Paulo,Santiago,Economy,298.0,2.0,2,Noche,309.53
FL-013312,PNR-357630,2025-04-28,Copa Airlines,Madrid,Sao Paulo,Premium Economy,291.0,1.0,1,Mañana,510.85
FL-011634,PNR-803178,2024-09-30,American Airlines,Mexico City,Buenos Aires,Economy,299.0,12.0,1,Noche Tardia,299.68
FL-014670,PNR-125046,2024-11-13,Sky Airline,Santiago,Miami,Premium Economy,210.0,23.0,0,Mañana,302.88
FL-011610,PNR-126963,2024-11-26,JetSmart,Mexico City,Madrid,Premium Economy,282.0,24.0,2,Noche Tardia,268.19
FL-008763,PNR-287957,2023-12-16,American Airlines,Lima,Santiago,Economy,,7.0,0,Tarde,282.65
FL-019295,PNR-804735,2024-02-24,Avianca,Santiago,Bogota,Economy,205.0,11.0,2,Noche,204.32
FL-004719,PNR-970557,2024-07-11,LATAM,Miami,Bogota,Business,212.0,19.0,1,Noche Tardia,654.3
FL-006339,PNR-127119,2025-04-14,Avianca,Sao Paulo,Bogota,Economy,555.0,39.0,0,Noche Tardia,301.1
FL-013009,PNR-974471,2024-06-04,LATAM,Madrid,Lima,Economy,240.0,4.0,1,Mañana,303.39
FL-018107,PNR-483453,2023-10-19,JetSmart,Sao Paulo,Madrid,Economy,504.0,3.0,0,Noche,261.48
FL-008255,PNR-487263,2025-06-19,Avianca,Madrid,Buenos Aires,Economy,,2.0,0,Noche,136.51
FL-015292,PNR-899567,2023-12-12,Copa Airlines,Buenos Aires,Mexico City,Economy,274.0,3.0,0,Madrugada,188.4
FL-014976,PNR-294294,2023-06-23,American Airlines,Miami,Lima,Economy,285.0,1.0,1,Mañana,360.01
FL-015979,PNR-769997,2024-05-16,American Airlines,Mexico City,Miami,Economy,188.0,9.0,1,Mañana,324.79
FL-009512,PNR-805746,2024-05-10,Iberia,Bogota,Madrid,Economy,519.0,21.0,1,Noche,428.78
FL-014622,PNR-525037,2025-09-22,Sky Airline,Mexico City,Santiago,Business,310.0,69.0,1,Noche Tardia,604.12
FL-016852,PNR-978888,2024-11-01,LATAM,Santiago,Madrid,Economy,169.0,9.0,1,Tarde,178.14
FL-013030,PNR-701964,2024-09-06,Avianca,Buenos Aires,Bogota,Economy,146.0,19.0,1,Madrugada,147.51
FL-004766,PNR-547646,2025-06-11,LATAM,Sao Paulo,Santiago,Economy,301.0,5.0,0,Mañana,279.26
FL-010374,PNR-777397,2025-09-05,LATAM,Miami,Bogota,Premium Economy,454.0,11.0,1,Mañana,554.44
FL-001930,PNR-355069,2025-08-10,Avianca,Buenos Aires,Miami,Economy,79.0,10.0,2,Noche,183.34
FL-015298,PNR-544011,2024-01-19,LATAM,Santiago,Bogota,Economy,233.0,17.0,1,Madrugada,243.33
FL-010698,PNR-147552,2024-07-11,Sky Airline,Santiago,Madrid,Economy,275.0,3.0,1,Mañana,253.17
FL-011901,PNR-497233,2025-04-03,LATAM,Sao Paulo,Madrid,Business,320.0,27.0,0,Noche Tardia,699.02
FL-009214,PNR-399354,2025-05-15,Avianca,Mexico City,Bogota,Economy,201.0,17.0,0,Madrugada,188.96
FL-010525,PNR-622834,2024-03-22,Iberia,Santiago,Madrid,Economy,45.0,48.0,2,Madrugada,97.24
FL-019900,PNR-110168,2024-08-28,LATAM,Lima,Buenos Aires,Premium Economy,205.0,10.0,0,Mañana,398.72
FL-006257,PNR-594131,2025-06-02,American Airlines,Miami,Sao Paulo,Economy,200.0,2.0,0,Tarde,174.76
FL-015536,PNR-283205,2024-05-03,LATAM,Lima,Madrid,Economy,298.0,17.0,1,Madrugada,224.43
FL-002399,PNR-430265,2025-12-11,LATAM,Miami,Santiago,Economy,158.0,18.0,2,Noche Tardia,181.9
FL-006847,PNR-859443,2024-06-24,JetSmart,Mexico City,Buenos Aires,Premium Economy,65.0,,1,Noche Tardia,264.16
FL-001419,PNR-255087,2023-08-23,JetSmart,Lima,Madrid,Business,241.0,1.0,0,Noche Tardia,565.77
FL-005155,PNR-121034,2024-01-27,JetSmart,Buenos Aires,Madrid,Economy,58.0,45.0,1,Tarde,45.0
FL-015679,PNR-172894,2025-08-09,JetSmart,Mexico City,Madrid,Economy,231.0,40.0,1,Noche,99.57
FL-014224,PNR-333836,2023-07-21,Avianca,Bogota,Madrid,Economy,291.0,51.0,1,Tarde,119.35
FL-002315,PNR-455214,2025-10-18,American Airlines,Bogota,Mexico City,Economy,161.0,37.0,2,Noche Tardia,201.97
FL-017166,PNR-992568,2025-12-29,Sky Airline,Sao Paulo,Mexico City,Economy,45.0,20.0,1,Mañana,45.0
FL-000503,PNR-328301,2024-01-06,Iberia,Buenos Aires,Lima,Economy,45.0,1.0,1,Noche,162.45
FL-006614,PNR-901009,2025-10-15,LATAM,Buenos Aires,Mexico City,Premium Economy,290.0,19.0,1,Tarde,397.1
FL-018672,PNR-944900,2024-01-19,JetSmart,Lima,Sao Paulo,Premium Economy,45.0,15.0,1,Mañana,197.64
FL-003650,PNR-195833,2024-07-31,LATAM,Madrid,Lima,Economy,502.0,3.0,1,Tarde,325.65
FL-006330,PNR-403394,2023-09-01,LATAM,Lima,Santiago,Economy,305.0,62.0,1,Noche,775.01
FL-000837,PNR-380542,2025-07-06,Avianca,Bogota,Santiago,Economy,377.0,8.0,1,Mañana,261.85
FL-004495,PNR-771290,2023-11-28,American Airlines,Buenos Aires,Sao Paulo,Economy,271.0,4.0,0,Madrugada,272.83
FL-001475,PNR-891331,2023-11-20,Sky Airline,Miami,Madrid,Premium Economy,273.0,8.0,1,Noche,265.83
FL-010751,PNR-272285,2024-12-22,Copa Airlines,Buenos Aires,Sao Paulo,Economy,293.0,3.0,0,Tarde,259.18
FL-004239,PNR-700635,2025-07-23,Sky Airline,Santiago,Miami,Economy,102.0,6.0,0,Mañana,45.0
FL-016691,PNR-913409,2024-03-04,Sky Airline,Lima,Santiago,Economy,307.0,38.0,0,Tarde,45.0
FL-016730,PNR-954850,2024-12-20,JetSmart,Lima,Mexico City,Premium Economy,155.0,17.0,1,Mañana,257.8
FL-008075,PNR-467717,2025-12-13,Iberia,Madrid,Bogota,Economy,45.0,8.0,1,Noche Tardia,143.61
FL-018489,PNR-704667,2024-09-22,Iberia,Santiago,Buenos Aires,Economy,254.0,4.0,1,Madrugada,269.87
FL-013002,PNR-373310,2023-11-13,Copa Airlines,Bogota,Madrid,Business,251.0,2.0,1,Noche Tardia,782.1
FL-005384,PNR-708976,2024-06-21,Copa Airlines,Miami,Lima,Premium Economy,202.0,3.0,1,Tarde,371.48
FL-001020,PNR-676362,2024-05-29,Avianca,Santiago,Mexico City,Economy,429.0,7.0,1,Noche,371.69
FL-003621,PNR-998047,2023-09-14,JetSmart,Buenos Aires,Madrid,Economy,208.0,23.0,1,Noche,87.4
FL-007944,PNR-743548,2025-08-24,American Airlines,Madrid,Miami,Economy,45.0,14.0,0,Noche Tardia,141.89
FL-003141,PNR-534919,2025-10-15,Sky Airline,Bogota,Santiago,Economy,81.0,42.0,0,Noche Tardia,45.0
FL-007592,PNR-872994,2025-08-04,LATAM,Mexico City,Sao Paulo,Economy,291.0,29.0,2,Noche Tardia,371.34
FL-012609,PNR-652004,2025-03-10,American Airlines,Mexico City,Bogota,Economy,45.0,11.0,2,Noche Tardia,159.95
FL-009050,PNR-864615,2024-02-27,Sky Airline,Santiago,Miami,Economy,169.0,33.0,1,Madrugada,45.0
FL-011039,PNR-779922,2025-05-10,American Airlines,Santiago,Bogota,Economy,137.0,6.0,2,Madrugada,264.24
FL-012914,PNR-291965,2023-09-14,American Airlines,Mexico City,Bogota,Economy,248.0,26.0,2,Mañana,359.46
FL-010626,PNR-401354,2025-05-17,Avianca,Lima,Madrid,Economy,71.0,14.0,1,Noche,181.66
FL-016892,PNR-462820,2024-02-13,American Airlines,Madrid,Sao Paulo,Economy,246.0,5.0,1,Mañana,284.92
FL-013894,PNR-251314,2025-12-17,Avianca,Madrid,Lima,Economy,143.0,9.0,0,Madrugada,76.67
FL-001844,PNR-494812,2024-08-27,Avianca,Sao Paulo,Bogota,Economy,343.0,3.0,0,Tarde,229.43
FL-019022,PNR-727637,2025-08-19,Copa Airlines,Miami,Santiago,Economy,333.0,,0,Noche,247.85
FL-005986,PNR-997918,2025-06-11,American Airlines,Mexico City,Madrid,Business,476.0,16.0,1,Mañana,910.37
FL-003183,PNR-566508,2025-06-21,Avianca,Lima,Santiago,Economy,252.0,25.0,0,Mañana,135.23
FL-009336,PNR-251593,2025-03-15,LATAM,Mexico City,Miami,Business,396.0,11.0,1,Noche Tardia,765.88
FL-003555,PNR-265218,2025-05-02,Sky Airline,Santiago,Bogota,Economy,247.0,14.0,1,Tarde,124.74
FL-002090,PNR-948605,2025-02-15,LATAM,Sao Paulo,Lima,Economy,152.0,20.0,1,Noche Tardia,181.85
FL-015930,PNR-416738,2025-04-10,Sky Airline,Sao Paulo,Madrid,Business,257.0,7.0,0,Mañana,612.85
FL-013403,PNR-430616,2023-07-12,Iberia,Madrid,Buenos Aires,Business,181.0,7.0,0,Noche,748.85
FL-000842,PNR-551458,2024-04-21,Iberia,Buenos Aires,Sao Paulo,Business,329.0,2.0,0,Mañana,826.55
FL-006404,PNR-818403,2025-03-28,JetSmart,Miami,Lima,Economy,53.0,26.0,0,Mañana,45.0
FL-008166,PNR-517451,2024-11-20,American Airlines,Mexico City,Santiago,Economy,323.0,5.0,1,Madrugada,361.81
FL-016043,PNR-869853,2024-09-09,Sky Airline,Santiago,Lima,Economy,73.0,27.0,0,Noche,45.0
FL-017223,PNR-385322,2023-09-08,Copa Airlines,Santiago,Miami,Economy,207.0,10.0,0,Mañana,173.59
FL-014209,PNR-361395,2025-05-27,Avianca,Santiago,Madrid,Economy,152.0,28.0,1,Tarde,50.28
FL-006507,PNR-796850,2025-05-25,JetSmart,Buenos Aires,Sao Paulo,Business,239.0,30.0,0,Madrugada,647.45
FL-002614,PNR-599689,2025-01-30,Copa Airlines,Santiago,Bogota,Economy,399.0,6.0,1,Madrugada,277.08
FL-012762,PNR-421810,2023-09-12,Sky Airline,Santiago,Mexico City,Economy,180.0,4.0,1,Tarde,146.53
FL-004036,PNR-379949,2025-07-02,JetSmart,Sao Paulo,Bogota,Premium Economy,218.0,0.0,0,Tarde,250.17
FL-001312,PNR-588044,2024-03-31,Avianca,Buenos Aires,Madrid,Economy,224.0,3.0,0,Madrugada,238.64
FL-012464,PNR-824991,2025-10-13,Iberia,Mexico City,Madrid,Premium Economy,45.0,3.0,0,Tarde,372.35
FL-003452,PNR-543911,2023-06-04,Avianca,Madrid,Mexico City,Economy,154.0,13.0,2,Noche,227.8
FL-004132,PNR-969737,2024-04-14,American Airlines,Miami,Mexico City,Economy,121.0,20.0,1,Tarde,150.65
FL-010503,PNR-691182,2024-10-10,Copa Airlines,Santiago,Buenos Aires,Premium Economy,45.0,13.0,0,Noche Tardia,145.69
FL-000129,PNR-352689,2024-02-15,American Airlines,Madrid,Santiago,Economy,351.0,16.0,1,Madrugada,290.0
FL-010328,PNR-354316,2023-07-16,Copa Airlines,Santiago,Mexico City,Economy,376.0,4.0,0,Tarde,350.18
FL-001588,PNR-182913,2024-11-09,JetSmart,Bogota,Mexico City,Economy,306.0,,0,Tarde,120.72
FL-019716,PNR-538218,2025-07-19,JetSmart,Buenos Aires,Madrid,Economy,198.0,11.0,1,Tarde,74.11
FL-008566,PNR-165649,2025-06-13,Copa Airlines,Miami,Bogota,Economy,435.0,12.0,1,Tarde,338.92
FL-016562,PNR-475691,2024-10-04,Iberia,Miami,Santiago,Economy,222.0,39.0,1,Noche Tardia,175.54
FL-015526,PNR-841362,2024-09-28,Iberia,Santiago,Mexico City,Economy,374.0,16.0,1,Noche,270.76
FL-001437,PNR-353484,2024-02-24,JetSmart,Sao Paulo,Bogota,Economy,130.0,14.0,1,Noche,45.0
FL-011327,PNR-577469,2025-01-15,JetSmart,Bogota,Miami,Premium Economy,354.0,5.0,0,Mañana,314.77
FL-017873,PNR-634326,2023-09-02,Iberia,Miami,Santiago,Economy,245.0,,0,Noche Tardia,295.73
FL-005624,PNR-628229,2024-08-24,Iberia,Santiago,Mexico City,Economy,311.0,8.0,1,Noche,258.84
FL-004588,PNR-958429,2024-04-02,Copa Airlines,Bogota,Miami,Economy,282.0,5.0,0,Noche Tardia,285.74
FL-009713,PNR-165294,2024-03-02,Copa Airlines,Miami,Lima,Economy,211.0,34.0,1,Noche,190.41
FL-007294,PNR-634710,2025-07-06,American Airlines,Lima,Mexico City,Business,242.0,5.0,1,Mañana,768.45
FL-001741,PNR-717525,2023-11-04,JetSmart,Miami,Madrid,Economy,61.0,24.0,0,Tarde,45.0
FL-004539,PNR-906120,2025-10-14,LATAM,Miami,Madrid,Economy,449.0,18.0,0,Noche,356.11
FL-018977,PNR-492134,2025-12-28,Avianca,Mexico City,Madrid,Economy,190.0,32.0,1,Tarde,119.38
FL-003087,PNR-891771,2025-04-04,LATAM,Santiago,Sao Paulo,Economy,125.0,17.0,0,Mañana,140.7
FL-018547,PNR-406206,2024-05-19,Sky Airline,Lima,Santiago,Economy,322.0,37.0,0,Noche Tardia,124.32
FL-005825,PNR-458855,2025-09-20,Copa Airlines,Madrid,Bogota,Premium Economy,443.0,2.0,2,Mañana,575.63
FL-014367,PNR-909682,2023-11-19,Avianca,Buenos Aires,Bogota,Economy,185.0,27.0,0,Tarde,99.79
FL-007748,PNR-262150,2023-10-06,JetSmart,Miami,Bogota,Economy,382.0,6.0,0,Tarde,136.77
FL-017777,PNR-846156,2025-06-23,JetSmart,Madrid,Bogota,Economy,248.0,16.0,1,Madrugada,166.51
FL-004735,PNR-332568,2023-11-10,Iberia,Mexico City,Bogota,Economy,310.0,,2,Madrugada,339.24
FL-017361,PNR-377548,2024-05-08,JetSmart,Madrid,Bogota,Economy,273.0,30.0,1,Tarde,135.48
FL-004144,PNR-885752,2025-04-06,Copa Airlines,Sao Paulo,Buenos Aires,Premium Economy,202.0,8.0,1,Noche,352.74
FL-012952,PNR-848649,2024-05-02,Copa Airlines,Santiago,Sao Paulo,Economy,101.0,55.0,0,Noche Tardia,45.0
FL-003966,PNR-151474,2025-09-26,JetSmart,Bogota,Lima,Economy,82.0,23.0,2,Madrugada,61.08
FL-010288,PNR-889179,2024-12-25,American Airlines,Mexico City,Sao Paulo,Economy,392.0,17.0,0,Noche,350.24
FL-012929,PNR-454580,2023-12-27,Avianca,Miami,Bogota,Economy,371.0,66.0,0,Madrugada,134.25
FL-013325,PNR-777209,2024-07-07,Avianca,Madrid,Mexico City,Economy,507.0,7.0,0,Mañana,341.0
FL-014931,PNR-228343,2025-01-15,JetSmart,Sao Paulo,Miami,Economy,303.0,15.0,1,Tarde,202.22
FL-007263,PNR-473031,2025-11-27,Avianca,Mexico City,Sao Paulo,Economy,267.0,25.0,0,Madrugada,140.32
FL-019088,PNR-673018,2023-06-10,LATAM,Miami,Mexico City,Economy,179.0,14.0,1,Mañana,183.62
FL-014924,PNR-153198,2025-04-23,JetSmart,Mexico City,Santiago,Economy,261.0,5.0,2,Madrugada,245.03
FL-013854,PNR-363501,2024-11-11,Sky Airline,Madrid,Lima,Economy,286.0,10.0,1,Madrugada,114.8
FL-016042,PNR-579393,2025-12-03,Iberia,Sao Paulo,Lima,Economy,327.0,35.0,1,Mañana,233.53
FL-009952,PNR-480730,2025-04-13,JetSmart,Santiago,Mexico City,Economy,,9.0,1,Mañana,128.03
FL-002408,PNR-595260,2025-10-01,JetSmart,Madrid,Miami,Business,327.0,0.0,1,Noche Tardia,704.21
FL-010946,PNR-860401,2024-10-19,American Airlines,Madrid,Miami,Economy,178.0,33.0,2,Tarde,248.31
FL-006593,PNR-529412,2025-04-23,Copa Airlines,Buenos Aires,Lima,Economy,,26.0,1,Madrugada,265.45
FL-018830,PNR-225831,2025-12-17,JetSmart,Miami,Bogota,Economy,179.0,25.0,1,Madrugada,57.04
FL-018544,PNR-854047,2025-06-19,LATAM,Bogota,Madrid,Economy,212.0,6.0,1,Noche,257.78
FL-006546,PNR-389991,2024-03-30,JetSmart,Mexico City,Madrid,Economy,386.0,29.0,2,Madrugada,123.85
FL-001566,PNR-116713,2023-10-23,LATAM,Sao Paulo,Miami,Economy,355.0,5.0,0,Noche,188.95
FL-000661,PNR-641397,2025-09-03,Iberia,Lima,Santiago,Economy,157.0,63.0,1,Tarde,120.6
FL-016198,PNR-303017,2024-05-15,Sky Airline,Lima,Mexico City,Economy,341.0,4.0,0,Noche,135.86
FL-012037,PNR-874217,2025-07-22,Avianca,Santiago,Sao Paulo,Business,112.0,4.0,0,Noche Tardia,649.95
FL-004723,PNR-148436,2023-08-17,JetSmart,Madrid,Bogota,Economy,332.0,,0,Madrugada,155.79
FL-003353,PNR-139799,2024-10-20,Sky Airline,Miami,Santiago,Premium Economy,252.0,2.0,0,Mañana,252.74
FL-018983,PNR-652374,2023-08-17,Copa Airlines,Buenos Aires,Lima,Economy,390.0,14.0,1,Mañana,372.37
FL-005614,PNR-876681,2025-08-16,JetSmart,Madrid,Bogota,Business,333.0,11.0,0,Tarde,629.18
FL-013591,PNR-915219,2023-07-23,JetSmart,Miami,Sao Paulo,Economy,173.0,11.0,0,Madrugada,45.0
FL-010291,PNR-265494,2025-06-14,Iberia,Sao Paulo,Santiago,Premium Economy,267.0,3.0,1,Mañana,410.15
FL-003005,PNR-352707,2025-12-26,LATAM,Lima,Madrid,Premium Economy,441.0,8.0,2,Madrugada,598.27
FL-011622,PNR-689304,2025-12-01,Iberia,Madrid,Buenos Aires,Economy,286.0,1.0,0,Noche Tardia,258.1
FL-004519,PNR-648846,2024-08-14,Iberia,Buenos Aires,Santiago,Economy,351.0,11.0,2,Tarde,343.18
FL-013787,PNR-965384,2025-07-29,Copa Airlines,Santiago,Bogota,Economy,244.0,10.0,0,Noche Tardia,194.16
FL-008209,PNR-150300,2024-06-14,American Airlines,Miami,Madrid,Economy,211.0,6.0,1,Mañana,212.31
FL-014497,PNR-641966,2025-09-30,Avianca,Madrid,Mexico City,Economy,294.0,3.0,2,Tarde,220.54
FL-014581,PNR-969064,2024-05-18,JetSmart,Sao Paulo,Buenos Aires,Economy,539.0,8.0,1,Madrugada,270.98
FL-008682,PNR-520887,2024-07-20,American Airlines,Mexico City,Buenos Aires,Premium Economy,311.0,21.0,0,Noche,480.31
FL-012576,PNR-509758,2024-01-06,Avianca,Santiago,Miami,Economy,185.0,2.0,2,Noche,313.4
FL-007557,PNR-595168,2024-09-16,Sky Airline,Buenos Aires,Mexico City,Economy,102.0,15.0,1,Mañana,78.67
FL-005544,PNR-304955,2025-12-29,Iberia,Bogota,Sao Paulo,Economy,130.0,15.0,1,Tarde,160.98
FL-011526,PNR-740333,2025-10-26,Sky Airline,Sao Paulo,Santiago,Business,157.0,7.0,1,Madrugada,632.1
FL-012175,PNR-168237,2023-12-22,American Airlines,Lima,Mexico City,Economy,212.0,,0,Noche Tardia,179.62
FL-008221,PNR-338826,2025-09-10,Avianca,Bogota,Mexico City,Economy,45.0,37.0,0,Noche,69.86
FL-017231,PNR-713779,2024-03-12,American Airlines,Mexico City,Madrid,Economy,45.0,31.0,1,Mañana,113.81
FL-000285,PNR-249831,2024-11-10,American Airlines,Santiago,Buenos Aires,Economy,359.0,1.0,0,Madrugada,287.55
FL-001348,PNR-794597,2024-02-20,American Airlines,Bogota,Lima,Economy,327.0,,0,Noche Tardia,297.56
FL-004297,PNR-942024,2024-09-19,Iberia,Sao Paulo,Santiago,Economy,158.0,22.0,1,Noche Tardia,184.19
FL-004048,PNR-339865,2025-04-04,Avianca,Buenos Aires,Santiago,Economy,155.0,36.0,1,Noche Tardia,171.53
FL-018002,PNR-471691,2024-07-06,Avianca,Madrid,Sao Paulo,Economy,416.0,5.0,0,Noche Tardia,221.24
FL-014400,PNR-915748,2023-07-06,JetSmart,Bogota,Mexico City,Premium Economy,344.0,2.0,1,Noche Tardia,363.43
FL-013144,PNR-265384,2024-10-16,JetSmart,Lima,Mexico City,Economy,164.0,0.0,1,Noche Tardia,155.2
FL-013812,PNR-800538,2023-10-16,Copa Airlines,Santiago,Bogota,Economy,203.0,0.0,0,Noche,197.34
FL-007803,PNR-104460,2025-06-21,Iberia,Miami,Mexico City,Economy,45.0,25.0,0,Noche,90.19
FL-004121,PNR-680971,2025-10-31,LATAM,Madrid,Lima,Economy,212.0,27.0,1,Tarde,222.51
FL-012695,PNR-283100,2024-12-16,JetSmart,Lima,Mexico City,Business,91.0,13.0,1,Noche,552.82
FL-000066,PNR-532260,2024-02-11,Sky Airline,Buenos Aires,Mexico City,Economy,188.0,5.0,0,Noche,87.4
FL-000448,PNR-800040,2023-12-27,Iberia,Buenos Aires,Miami,Premium Economy,211.0,1.0,0,Tarde,365.57
FL-011252,PNR-361900,2024-10-25,Iberia,Lima,Bogota,Economy,134.0,3.0,1,Mañana,183.92
FL-010269,PNR-103604,2024-07-14,LATAM,Santiago,Buenos Aires,Business,273.0,3.0,0,Noche Tardia,755.42
FL-014396,PNR-592419,2025-02-10,Avianca,Sao Paulo,Bogota,Premium Economy,45.0,29.0,0,Noche Tardia,215.04
FL-004079,PNR-534855,2024-04-23,Copa Airlines,Santiago,Miami,Economy,186.0,25.0,0,Madrugada,138.86
FL-017832,PNR-724681,2025-05-20,Copa Airlines,Mexico City,Santiago,Economy,84.0,5.0,0,Noche,130.27
FL-000679,PNR-782577,2023-06-06,American Airlines,Mexico City,Santiago,Economy,128.0,3.0,2,Noche Tardia,266.28
FL-004857,PNR-351507,2023-09-10,LATAM,Miami,Buenos Aires,Premium Economy,287.0,1.0,0,Tarde,465.92
FL-009089,PNR-407165,2024-08-10,Iberia,Mexico City,Buenos Aires,Business,146.0,16.0,1,Noche,738.39
FL-001485,PNR-860211,2024-03-01,Copa Airlines,Bogota,Madrid,Economy,321.0,8.0,0,Noche,233.92
FL-000856,PNR-502189,2025-07-10,LATAM,Madrid,Lima,Economy,126.0,13.0,0,Noche,170.35
FL-006797,PNR-434347,2024-10-20,Sky Airline,Madrid,Buenos Aires,Economy,380.0,0.0,0,Madrugada,235.58
FL-002879,PNR-181624,2024-12-26,Sky Airline,Bogota,Mexico City,Economy,353.0,1.0,1,Mañana,238.83
FL-013511,PNR-136935,2024-10-12,Iberia,Buenos Aires,Mexico City,Economy,137.0,26.0,0,Noche Tardia,109.03
FL-009557,PNR-467585,2024-12-21,Iberia,Mexico City,Madrid,Economy,205.0,1.0,2,Madrugada,266.38
FL-001684,PNR-160608,2023-11-08,LATAM,Buenos Aires,Madrid,Economy,109.0,15.0,1,Noche Tardia,132.3
FL-001758,PNR-520535,2024-11-21,Sky Airline,Buenos Aires,Sao Paulo,Economy,45.0,40.0,1,Mañana,45.0
FL-004382,PNR-862570,2023-12-14,Sky Airline,Madrid,Lima,Economy,193.0,27.0,0,Noche Tardia,45.0
FL-014188,PNR-501581,2025-07-26,LATAM,Miami,Madrid,Premium Economy,199.0,15.0,0,Noche Tardia,355.13
FL-013975,PNR-495423,2025-09-24,Iberia,Mexico City,Madrid,Economy,322.0,5.0,1,Mañana,298.12
FL-008924,PNR-187161,2025-02-08,Iberia,Lima,Sao Paulo,Economy,45.0,,2,Noche,187.99
FL-016429,PNR-851980,2025-08-11,Copa Airlines,Madrid,Miami,Economy,234.0,10.0,2,Noche Tardia,304.06
FL-018089,PNR-523748,2024-04-20,Copa Airlines,Santiago,Buenos Aires,Premium Economy,504.0,17.0,1,Madrugada,532.65
FL-006077,PNR-243027,2023-07-07,JetSmart,Buenos Aires,Madrid,Economy,182.0,8.0,1,Madrugada,64.24
FL-000530,PNR-476295,2023-12-30,Avianca,Buenos Aires,Sao Paulo,Economy,464.0,12.0,0,Tarde,318.56
FL-007842,PNR-555641,2025-02-23,JetSmart,Bogota,Lima,Economy,383.0,12.0,2,Noche Tardia,273.79
FL-004617,PNR-114388,2024-05-11,Avianca,Madrid,Lima,Premium Economy,261.0,12.0,1,Tarde,360.35
FL-003621,PNR-998047,2023-09-14,JetSmart,Buenos Aires,Madrid,Economy,208.0,23.0,1,Noche,87.4
FL-000124,PNR-983447,2025-02-24,Sky Airline,Sao Paulo,Santiago,Economy,306.0,32.0,1,Noche Tardia,135.53
FL-019633,PNR-953571,2024-04-09,Copa Airlines,Sao Paulo,Santiago,Economy,253.0,5.0,1,Tarde,252.53
FL-013116,PNR-537104,2024-10-29,Sky Airline,Lima,Bogota,Premium Economy,184.0,28.0,1,Mañana,266.61
FL-012892,PNR-778708,2024-12-22,American Airlines,Lima,Madrid,Premium Economy,248.0,18.0,2,Noche Tardia,512.41
FL-002027,PNR-565078,2025-07-29,Avianca,Sao Paulo,Lima,Premium Economy,178.0,12.0,0,Tarde,228.4
FL-018160,PNR-196431,2023-12-14,JetSmart,Bogota,Madrid,Economy,238.0,10.0,0,Tarde,111.81
FL-004353,PNR-262151,2023-11-20,LATAM,Bogota,Santiago,Premium Economy,282.0,1.0,1,Noche Tardia,449.74
FL-008309,PNR-807048,2025-09-12,Sky Airline,Lima,Bogota,Economy,139.0,14.0,1,Noche,100.65
FL-008111,PNR-802495,2024-04-08,Sky Airline,Mexico City,Bogota,Economy,67.0,2.0,1,Noche,59.88
FL-014082,PNR-267476,2023-10-14,Sky Airline,Buenos Aires,Lima,Economy,140.0,14.0,1,Madrugada,125.36
FL-005562,PNR-438014,2025-11-19,Sky Airline,Lima,Sao Paulo,Economy,373.0,13.0,2,Noche,197.31
FL-007014,PNR-109984,2023-11-09,Avianca,Buenos Aires,Sao Paulo,Economy,474.0,43.0,1,Mañana,294.32
FL-009996,PNR-151224,2023-12-10,Sky Airline,Lima,Madrid,Economy,286.0,4.0,0,Madrugada,182.32
FL-005251,PNR-977564,2025-02-22,JetSmart,Sao Paulo,Lima,Economy,177.0,22.0,1,Mañana,109.13
