block_id,internal_code,record_date,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,ocean_proximity,median_house_value
BLOCK-005032,82695,2024-06-19,1.5711,46.0,7284.0,1219.0,1383,371.0,41.16,-116.19,<1H OCEAN,185854.0
BLOCK-018718,69263,2023-05-04,3.0374,40.0,266.0,60.0,5684,1283.0,40.68,-115.25,INLAND,167377.0
BLOCK-000347,10702,2023-05-12,2.8784,6.0,3687.0,957.0,1113,270.0,33.27,-121.75,INLAND,179917.0
BLOCK-002260,20778,2020-10-29,,8.0,5004.0,1140.0,1801,636.0,40.91,-123.2,<1H OCEAN,180327.0
BLOCK-006277,58751,2024-06-28,1.6036,39.0,4955.0,799.0,943,365.0,41.59,-117.92,NEAR OCEAN,160008.0
BLOCK-019026,56636,2022-08-30,1.8221,42.0,3409.0,709.0,249,72.0,39.37,-121.19,INLAND,124056.0
BLOCK-007091,30628,2021-06-18,1.3636,43.0,3997.0,826.0,4539,1753.0,36.21,-121.81,NEAR BAY,158336.0
BLOCK-017739,73964,2021-10-16,0.6247,24.0,5362.0,1197.0,1940,597.0,37.06,-114.61,<1H OCEAN,173849.0
BLOCK-005880,25215,2022-10-26,3.0825,10.0,2734.0,573.0,4944,1229.0,33.7,-119.01,<1H OCEAN,250777.0
BLOCK-004952,22604,2024-02-13,1.9249,2.0,3984.0,1028.0,1802,416.0,41.88,-114.98,INLAND,155715.0
BLOCK-008762,85115,2024-02-23,1.2219,34.0,6212.0,1309.0,1099,298.0,33.24,-116.79,<1H OCEAN,184596.0
BLOCK-001477,19206,2024-12-07,6.1905,23.0,6972.0,1836.0,841,277.0,37.82,-116.36,<1H OCEAN,308611.0
BLOCK-008372,95798,2023-10-26,1.6482,11.0,4702.0,923.0,774,239.0,36.27,-122.04,INLAND,165126.0
BLOCK-012900,12017,2022-10-22,2.7032,29.0,7421.0,1462.0,2051,568.0,37.4,-116.17,ISLAND,269134.0
BLOCK-017516,49464,2020-02-01,6.173,16.0,4180.0,1090.0,241,72.0,37.78,-115.12,INLAND,264632.0
BLOCK-014509,51854,2022-04-09,2.2808,31.0,313.0,88.0,4297,1040.0,33.23,-124.46,<1H OCEAN,202811.0
BLOCK-007248,93727,2024-06-26,3.0834,6.0,2533.0,490.0,323,107.0,39.58,-120.09,<1H OCEAN,249869.0
BLOCK-000255,14133,2020-11-17,2.9453,51.0,1192.0,179.0,4920,1601.0,37.06,-121.78,<1H OCEAN,183212.0
BLOCK-007283,46871,2024-10-09,4.936,8.0,362.0,94.0,2633,734.0,34.4,-122.2,<1H OCEAN,260775.0
BLOCK-018013,51870,2024-05-25,2.0759,47.0,7006.0,1719.0,1377,368.0,35.57,-120.45,INLAND,103634.0
BLOCK-004513,18889,2020-07-16,1.7542,,278.0,52.0,3171,956.0,32.92,-121.18,<1H OCEAN,148205.0
BLOCK-000107,96259,2022-11-30,3.5668,40.0,6306.0,1090.0,5005,1794.0,33.72,-118.99,<1H OCEAN,274531.0
BLOCK-003717,71427,2024-03-23,4.976,48.0,5393.0,1044.0,2305,772.0,36.33,-114.98,<1H OCEAN,262991.0
BLOCK-006702,40996,2023-05-30,1.484,8.0,1186.0,309.0,2432,570.0,40.82,-118.52,<1H OCEAN,155247.0
BLOCK-000416,47377,2022-09-25,0.9791,,4155.0,833.0,422,121.0,37.78,-117.17,<1H OCEAN,148176.0
BLOCK-006516,31848,2020-07-11,5.9995,10.0,2210.0,451.0,4946,1101.0,39.61,-115.68,<1H OCEAN,322054.0
BLOCK-018654,22215,2021-06-29,1.5345,39.0,1805.0,541.0,3962,889.0,37.13,-119.46,INLAND,114210.0
BLOCK-010212,19646,2020-01-15,1.7634,6.0,1447.0,256.0,1090,347.0,38.32,-120.48,NEAR OCEAN,151125.0
BLOCK-015943,63146,2020-05-08,2.8841,39.0,1542.0,292.0,2083,819.0,36.17,-118.81,<1H OCEAN,223235.0
BLOCK-009345,27976,2022-03-11,1.7833,8.0,7203.0,1906.0,5368,1388.0,39.19,-121.73,INLAND,78919.0
BLOCK-013289,98329,2024-04-18,4.0124,21.0,4495.0,1001.0,1050,363.0,40.0,-115.18,INLAND,180758.0
BLOCK-016248,77544,2020-10-08,1.7104,11.0,4217.0,1083.0,4231,1291.0,38.28,-117.96,INLAND,113619.0
BLOCK-014819,50942,2024-09-28,1.8753,47.0,2933.0,696.0,3661,962.0,38.88,-115.32,<1H OCEAN,175579.0
BLOCK-004606,89863,2021-03-01,1.8986,28.0,6639.0,1606.0,4743,1373.0,41.45,-122.3,<1H OCEAN,172421.0
BLOCK-016880,64348,2022-10-03,1.2611,31.0,785.0,227.0,3361,758.0,41.53,-121.84,INLAND,58594.0
BLOCK-016395,55477,2021-10-23,2.9534,43.0,2867.0,568.0,2936,729.0,34.78,-122.64,NEAR OCEAN,178757.0
BLOCK-001900,39852,2024-04-23,2.4226,16.0,2965.0,629.0,4381,1047.0,34.41,-118.54,INLAND,98785.0
BLOCK-007565,54909,2021-10-19,2.3399,45.0,6085.0,1193.0,5172,1917.0,34.62,-116.48,NEAR OCEAN,207345.0
BLOCK-019283,50578,2023-09-08,2.1211,29.0,3947.0,771.0,3267,932.0,35.29,-124.16,<1H OCEAN,227639.0
BLOCK-000039,72828,2023-06-04,1.1802,31.0,6928.0,1690.0,5603,1429.0,36.8,-120.67,<1H OCEAN,158386.0
BLOCK-013441,30217,2024-01-31,4.9713,28.0,2185.0,618.0,3255,792.0,38.65,-114.76,NEAR OCEAN,299464.0
BLOCK-013345,55493,2021-09-05,2.1462,47.0,6092.0,1095.0,2638,699.0,36.94,-119.74,INLAND,96550.0
BLOCK-019326,16732,2021-01-20,3.0927,44.0,2020.0,499.0,5962,1836.0,33.09,-114.62,NEAR BAY,145003.0
BLOCK-002980,27783,2020-08-10,3.489,17.0,6674.0,1703.0,5407,1493.0,33.55,-114.17,NEAR BAY,154831.0
BLOCK-010146,57535,2022-10-24,3.366,26.0,4960.0,1128.0,115,32.0,41.3,-115.46,<1H OCEAN,196010.0
BLOCK-010399,55811,2021-11-15,3.3405,41.0,1923.0,323.0,266,93.0,35.7,-123.94,NEAR BAY,187371.0
BLOCK-003544,68462,2022-07-02,5.0382,,5917.0,1191.0,5624,2024.0,36.63,-119.27,INLAND,204719.0
BLOCK-002867,17723,2024-11-29,1.5114,7.0,6872.0,1465.0,5580,1611.0,35.76,-124.03,<1H OCEAN,171389.0
BLOCK-016938,86188,2022-08-16,1.951,45.0,5773.0,1012.0,3959,1182.0,39.69,-120.87,<1H OCEAN,192362.0
BLOCK-014236,16626,2023-10-21,1.9653,14.0,4345.0,857.0,4117,1087.0,40.98,-123.41,INLAND,141089.0
BLOCK-004570,26777,2022-02-17,1.8088,2.0,5492.0,1023.0,1613,451.0,36.28,-121.63,INLAND,101082.0
BLOCK-006454,45498,2022-03-09,3.0863,39.0,2826.0,783.0,5615,1565.0,40.08,-114.75,<1H OCEAN,270291.0
BLOCK-001878,44865,2023-01-18,4.92,43.0,772.0,125.0,3493,884.0,33.82,-118.51,<1H OCEAN,279053.0
BLOCK-017441,95962,2021-10-17,4.0553,15.0,7249.0,1295.0,704,168.0,41.89,-120.12,<1H OCEAN,286786.0
BLOCK-003897,19022,2022-06-22,2.056,44.0,4173.0,1227.0,4872,1454.0,41.27,-117.69,NEAR BAY,134185.0
BLOCK-002729,19031,2022-11-12,2.3171,38.0,1056.0,159.0,5657,1353.0,40.36,-118.34,INLAND,92678.0
BLOCK-014196,97515,2022-05-16,2.3196,25.0,4226.0,712.0,3878,1194.0,40.29,-122.86,NEAR BAY,116312.0
BLOCK-006850,88095,2020-04-17,2.0007,20.0,7114.0,2092.0,4808,1318.0,39.64,-118.61,<1H OCEAN,235757.0
BLOCK-000414,88036,2022-07-22,3.0514,38.0,197.0,53.0,2016,675.0,41.61,-114.77,INLAND,142488.0
BLOCK-007887,23997,2021-07-24,3.0854,43.0,3456.0,784.0,515,138.0,41.12,-118.97,<1H OCEAN,183144.0
BLOCK-006386,83077,2024-10-17,1.9367,25.0,332.0,84.0,2470,802.0,39.01,-115.95,<1H OCEAN,139321.0
BLOCK-009977,59219,2023-04-18,1.9701,41.0,5163.0,1105.0,1087,247.0,36.96,-120.18,<1H OCEAN,187382.0
BLOCK-016663,29760,2020-02-01,2.0694,32.0,937.0,227.0,2345,563.0,41.81,-123.11,NEAR OCEAN,216580.0
BLOCK-016172,59993,2021-11-30,6.913,,264.0,,5635,2213.0,36.69,-121.31,<1H OCEAN,336518.0
BLOCK-006485,52682,2021-01-01,4.3887,7.0,3166.0,707.0,3634,844.0,32.81,-120.9,<1H OCEAN,311056.0
BLOCK-019997,98768,2021-01-17,,33.0,3479.0,1011.0,2938,730.0,40.02,-118.62,INLAND,159463.0
BLOCK-006333,94354,2022-11-09,2.586,36.0,7878.0,1188.0,2787,656.0,40.6,-122.01,NEAR OCEAN,173469.0
BLOCK-011830,96020,2024-10-05,3.717,5.0,4400.0,1260.0,2838,783.0,33.57,-114.83,INLAND,197907.0
BLOCK-005932,14908,2022-06-23,2.5861,8.0,2284.0,364.0,4392,1596.0,40.11,-124.0,INLAND,95575.0
BLOCK-015824,90299,2022-07-07,3.4965,8.0,4998.0,1175.0,536,137.0,33.32,-117.93,INLAND,178744.0
BLOCK-008065,91075,2022-04-15,2.6519,17.0,2312.0,567.0,2273,808.0,41.12,-118.72,<1H OCEAN,227908.0
BLOCK-012735,27106,2021-01-07,,37.0,1674.0,,613,140.0,37.86,-119.98,<1H OCEAN,274107.0
BLOCK-019372,82176,2022-08-21,3.3464,14.0,7474.0,1776.0,4744,1837.0,37.97,-120.9,INLAND,137324.0
BLOCK-001787,90924,2021-03-30,5.1425,36.0,5495.0,1146.0,2786,622.0,35.06,-120.97,ISLAND,341707.0
BLOCK-000036,24709,2021-04-16,0.6609,41.0,6763.0,1685.0,1405,409.0,39.27,-116.8,NEAR OCEAN,102799.0
BLOCK-007767,73142,2024-12-25,1.2329,41.0,7159.0,1228.0,3232,774.0,39.86,-122.89,<1H OCEAN,159772.0
BLOCK-004187,89371,2022-02-07,3.2644,20.0,6260.0,1040.0,5171,1218.0,40.0,-117.43,<1H OCEAN,296583.0
BLOCK-014399,22193,2022-05-16,4.2447,35.0,4144.0,659.0,4774,1124.0,40.87,-115.9,<1H OCEAN,230439.0
BLOCK-001555,67905,2020-08-12,2.063,45.0,1249.0,285.0,4345,1583.0,36.07,-116.97,<1H OCEAN,180590.0
BLOCK-007252,46178,2020-03-10,3.5813,22.0,1131.0,321.0,2440,620.0,33.01,-122.08,<1H OCEAN,236383.0
BLOCK-006398,44576,2020-10-21,2.9331,14.0,738.0,176.0,5508,1276.0,36.64,-115.21,NEAR BAY,194695.0
BLOCK-016162,63626,2024-03-17,3.9731,28.0,4161.0,892.0,1647,367.0,38.52,-118.38,INLAND,127557.0
BLOCK-009406,23707,2020-09-06,3.9884,4.0,6586.0,1485.0,485,177.0,36.66,-116.56,NEAR OCEAN,237427.0
BLOCK-016498,66190,2021-01-02,1.9352,11.0,1690.0,384.0,2897,905.0,34.82,-116.04,<1H OCEAN,173217.0
BLOCK-003708,98286,2021-03-07,2.1713,10.0,6047.0,1504.0,198,51.0,34.58,-117.02,NEAR OCEAN,154650.0
BLOCK-016245,58440,2020-01-09,2.3462,42.0,2373.0,361.0,282,112.0,36.19,-119.82,NEAR OCEAN,224343.0
BLOCK-014441,96139,2021-11-30,1.8924,10.0,1850.0,375.0,1895,487.0,36.77,-124.38,<1H OCEAN,145426.0
BLOCK-011912,25074,2022-09-03,3.7341,12.0,4969.0,1450.0,1405,528.0,35.67,-118.85,<1H OCEAN,237058.0
BLOCK-005775,82951,2024-10-09,2.4352,4.0,442.0,91.0,3367,1309.0,41.7,-118.69,<1H OCEAN,224485.0
BLOCK-009512,36302,2021-02-09,3.5026,21.0,4096.0,1183.0,4195,1372.0,37.69,-118.46,<1H OCEAN,230312.0
BLOCK-015117,29596,2020-04-02,4.2966,42.0,2554.0,553.0,3877,944.0,39.27,-120.24,<1H OCEAN,264292.0
BLOCK-018001,34675,2022-02-05,6.214,44.0,5155.0,1216.0,815,306.0,35.11,-116.49,<1H OCEAN,273549.0
BLOCK-007073,45651,2024-02-22,4.1841,42.0,3790.0,831.0,339,104.0,37.68,-122.0,NEAR BAY,167369.0
BLOCK-015978,39870,2020-12-03,2.3239,45.0,5668.0,1033.0,1286,460.0,36.82,-119.78,NEAR OCEAN,245535.0
BLOCK-019879,79382,2022-05-01,4.4227,49.0,4931.0,1210.0,2987,1156.0,37.84,-124.46,NEAR OCEAN,311889.0
BLOCK-017383,50717,2022-03-17,2.3241,20.0,3756.0,570.0,1192,470.0,36.07,-118.08,<1H OCEAN,200058.0
BLOCK-001746,15730,2020-08-17,3.5379,37.0,4226.0,711.0,361,96.0,33.51,-122.28,<1H OCEAN,243908.0
BLOCK-013496,88920,2021-09-20,2.874,33.0,6362.0,1091.0,3141,1085.0,39.93,-116.42,<1H OCEAN,215057.0
BLOCK-015620,86355,2020-04-26,4.6472,33.0,5625.0,927.0,259,67.0,33.69,-124.31,NEAR OCEAN,234100.0
BLOCK-013656,34643,2021-05-07,9.0424,17.0,1129.0,230.0,4589,1023.0,35.25,-115.4,<1H OCEAN,492823.0
BLOCK-007260,94473,2023-03-29,1.2215,35.0,3272.0,893.0,858,241.0,40.78,-118.05,<1H OCEAN,170571.0
BLOCK-011881,37834,2022-02-02,4.1022,6.0,2782.0,479.0,5976,1974.0,41.65,-116.78,<1H OCEAN,268129.0
BLOCK-004038,66879,2021-07-26,3.4838,25.0,2041.0,338.0,3004,976.0,40.46,-123.37,NEAR BAY,216612.0
BLOCK-003705,76540,2022-03-26,1.4201,12.0,6083.0,1793.0,1420,403.0,34.75,-119.75,<1H OCEAN,167371.0
BLOCK-003955,55206,2024-09-01,2.8029,25.0,1385.0,234.0,1352,451.0,36.04,-123.75,INLAND,119142.0
BLOCK-019671,37746,2020-06-22,3.0417,48.0,5540.0,1288.0,1229,437.0,38.78,-123.84,INLAND,119298.0
BLOCK-003428,51633,2021-02-26,1.5259,27.0,2550.0,443.0,841,246.0,34.67,-123.34,<1H OCEAN,158489.0
BLOCK-010223,53291,2024-04-09,3.9225,38.0,1407.0,214.0,402,110.0,37.93,-115.68,<1H OCEAN,306771.0
BLOCK-002507,70117,2024-04-04,1.4931,12.0,804.0,128.0,2247,642.0,41.2,-123.39,<1H OCEAN,148345.0
BLOCK-004681,52397,2022-02-03,2.0589,31.0,2625.0,698.0,2934,686.0,34.1,-121.17,INLAND,131090.0
BLOCK-008402,96187,2021-04-25,3.7676,49.0,549.0,91.0,1812,477.0,32.79,-116.17,NEAR OCEAN,235861.0
BLOCK-004747,51258,2022-06-19,8.8097,27.0,6308.0,1799.0,5753,1620.0,38.97,-114.66,<1H OCEAN,393174.0
BLOCK-010786,93592,2024-10-15,1.819,13.0,2343.0,610.0,545,159.0,38.1,-114.65,INLAND,95501.0
BLOCK-016236,77379,2021-04-19,3.8564,28.0,4634.0,1009.0,5374,1662.0,39.46,-119.12,<1H OCEAN,268037.0
BLOCK-014526,95063,2024-06-27,2.9784,49.0,3391.0,925.0,4144,945.0,38.11,-117.01,NEAR BAY,164276.0
BLOCK-016890,38935,2021-08-03,3.2627,42.0,7257.0,1848.0,3329,1306.0,33.21,-122.7,INLAND,159322.0
BLOCK-013610,78085,2022-12-02,5.503,33.0,3319.0,722.0,5222,1644.0,41.59,-114.09,INLAND,283983.0
BLOCK-009760,27217,2020-04-05,3.0093,32.0,5302.0,1394.0,1070,257.0,35.01,-122.51,<1H OCEAN,285856.0
BLOCK-001809,49594,2024-12-19,1.0355,20.0,1469.0,416.0,730,257.0,34.73,-115.9,<1H OCEAN,141674.0
BLOCK-011393,75595,2024-02-19,4.1886,22.0,5897.0,1180.0,3920,1081.0,32.67,-124.07,INLAND,122466.0
BLOCK-018548,58128,2023-07-11,1.4882,38.0,639.0,109.0,4834,1079.0,41.06,-118.57,INLAND,112316.0
BLOCK-010004,65918,2021-02-21,2.7346,29.0,2077.0,541.0,1138,300.0,39.63,-118.99,INLAND,175770.0
BLOCK-019465,22681,2023-08-23,2.4324,44.0,3101.0,822.0,691,234.0,39.75,-120.6,INLAND,201497.0
BLOCK-001715,24502,2021-07-05,2.3752,21.0,439.0,70.0,3313,836.0,40.07,-122.41,INLAND,176652.0
BLOCK-008994,89872,2021-10-02,1.5237,4.0,3003.0,471.0,4015,921.0,34.38,-117.55,<1H OCEAN,182459.0
BLOCK-007614,71765,2022-07-20,4.7676,25.0,7843.0,2117.0,4207,975.0,38.42,-123.51,<1H OCEAN,317867.0
BLOCK-008676,38399,2024-02-24,3.0305,14.0,3412.0,990.0,1588,381.0,36.85,-123.03,INLAND,143497.0
BLOCK-006436,54681,2021-09-10,2.0039,26.0,1203.0,235.0,5805,1324.0,35.64,-121.06,INLAND,140283.0
BLOCK-013588,98175,2021-01-27,1.6248,6.0,2484.0,,5278,1486.0,35.34,-124.07,<1H OCEAN,153988.0
BLOCK-005828,85689,2021-09-11,4.6017,11.0,6359.0,1045.0,4253,961.0,40.57,-123.05,<1H OCEAN,255519.0
BLOCK-012122,62112,2021-05-24,3.086,39.0,6586.0,1261.0,5371,1381.0,41.35,-121.35,INLAND,163803.0
BLOCK-017180,18647,2022-11-30,2.4823,15.0,7365.0,1981.0,73,24.0,38.71,-119.95,INLAND,134033.0
BLOCK-007351,13489,2022-01-13,2.7355,13.0,2942.0,605.0,2565,713.0,38.74,-114.82,INLAND,105918.0
BLOCK-011804,69842,2023-11-23,0.9115,32.0,6544.0,1192.0,2614,659.0,41.32,-114.48,<1H OCEAN,213406.0
BLOCK-015024,46655,2023-05-18,6.7386,46.0,1535.0,287.0,4124,1188.0,33.28,-117.41,<1H OCEAN,293060.0
BLOCK-001250,67224,2024-12-25,2.287,49.0,1352.0,230.0,3651,1106.0,34.55,-119.54,<1H OCEAN,157574.0
BLOCK-006929,12308,2024-03-10,2.9299,7.0,1231.0,349.0,4522,1648.0,33.6,-118.31,INLAND,125357.0
BLOCK-011766,48243,2021-07-21,1.9592,11.0,596.0,109.0,3895,878.0,37.22,-116.14,<1H OCEAN,238921.0
BLOCK-016057,43120,2022-05-27,1.8288,5.0,212.0,35.0,4964,1542.0,35.69,-119.74,<1H OCEAN,228616.0
BLOCK-013180,69521,2022-08-01,2.3771,24.0,1251.0,219.0,3457,996.0,38.39,-120.86,INLAND,138921.0
BLOCK-014050,83464,2023-02-27,3.5094,51.0,4988.0,1371.0,57,17.0,40.35,-120.87,<1H OCEAN,214037.0
BLOCK-008991,89772,2024-12-10,6.1606,2.0,2816.0,528.0,1944,554.0,38.78,-115.79,<1H OCEAN,328967.0
BLOCK-013191,23150,2020-09-04,2.2612,,4033.0,940.0,2550,737.0,38.71,-120.02,<1H OCEAN,170226.0
BLOCK-004861,93563,2024-03-05,4.5296,11.0,3013.0,816.0,1891,657.0,39.75,-124.22,INLAND,220033.0
BLOCK-002303,88049,2023-09-24,2.5811,32.0,3533.0,847.0,3213,861.0,39.21,-123.68,<1H OCEAN,219109.0
BLOCK-006908,20101,2021-12-01,3.1612,49.0,6211.0,1487.0,3127,841.0,39.12,-121.29,<1H OCEAN,264618.0
BLOCK-014494,12607,2021-09-01,2.4696,50.0,1277.0,349.0,750,169.0,37.64,-121.91,<1H OCEAN,177007.0
BLOCK-018148,18300,2022-03-11,1.5817,28.0,4419.0,1150.0,943,232.0,35.09,-116.24,<1H OCEAN,152494.0
BLOCK-008910,38188,2022-09-18,3.6508,27.0,6049.0,1684.0,1516,419.0,33.31,-116.32,INLAND,69880.0
BLOCK-008581,87007,2023-01-26,2.6738,46.0,5225.0,1376.0,5433,1336.0,38.92,-121.22,<1H OCEAN,186532.0
BLOCK-019546,63982,2023-11-20,1.6192,49.0,3032.0,822.0,3207,756.0,33.65,-122.8,INLAND,118920.0
BLOCK-018533,29863,2022-07-14,2.2612,,7631.0,1745.0,234,86.0,33.81,-118.74,<1H OCEAN,219856.0
BLOCK-008250,16169,2020-08-06,2.4203,18.0,7431.0,2092.0,1070,378.0,33.89,-116.38,INLAND,170562.0
BLOCK-016297,58494,2020-01-02,4.74,32.0,6876.0,1428.0,1640,388.0,39.88,-119.0,INLAND,235829.0
BLOCK-006680,73299,2021-02-01,1.0221,37.0,3251.0,774.0,5189,1466.0,36.48,-122.84,<1H OCEAN,132268.0
BLOCK-008930,42064,2024-05-04,5.7778,27.0,4772.0,829.0,3025,920.0,33.5,-121.46,INLAND,264788.0
BLOCK-010113,18404,2022-01-29,,33.0,2011.0,365.0,1844,441.0,32.6,-115.8,<1H OCEAN,232727.0
BLOCK-011066,39618,2021-10-25,3.773,48.0,4822.0,1131.0,946,224.0,33.91,-115.93,<1H OCEAN,263216.0
BLOCK-010411,28473,2020-11-15,3.0551,,2711.0,536.0,3764,1392.0,39.14,-114.64,INLAND,105740.0
BLOCK-002822,56222,2021-12-06,2.879,42.0,611.0,100.0,3702,824.0,35.82,-115.15,<1H OCEAN,294513.0
BLOCK-013103,50801,2021-02-03,5.1754,,4384.0,732.0,281,66.0,34.9,-121.15,NEAR OCEAN,317956.0
BLOCK-001973,64113,2023-08-21,1.3194,3.0,1666.0,340.0,3186,753.0,32.91,-120.9,INLAND,116958.0
BLOCK-018869,26117,2022-12-19,2.3549,6.0,3644.0,787.0,4636,1665.0,34.87,-118.6,<1H OCEAN,218519.0
BLOCK-000267,73699,2021-01-01,3.8855,36.0,286.0,80.0,1666,539.0,36.04,-122.82,<1H OCEAN,288234.0
BLOCK-013346,78342,2022-12-09,1.6894,16.0,5381.0,,415,148.0,35.51,-123.12,NEAR OCEAN,167830.0
BLOCK-015802,46936,2024-05-28,3.6567,34.0,4784.0,1102.0,3385,902.0,37.23,-118.63,NEAR OCEAN,237418.0
BLOCK-002770,34468,2022-01-31,5.5824,16.0,3678.0,627.0,5790,1805.0,40.54,-115.59,INLAND,220820.0
BLOCK-002329,43948,2020-11-09,2.5088,3.0,6985.0,2092.0,1013,238.0,37.3,-115.94,<1H OCEAN,236426.0
BLOCK-013626,40867,2024-11-17,3.066,9.0,2573.0,566.0,792,234.0,40.73,-122.4,INLAND,148385.0
BLOCK-013426,50525,2024-10-17,3.3772,17.0,7028.0,1971.0,659,234.0,34.33,-118.45,<1H OCEAN,213430.0
BLOCK-011928,66065,2024-11-27,4.4933,8.0,4585.0,853.0,3498,966.0,40.21,-123.07,<1H OCEAN,288197.0
BLOCK-007991,55959,2021-02-14,3.3365,38.0,6323.0,1444.0,2107,640.0,38.35,-119.68,INLAND,110310.0
BLOCK-014187,19942,2022-01-20,3.3382,16.0,1590.0,317.0,5722,2245.0,35.86,-121.51,NEAR OCEAN,182689.0
BLOCK-011337,25398,2024-08-28,1.5979,38.0,7630.0,1410.0,472,179.0,41.0,-123.71,NEAR OCEAN,186924.0
BLOCK-000318,51415,2021-03-17,2.1778,25.0,5505.0,1496.0,2265,778.0,38.38,-117.41,<1H OCEAN,207524.0
BLOCK-001536,93448,2023-08-16,4.3472,21.0,5321.0,1195.0,5877,1706.0,36.32,-124.01,NEAR OCEAN,292956.0
BLOCK-001471,21918,2020-04-12,3.3901,31.0,2560.0,424.0,3661,1212.0,34.75,-118.56,<1H OCEAN,231807.0
BLOCK-012463,46695,2021-09-20,1.5909,36.0,2081.0,401.0,4553,1103.0,36.35,-119.58,<1H OCEAN,275500.0
BLOCK-001369,59632,2023-03-24,3.4269,12.0,5518.0,1218.0,2580,764.0,40.58,-123.63,<1H OCEAN,235045.0
BLOCK-000740,66963,2020-04-08,3.3328,32.0,6405.0,,1089,256.0,36.1,-123.37,INLAND,198863.0
BLOCK-009543,10779,2024-09-26,4.3956,48.0,5880.0,1349.0,928,294.0,39.13,-122.38,INLAND,186994.0
BLOCK-001188,48810,2020-10-04,2.7095,18.0,463.0,106.0,4252,994.0,36.97,-121.73,NEAR BAY,167928.0
BLOCK-011078,46932,2022-03-12,8.695,,6926.0,1882.0,4119,1063.0,37.23,-118.04,<1H OCEAN,384298.0
BLOCK-015837,91840,2022-07-15,6.3656,41.0,5440.0,1077.0,934,269.0,40.55,-116.44,INLAND,230249.0
BLOCK-013227,50572,2022-08-05,4.39,37.0,7347.0,1442.0,5435,1318.0,38.71,-118.85,INLAND,186461.0
BLOCK-018211,64515,2021-08-29,4.845,16.0,3088.0,483.0,585,132.0,40.08,-117.71,INLAND,221609.0
BLOCK-007383,85009,2021-01-03,3.9824,18.0,2117.0,458.0,5000,1297.0,33.95,-124.03,<1H OCEAN,271061.0
BLOCK-003487,48326,2021-12-01,2.5358,14.0,2701.0,457.0,3177,1025.0,34.33,-114.03,NEAR OCEAN,243798.0
BLOCK-006044,78429,2024-05-24,4.2001,27.0,5397.0,1336.0,3551,888.0,41.85,-116.73,NEAR BAY,186845.0
BLOCK-012681,40730,2021-10-20,4.1266,44.0,537.0,151.0,4602,1261.0,36.91,-115.93,INLAND,206259.0
BLOCK-017762,81016,2024-12-04,3.6846,37.0,3842.0,873.0,1249,397.0,35.19,-116.74,<1H OCEAN,310827.0
BLOCK-001233,88690,2023-06-15,0.9527,44.0,4497.0,951.0,2019,630.0,34.45,-119.27,INLAND,105796.0
BLOCK-010062,44924,2022-04-02,7.3017,38.0,2331.0,625.0,1202,471.0,35.58,-122.69,<1H OCEAN,365905.0
BLOCK-010368,94384,2021-06-20,12.1552,43.0,7129.0,1344.0,3221,808.0,33.18,-114.87,<1H OCEAN,500000.0
BLOCK-010835,82302,2020-05-17,6.6027,51.0,4200.0,1048.0,3716,1316.0,35.6,-124.36,<1H OCEAN,336755.0
BLOCK-011091,19149,2020-09-03,4.0894,27.0,3748.0,1046.0,5481,1965.0,41.15,-120.57,INLAND,189804.0
BLOCK-018351,12156,2021-09-11,3.0816,29.0,7975.0,2337.0,4508,1058.0,37.58,-123.19,<1H OCEAN,246639.0
BLOCK-014529,43066,2023-07-09,8.6896,36.0,2825.0,629.0,5427,2028.0,35.75,-120.97,<1H OCEAN,386333.0
BLOCK-019564,25490,2024-12-16,1.2609,27.0,6039.0,1722.0,2537,574.0,39.41,-122.71,<1H OCEAN,144349.0
BLOCK-001291,89152,2021-04-08,2.3662,28.0,7356.0,1975.0,5303,1255.0,41.86,-124.38,<1H OCEAN,218631.0
BLOCK-010408,77623,2021-10-11,2.268,12.0,6510.0,1856.0,4016,941.0,34.65,-119.29,<1H OCEAN,201160.0
BLOCK-016487,59211,2023-05-22,1.3445,19.0,7251.0,1658.0,3227,915.0,41.44,-122.03,INLAND,71631.0
BLOCK-011103,95862,2020-03-29,1.1496,4.0,192.0,50.0,2451,686.0,35.12,-119.18,<1H OCEAN,180233.0
BLOCK-007862,55969,2021-04-15,2.6258,50.0,4475.0,,5718,1319.0,39.05,-122.54,<1H OCEAN,260630.0
BLOCK-013396,66039,2023-08-10,2.2527,24.0,6700.0,1285.0,2417,604.0,33.79,-119.38,<1H OCEAN,210334.0
BLOCK-012010,66093,2022-06-30,4.6767,22.0,4775.0,1268.0,3412,886.0,39.03,-122.4,<1H OCEAN,322958.0
BLOCK-000562,40148,2023-04-02,0.8934,13.0,3832.0,1078.0,5642,1965.0,33.41,-120.91,<1H OCEAN,180371.0
BLOCK-001031,25865,2023-03-27,2.3816,42.0,376.0,98.0,1337,372.0,41.19,-122.69,<1H OCEAN,194950.0
BLOCK-005765,94310,2023-01-30,2.1631,5.0,6624.0,1154.0,3428,790.0,36.91,-116.87,INLAND,118734.0
BLOCK-017742,84887,2021-01-31,2.9504,17.0,5280.0,1279.0,1095,271.0,37.85,-116.05,INLAND,182561.0
BLOCK-017321,30624,2020-08-27,2.2378,24.0,7375.0,1986.0,3827,1341.0,34.4,-121.6,INLAND,122176.0
