diamond_id,supplier_code,certified_date,carat,cut,color,clarity,depth,table,x_dim,y_dim,z_dim,price
DIA-014440,SUP-012,2022-01-23,1.43,Good,E,IF,62.5,56.1,5.78,5.83,3.7,16981
DIA-014084,SUP-189,2021-12-06,0.97,Premium,F,SI2,62.3,55.7,4.93,4.87,3.11,4368
DIA-008040,SUP-010,2021-11-04,0.67,Ideal,H,VVS2,61.5,59.4,4.26,4.21,2.55,3286
DIA-017822,SUP-078,2022-11-19,0.87,Very Good,H,VS1,59.4,55.9,4.96,4.95,3.13,4187
DIA-000883,SUP-093,2020-06-21,0.66,Fair,J,VS1,62.8,57.6,4.52,4.51,2.76,1962
DIA-000543,SUP-042,2024-05-05,0.8,Very Good,I,VS2,61.9,55.3,4.48,4.5,2.79,2847
DIA-011752,SUP-126,2023-01-30,0.9,Ideal,F,VS2,63.4,52.9,4.81,4.77,2.91,6111
DIA-004919,SUP-124,2021-01-24,0.57,Premium,H,VVS1,59.8,55.9,3.88,3.95,2.44,2864
DIA-019021,SUP-165,2024-03-03,0.3,Premium,G,VS2,62.7,56.3,3.17,3.2,2.0,737
DIA-001977,SUP-101,2022-11-24,0.4,Good,J,VS2,63.5,,3.77,3.79,2.43,846
DIA-012544,SUP-134,2021-07-12,0.36,Premium,J,SI2,61.8,52.5,3.73,3.77,2.41,533
DIA-004457,SUP-016,2020-09-12,0.43,Premium,H,VVS1,60.8,61.9,3.96,3.99,2.43,1682
DIA-009500,SUP-101,2022-01-19,1.25,Good,H,SI1,62.1,58.6,5.69,5.81,3.55,5072
DIA-002160,SUP-099,2023-01-25,1.29,Ideal,E,VS2,58.6,58.8,5.49,5.47,3.42,12554
DIA-007820,SUP-068,2022-05-11,0.64,Ideal,I,SI2,60.6,56.5,4.37,4.32,2.71,1641
DIA-000990,SUP-007,2024-02-23,0.42,Very Good,D,VS1,63.8,57.2,3.7,3.73,2.22,1476
DIA-015315,SUP-010,2023-01-16,0.5,Ideal,F,VVS2,60.5,56.3,3.78,3.79,2.4,2668
DIA-018806,SUP-178,2020-08-25,0.49,Good,G,SI1,62.4,58.0,4.21,4.24,2.67,1203
DIA-005434,SUP-191,2022-10-08,0.36,Very Good,I,SI2,60.1,60.1,3.34,,2.06,1040
DIA-017881,SUP-060,2022-08-20,1.81,Ideal,I,IF,58.6,58.1,5.96,5.97,3.69,24336
DIA-013008,SUP-029,2023-07-18,1.33,Ideal,F,VS2,60.9,61.5,5.58,5.61,3.4,12285
DIA-017378,SUP-128,2020-08-09,0.89,Very Good,I,SI2,63.6,56.7,4.61,4.62,2.76,2545
DIA-000510,SUP-025,2023-01-31,0.57,Premium,H,VS2,62.8,58.3,4.28,4.25,2.69,2065
DIA-013540,SUP-021,2022-02-02,0.65,Good,H,VVS2,62.9,55.8,4.09,4.09,2.55,2470
DIA-008348,SUP-178,2024-03-16,0.79,Ideal,J,VS2,62.5,54.8,4.34,4.36,2.68,2846
DIA-008194,SUP-184,2022-07-02,0.4,Ideal,F,SI2,64.0,59.2,3.74,3.74,2.34,1341
DIA-000839,SUP-124,2021-10-08,0.29,Premium,G,VVS2,63.5,54.3,3.19,,2.08,835
DIA-015714,SUP-187,2021-06-28,0.14,Very Good,I,SI1,61.7,61.6,2.62,2.69,1.67,300
DIA-017416,SUP-119,2020-04-19,0.66,Premium,H,VS1,64.4,54.4,4.52,4.54,2.8,3146
DIA-016348,SUP-039,2024-08-29,0.61,Good,D,SI1,61.4,54.8,4.25,4.19,2.57,1951
DIA-004839,SUP-150,2021-10-31,0.47,Fair,G,SI2,62.1,57.9,4.06,4.04,2.56,488
DIA-004889,SUP-075,2024-04-28,0.82,Ideal,F,VS2,60.6,55.1,4.44,4.43,2.76,5341
DIA-017435,SUP-020,2024-03-29,0.72,Premium,E,VS2,61.2,62.5,4.43,4.47,2.8,4218
DIA-000762,SUP-085,2023-12-25,1.07,Ideal,E,SI1,64.3,,5.08,5.02,3.2,7535
DIA-011297,SUP-046,2021-03-09,0.67,Very Good,F,VS2,60.3,61.1,4.4,4.43,2.71,2908
DIA-016534,SUP-155,2021-01-09,0.54,Ideal,J,SI2,62.6,56.3,4.22,4.14,2.63,1314
DIA-004840,SUP-175,2022-04-07,1.36,Very Good,E,SI2,65.6,59.2,5.75,5.64,3.53,8358
DIA-009263,SUP-040,2020-06-23,0.55,Very Good,H,SI1,59.3,55.4,3.98,3.95,2.49,1268
DIA-007076,SUP-144,2021-09-23,0.34,Premium,H,VS2,62.3,58.5,3.48,3.42,2.23,1105
DIA-001142,SUP-085,2024-06-23,0.62,Ideal,E,VS2,60.3,55.1,4.32,4.24,2.7,3564
DIA-006189,SUP-106,2022-07-08,0.26,Very Good,G,IF,63.3,58.3,3.22,3.17,2.01,1172
DIA-017191,SUP-010,2021-10-29,0.81,Premium,I,VS2,62.0,54.9,5.02,4.96,3.12,3569
DIA-009745,SUP-094,2020-01-29,0.93,Premium,I,SI1,60.1,53.3,4.9,4.95,3.0,3601
DIA-005461,SUP-028,2024-08-30,0.44,Premium,H,SI1,61.5,54.4,4.08,4.08,2.53,1128
DIA-017443,SUP-171,2021-10-10,0.46,Premium,G,VS1,62.0,57.3,4.1,4.12,2.53,1391
DIA-005156,SUP-003,2023-08-06,0.55,Ideal,G,SI1,64.3,54.7,4.07,4.12,2.51,1810
DIA-001801,SUP-125,2021-04-23,0.84,Ideal,I,VVS1,,54.7,4.52,4.44,2.86,5535
DIA-004756,SUP-193,2023-11-19,1.33,Premium,I,VVS2,61.7,57.9,5.43,5.46,3.4,10071
DIA-009300,SUP-079,2020-11-18,1.03,Premium,G,SI1,60.7,58.7,5.21,,3.3,5685
DIA-013451,SUP-150,2020-01-05,2.27,Good,I,VVS1,60.7,52.4,6.86,6.85,4.32,23057
DIA-010801,SUP-070,2020-11-01,1.26,Ideal,J,SI2,63.2,58.3,5.29,5.37,3.28,5127
DIA-000530,SUP-055,2023-04-11,0.44,Premium,J,VVS1,58.7,55.3,3.68,3.59,2.15,1184
DIA-001919,SUP-018,2023-08-07,0.66,Very Good,F,VVS2,60.4,54.2,4.37,4.41,2.74,3520
DIA-015551,SUP-034,2023-02-23,0.53,Ideal,H,SI2,61.7,60.6,4.16,4.23,2.6,1479
DIA-018273,SUP-040,2022-12-04,0.55,Good,G,VVS2,59.5,58.4,3.78,3.89,2.34,2427
DIA-012270,SUP-037,2024-04-21,0.76,Very Good,G,VS2,63.3,57.6,4.37,4.41,2.67,3499
DIA-010867,SUP-065,2024-04-04,0.86,Ideal,F,VS2,,61.4,4.86,4.88,3.08,5016
DIA-001949,SUP-171,2021-07-20,1.65,Ideal,E,SI2,62.8,60.4,5.98,5.95,3.67,14994
DIA-019286,SUP-165,2022-11-22,1.17,Premium,H,SI1,60.2,56.1,5.13,5.07,3.17,6166
DIA-010575,SUP-034,2024-08-25,0.59,Ideal,G,VS1,60.9,56.4,3.96,3.9,2.49,2784
DIA-011244,SUP-141,2020-03-01,0.35,Good,E,IF,62.1,,3.33,3.31,2.03,1328
DIA-017875,SUP-196,2023-05-05,0.72,Ideal,G,VVS2,63.7,60.2,4.48,4.51,2.73,4667
DIA-017278,SUP-012,2020-11-12,0.6,Ideal,I,VS1,63.3,57.2,3.9,3.89,2.39,2377
DIA-008748,SUP-160,2023-10-24,0.61,Premium,F,VS2,60.6,59.8,4.36,4.19,2.77,2896
DIA-000876,SUP-126,2020-03-12,0.67,Premium,G,SI1,59.9,58.9,4.5,4.53,2.76,2632
DIA-018571,SUP-161,2024-09-15,0.35,Premium,F,VS1,61.6,58.0,3.05,3.0,1.91,1030
DIA-006341,SUP-168,2021-10-04,1.17,Premium,D,SI2,60.3,58.7,5.22,5.24,3.24,7908
DIA-012227,SUP-097,2024-09-20,1.34,Premium,J,SI2,61.7,56.3,5.37,5.34,3.31,5353
DIA-016776,SUP-033,2023-12-05,4.77,Ideal,H,VS2,60.0,56.3,8.19,8.19,5.03,98930
DIA-010429,SUP-186,2023-08-13,1.65,Ideal,G,VVS2,60.7,56.2,6.28,6.3,3.96,20473
DIA-007894,SUP-152,2023-01-13,0.46,Good,H,VS2,63.4,60.3,3.8,3.73,2.32,1279
DIA-001903,SUP-197,2020-03-15,1.67,Ideal,G,VS2,61.9,54.5,6.12,6.13,3.82,16701
DIA-012228,SUP-031,2022-08-20,0.66,Ideal,G,VS1,64.8,56.5,4.71,4.71,2.86,3739
DIA-006679,SUP-022,2020-03-17,0.18,Good,G,SI2,59.3,58.4,2.62,2.6,1.55,300
DIA-010084,SUP-076,2022-09-07,0.7,Very Good,E,VS1,59.1,54.3,4.55,4.5,2.88,3664
DIA-011552,SUP-102,2020-03-05,0.82,Good,H,VS2,62.4,57.3,4.97,5.0,3.12,2675
DIA-001183,SUP-082,2023-01-12,1.31,Good,D,VVS2,60.6,57.4,5.32,5.35,3.28,11908
DIA-003060,SUP-193,2024-07-30,1.08,Ideal,D,VS2,65.0,57.3,5.26,5.24,3.37,10126
DIA-003859,SUP-197,2024-03-08,0.77,Premium,H,SI1,61.3,57.7,4.34,4.35,2.75,2946
DIA-004073,SUP-119,2020-11-09,0.73,Ideal,I,VVS2,61.1,54.6,4.43,4.52,2.69,3953
DIA-009363,SUP-025,2023-12-24,0.56,Ideal,J,VS2,63.2,51.3,4.07,4.11,2.53,1530
DIA-000288,SUP-078,2022-08-19,0.77,Ideal,I,SI2,63.4,61.5,4.63,4.56,2.86,2512
DIA-000582,SUP-111,2021-06-24,0.56,Good,G,VS2,62.3,56.7,4.14,4.11,2.54,1707
DIA-004687,SUP-194,2024-05-05,0.66,Fair,F,SI1,61.0,59.4,4.16,4.25,2.5,1870
DIA-003270,SUP-087,2021-07-23,0.9,Very Good,F,VS1,60.1,59.3,4.79,4.73,3.0,5317
DIA-007035,SUP-185,2021-03-15,0.74,Premium,J,SI1,62.3,53.4,4.52,4.52,2.77,1942
DIA-013246,SUP-066,2024-05-16,0.64,Premium,E,VVS2,64.2,56.7,4.06,4.11,2.64,3764
DIA-003879,SUP-034,2022-04-25,0.42,Good,G,VS1,58.8,55.7,3.95,3.99,2.46,904
DIA-011355,SUP-156,2022-05-07,0.44,Ideal,D,VS2,61.1,56.2,3.92,3.88,2.42,2040
DIA-002180,SUP-084,2020-11-02,1.1,Premium,J,SI1,63.7,56.8,5.29,5.33,3.26,4359
DIA-010687,SUP-091,2021-11-06,0.98,Very Good,G,SI1,59.0,51.8,4.75,4.74,2.95,4526
DIA-007623,SUP-038,2022-11-04,0.97,Ideal,F,VS2,,55.9,4.92,4.92,3.03,6756
DIA-018031,SUP-137,2023-12-17,1.65,Ideal,I,VVS2,63.7,54.6,6.05,6.03,3.75,16250
DIA-011858,SUP-047,2024-02-14,0.55,Premium,G,VS2,61.9,53.9,4.32,4.31,2.65,2166
DIA-015092,SUP-101,2023-11-08,0.39,Very Good,G,VS2,63.6,60.0,3.87,3.93,2.42,1154
DIA-011876,SUP-025,2022-01-18,0.91,Fair,I,SI1,60.6,56.4,4.81,4.87,2.99,2381
DIA-012918,SUP-146,2023-06-14,0.53,Ideal,E,VS1,62.8,53.3,3.83,3.83,2.38,2833
DIA-009808,SUP-041,2024-03-11,0.69,Good,G,VS2,61.6,56.5,4.35,4.33,2.64,2234
DIA-015868,SUP-090,2020-01-03,0.53,Ideal,I,SI2,61.0,54.3,4.28,4.29,2.77,1493
DIA-014945,SUP-078,2020-02-24,1.04,Very Good,J,VS2,59.5,55.9,4.82,4.81,2.96,3805
DIA-006201,SUP-041,2022-07-06,0.63,Fair,H,VVS1,61.5,56.5,4.46,4.38,2.71,2282
DIA-019347,SUP-130,2022-12-29,0.52,Fair,G,VVS2,59.9,56.5,3.88,3.96,2.35,1580
DIA-012189,SUP-048,2021-10-05,0.69,Premium,F,SI2,60.4,53.2,4.68,4.68,2.89,2729
DIA-007635,SUP-029,2022-07-20,0.83,Premium,G,SI2,61.4,56.4,5.05,5.01,3.12,3094
DIA-011482,SUP-135,2020-01-02,0.8,Very Good,D,SI2,61.3,54.8,4.95,5.06,3.09,3800
DIA-018043,SUP-021,2021-01-16,0.61,Ideal,D,VS1,63.1,54.5,4.35,4.4,2.7,4068
DIA-011376,SUP-186,2021-07-29,0.61,Good,F,SI1,58.7,55.1,4.05,4.11,2.54,2121
DIA-014130,SUP-062,2022-10-23,0.51,Ideal,H,SI2,62.8,59.9,4.24,4.24,2.63,1445
DIA-000185,SUP-178,2020-03-11,1.86,Premium,E,VS1,62.3,52.5,6.32,6.33,3.93,24102
DIA-014717,SUP-102,2021-03-04,0.32,Premium,G,VVS2,60.3,60.8,3.29,3.33,2.02,1278
DIA-018687,SUP-141,2023-10-16,0.69,Ideal,I,VS2,60.6,58.6,4.31,4.2,2.77,2846
DIA-004062,SUP-193,2023-02-26,0.71,Ideal,H,SI1,62.1,53.5,4.66,4.7,2.91,2969
DIA-014992,SUP-022,2023-10-30,0.63,Ideal,J,SI1,62.9,61.0,4.29,,2.65,1721
DIA-001415,SUP-095,2022-07-11,0.72,Fair,H,VS1,59.4,59.1,4.44,4.42,2.79,2125
DIA-019292,SUP-096,2024-02-26,1.57,Ideal,G,VS1,60.9,54.7,5.67,5.75,3.47,16503
DIA-013207,SUP-144,2022-08-27,0.35,Very Good,I,I1,59.1,58.1,3.48,3.44,2.19,300
DIA-015860,SUP-195,2021-03-31,0.98,Ideal,J,VS2,61.9,56.4,4.85,4.85,3.06,4530
DIA-018881,SUP-067,2024-01-09,0.62,Premium,J,VS1,63.7,52.5,4.12,4.22,2.54,1701
DIA-010384,SUP-029,2022-10-02,0.47,Ideal,F,SI1,63.4,58.6,3.93,3.95,2.43,1345
DIA-009134,SUP-178,2020-04-04,0.26,Premium,G,IF,62.9,53.8,3.11,3.14,1.99,717
DIA-017794,SUP-154,2022-03-23,1.18,Premium,G,VS1,63.7,62.5,4.93,4.83,3.03,8939
DIA-014307,SUP-162,2022-06-23,0.7,Very Good,D,VVS1,62.1,57.6,4.55,4.47,2.79,5504
DIA-012053,SUP-104,2024-10-18,0.74,Ideal,H,VVS1,63.0,,4.61,4.52,2.84,4658
DIA-013609,SUP-057,2023-11-20,0.39,Very Good,G,VS1,65.6,58.2,3.58,3.58,2.23,1235
DIA-018833,SUP-103,2024-07-29,0.69,Very Good,H,SI1,60.5,57.7,4.52,4.53,2.77,2160
DIA-009623,SUP-177,2024-06-12,1.15,Good,H,SI1,60.6,54.0,5.37,5.4,3.45,4452
DIA-006630,SUP-186,2020-11-10,0.77,Good,H,VS1,62.9,59.3,4.76,4.78,2.93,3030
DIA-007380,SUP-082,2024-05-26,0.55,Good,D,SI1,63.1,60.7,4.11,4.1,2.53,2278
DIA-010387,SUP-090,2021-02-05,2.18,Good,G,SI2,62.4,57.3,6.41,6.43,4.01,13751
DIA-010220,SUP-084,2021-05-28,0.48,Very Good,G,SI1,61.8,55.0,3.96,4.01,2.44,1504
DIA-002952,SUP-053,2023-09-13,1.07,Premium,I,SI2,63.2,62.0,5.25,5.19,3.15,3715
DIA-017603,SUP-059,2023-01-13,0.62,Ideal,I,SI1,61.1,56.1,4.32,4.35,2.65,1592
DIA-011607,SUP-198,2024-11-04,1.67,Ideal,F,SI2,61.3,54.3,5.95,6.0,3.68,13804
DIA-006805,SUP-044,2022-09-15,0.24,Premium,D,SI1,62.6,57.2,3.03,2.97,1.9,353
DIA-009113,SUP-106,2021-03-08,0.59,Premium,E,I1,62.2,57.7,4.25,4.27,2.63,1551
DIA-002205,SUP-121,2020-05-17,0.48,Ideal,H,SI2,62.1,54.0,3.98,3.87,2.4,1201
DIA-017315,SUP-052,2023-12-22,1.8,Fair,F,VVS1,62.1,55.5,6.3,6.31,3.99,17295
DIA-011965,SUP-154,2024-10-09,0.7,Ideal,G,VS1,65.7,55.9,4.33,4.26,2.68,3691
DIA-002148,SUP-022,2020-12-26,0.62,Ideal,H,VS1,62.0,57.9,4.32,4.26,2.69,2994
DIA-002456,SUP-118,2020-04-27,0.69,Premium,E,SI2,62.5,59.4,4.42,4.45,2.68,3109
DIA-006096,SUP-001,2020-06-21,0.64,Ideal,F,VS1,61.6,51.7,4.4,4.44,2.78,3580
DIA-016847,SUP-012,2021-11-20,0.74,Premium,I,SI2,61.0,,4.35,4.32,2.71,2016
DIA-017401,SUP-106,2024-11-14,0.74,Fair,I,SI2,62.3,59.5,4.43,4.47,2.69,1589
DIA-007475,SUP-107,2020-02-26,0.58,Ideal,G,SI1,60.8,57.2,3.98,3.96,2.48,2135
DIA-002552,SUP-198,2020-07-05,0.48,Ideal,G,VS1,60.4,54.5,3.89,3.85,2.48,1957
DIA-006975,SUP-184,2024-06-08,0.77,Very Good,E,SI2,60.6,59.8,4.83,4.88,3.06,3001
DIA-001665,SUP-001,2021-03-13,0.48,Premium,I,SI2,60.9,58.0,3.81,3.88,2.39,1365
DIA-003837,SUP-124,2023-12-19,0.24,Fair,I,VVS2,62.3,58.1,2.93,3.01,1.8,300
DIA-018307,SUP-065,2021-06-21,0.46,Good,H,SI1,60.4,60.3,3.81,,2.4,657
DIA-002582,SUP-036,2021-01-04,0.71,Premium,I,VS2,60.2,54.8,4.61,4.66,2.74,2924
DIA-000802,SUP-170,2020-04-29,1.04,Ideal,D,SI2,61.5,56.1,5.17,5.25,3.19,6526
DIA-014727,SUP-171,2022-08-18,1.41,Premium,G,SI1,64.3,53.5,5.64,5.61,3.49,9700
DIA-013831,SUP-101,2022-12-22,0.7,Premium,J,VS2,,56.7,4.14,4.03,2.42,2513
DIA-015132,SUP-062,2021-12-18,0.47,Good,G,VVS2,61.5,,3.69,3.72,2.3,1632
DIA-007963,SUP-014,2024-12-12,0.68,Premium,F,VS2,60.9,52.0,4.35,4.33,2.6,3503
DIA-001811,SUP-169,2021-01-30,0.5,Very Good,H,SI1,63.2,58.1,4.07,4.08,2.52,1203
DIA-011194,SUP-012,2024-03-12,0.65,Premium,E,VVS2,63.5,59.9,4.37,4.35,2.76,4047
DIA-003527,SUP-199,2024-08-24,0.85,Ideal,E,SI1,61.4,58.9,4.71,4.68,2.88,5097
DIA-004295,SUP-158,2022-06-23,0.77,Premium,I,VS1,,,4.51,4.46,2.85,3144
DIA-000602,SUP-190,2024-03-24,0.95,Very Good,I,VVS2,63.2,60.2,4.99,4.95,3.13,4940
DIA-010383,SUP-014,2024-01-18,1.13,Ideal,G,VVS1,61.5,54.0,5.0,4.99,3.14,11128
DIA-012507,SUP-024,2022-09-13,0.89,Ideal,I,VS2,61.7,58.1,5.24,5.23,3.22,4409
DIA-008883,SUP-116,2022-07-18,1.46,Good,F,VS2,60.7,59.2,5.61,5.62,3.5,10140
DIA-005040,SUP-152,2023-10-17,0.67,Premium,I,SI2,58.4,60.7,4.25,4.2,2.69,1374
DIA-017795,SUP-165,2022-10-15,1.02,Ideal,G,SI2,62.4,60.2,5.14,5.16,3.17,5410
DIA-003275,SUP-028,2020-02-12,0.46,Good,F,VS2,62.5,55.8,3.74,3.74,2.25,1221
DIA-001760,SUP-091,2022-02-26,1.91,Very Good,E,SI2,63.1,57.0,6.01,5.94,3.67,15893
DIA-019238,SUP-156,2022-08-12,1.36,Premium,I,VS2,63.5,56.6,5.53,5.51,3.43,8283
DIA-016580,SUP-047,2024-06-19,0.67,Premium,I,I1,62.4,57.8,4.21,4.19,2.58,1300
DIA-010029,SUP-005,2020-03-12,1.41,Good,I,VS2,61.4,55.8,5.36,5.36,3.32,6793
DIA-015946,SUP-182,2024-06-18,0.63,Premium,I,SI2,62.7,57.9,4.07,3.98,2.49,1520
DIA-011443,SUP-131,2020-03-22,1.75,Premium,G,IF,62.0,63.6,5.97,5.94,3.68,26473
DIA-016560,SUP-081,2020-07-11,1.35,Premium,G,SI1,62.2,52.5,5.43,5.43,3.31,8596
DIA-010048,SUP-085,2020-05-31,0.42,Premium,H,VVS1,62.3,57.2,3.65,3.62,2.28,1212
DIA-013108,SUP-132,2022-06-12,0.43,Very Good,H,VVS2,62.0,60.2,3.92,3.9,2.47,1051
DIA-000043,SUP-119,2023-04-15,0.7,Premium,F,VVS1,62.8,56.1,4.58,4.62,2.82,4751
DIA-014233,SUP-059,2024-11-13,0.53,Ideal,H,SI2,61.2,59.0,4.37,4.46,2.73,1185
DIA-004969,SUP-107,2021-11-12,0.62,Ideal,F,SI2,61.2,59.0,4.04,4.03,2.5,2636
DIA-019865,SUP-103,2021-06-09,0.99,Premium,F,SI2,60.5,58.5,4.54,4.53,2.79,4949
DIA-010328,SUP-104,2020-11-22,1.11,Ideal,J,VS2,59.3,58.0,5.17,5.09,3.19,5169
DIA-012796,SUP-004,2020-10-16,0.79,Premium,F,SI2,63.6,56.3,4.91,4.99,2.97,3315
DIA-015241,SUP-125,2024-10-06,1.24,Ideal,G,VS1,62.8,54.4,5.41,5.38,3.38,10645
DIA-015249,SUP-193,2024-03-13,0.42,Very Good,I,VS2,63.1,,4.11,4.05,2.5,968
DIA-000874,SUP-022,2023-06-21,0.24,Ideal,H,SI1,61.9,60.0,3.13,3.2,1.9,300
DIA-006877,SUP-070,2024-12-26,0.79,Very Good,F,VS1,60.0,56.7,4.91,4.91,3.03,4257
DIA-010493,SUP-198,2020-03-28,0.27,Ideal,E,SI1,65.3,57.3,2.92,2.91,1.86,513
DIA-001626,SUP-144,2022-12-02,0.82,Very Good,H,VVS2,60.1,52.8,5.02,5.03,3.16,4240
DIA-010499,SUP-095,2024-03-20,0.44,Ideal,F,SI1,60.9,,3.67,3.63,2.26,1420
DIA-017604,SUP-085,2022-12-02,0.61,Premium,F,VS2,60.4,56.0,4.11,4.08,2.52,2773
DIA-002280,SUP-006,2022-06-23,1.26,Premium,F,SI2,63.4,57.6,5.57,5.55,3.48,7775
DIA-010285,SUP-072,2022-10-21,0.51,Very Good,G,I1,60.7,59.6,3.82,3.77,2.43,1096
DIA-000979,SUP-090,2023-12-25,1.16,Premium,D,IF,63.4,53.6,4.96,4.89,3.07,16728
DIA-016180,SUP-099,2020-06-03,0.83,Ideal,I,VVS2,63.3,59.3,4.48,4.46,2.82,4649
DIA-003819,SUP-132,2023-12-13,0.94,Ideal,H,VS2,63.2,61.7,4.84,4.73,3.1,5082
DIA-019747,SUP-073,2021-02-14,0.43,Very Good,I,VS1,60.4,55.5,3.45,3.5,2.13,1199
DIA-017398,SUP-158,2021-03-27,0.57,Ideal,E,VS2,61.7,56.7,3.93,3.8,2.45,2783
DIA-014224,SUP-154,2024-09-02,0.85,Very Good,H,VS2,58.1,56.4,4.24,4.37,2.55,3589
DIA-001179,SUP-173,2023-03-27,0.89,Very Good,E,SI1,59.9,58.5,4.71,4.68,2.96,4667
DIA-001018,SUP-076,2023-01-14,0.25,Ideal,I,SI1,62.5,56.1,2.88,2.93,1.74,608
DIA-002955,SUP-084,2024-11-10,0.44,Ideal,E,VS2,61.6,56.2,3.81,3.83,2.39,2133
DIA-010477,SUP-138,2023-06-04,0.35,Good,I,VS2,61.8,55.3,3.7,3.72,2.21,549
DIA-019075,SUP-124,2021-04-09,1.31,Premium,I,VS2,62.5,57.2,5.01,4.99,3.07,7783
DIA-017620,SUP-168,2023-12-16,0.39,Premium,J,SI2,62.2,53.5,3.62,3.68,2.34,658
DIA-002400,SUP-109,2023-10-21,0.56,Ideal,I,VS1,61.4,56.6,4.37,4.44,2.64,2090
DIA-006945,SUP-067,2020-12-08,1.19,Fair,J,SI2,,57.2,5.25,5.19,3.33,2540
DIA-004646,SUP-107,2021-06-18,0.46,Premium,G,I1,62.1,,3.55,3.6,2.19,838
DIA-012461,SUP-029,2022-10-03,0.59,Ideal,G,I1,62.8,57.3,4.0,3.98,2.5,1398
DIA-017953,SUP-075,2020-12-25,0.82,Premium,I,SI1,62.3,59.5,4.77,4.77,3.02,3026
DIA-013933,SUP-061,2024-12-21,0.53,Premium,G,SI1,,60.6,3.96,3.93,2.39,1641
DIA-005425,SUP-133,2021-05-07,0.56,Premium,F,SI1,63.4,59.2,4.23,4.24,2.68,2121
DIA-000949,SUP-125,2020-05-30,0.71,Ideal,G,VS2,60.4,59.1,4.33,4.33,2.69,3596
DIA-016132,SUP-089,2024-03-03,1.24,Ideal,H,SI2,64.8,55.8,5.35,5.35,3.36,6804
DIA-011592,SUP-144,2021-10-29,0.75,Very Good,J,VS1,59.3,60.3,4.57,4.5,2.79,2552
DIA-005674,SUP-010,2021-04-10,1.95,Ideal,I,SI1,63.1,57.7,6.31,6.33,3.88,15001
DIA-009534,SUP-011,2020-04-28,1.41,Very Good,G,SI1,62.9,59.4,5.44,5.47,3.37,8693
DIA-017766,SUP-057,2020-10-30,1.21,Ideal,J,SI1,64.1,58.3,5.33,5.32,3.32,5423
DIA-008746,SUP-104,2022-10-15,0.82,Premium,I,SI1,64.0,60.7,4.79,4.84,2.92,2958
DIA-005604,SUP-090,2020-05-13,0.55,Ideal,H,VS2,61.9,57.8,4.11,,2.56,1976
DIA-016545,SUP-141,2021-06-01,0.43,Ideal,G,SI2,59.9,55.6,3.91,3.96,2.49,753
DIA-000321,SUP-031,2022-06-15,0.45,Premium,J,SI1,61.7,56.4,3.9,3.9,2.55,885
DIA-013218,SUP-034,2023-04-21,0.31,Premium,J,VVS2,61.4,53.3,3.17,3.18,1.98,561
DIA-016931,SUP-181,2021-03-25,0.48,Ideal,F,SI2,60.0,56.2,4.01,4.06,2.54,1380
DIA-008217,SUP-155,2021-01-25,0.47,Premium,F,SI1,61.9,53.4,4.04,4.08,2.41,1491
DIA-012128,SUP-118,2020-08-03,0.37,Ideal,G,SI2,60.4,56.6,3.3,3.24,2.1,738
DIA-016806,SUP-127,2021-09-15,0.84,Premium,E,SI1,,52.8,4.66,,2.93,4506
DIA-013437,SUP-089,2024-02-12,0.44,Very Good,J,VVS1,60.2,62.3,4.09,4.15,2.51,997
DIA-007254,SUP-179,2024-11-14,0.69,Very Good,H,VVS2,62.5,59.3,4.04,4.12,2.49,3100
DIA-010961,SUP-006,2022-04-16,0.93,Good,F,SI2,62.6,59.5,4.96,4.93,3.19,3133
DIA-004359,SUP-079,2020-11-03,0.78,Good,H,VS2,63.2,60.1,4.92,4.93,2.99,3009
DIA-017750,SUP-152,2023-01-04,1.62,Fair,H,SI2,60.1,53.8,5.97,6.01,3.64,6064
DIA-000948,SUP-138,2022-08-20,0.33,Good,E,VS2,60.9,57.2,3.66,,2.3,1086
DIA-008850,SUP-063,2023-10-09,0.88,Very Good,E,SI1,62.6,55.9,4.48,4.5,2.85,4366
DIA-010868,SUP-078,2024-07-21,1.18,Ideal,I,SI2,62.4,58.4,5.22,5.17,3.26,5572
DIA-016056,SUP-095,2021-08-19,0.93,Very Good,G,IF,63.8,60.9,5.0,5.06,3.06,7749
DIA-011011,SUP-139,2023-04-13,1.2,Ideal,H,VVS2,61.7,59.8,5.37,5.44,3.31,10298
DIA-005228,SUP-069,2024-08-15,0.6,Ideal,F,VVS2,63.1,56.6,4.18,4.26,2.57,3691
DIA-010746,SUP-020,2021-06-03,0.78,Good,I,SI1,61.5,60.1,4.47,4.43,2.81,1629
DIA-009097,SUP-076,2020-12-13,1.04,Ideal,J,VS2,62.7,54.8,5.24,,3.24,5467
DIA-004227,SUP-145,2021-08-21,1.61,Ideal,G,VS2,63.0,53.2,5.72,5.78,3.52,15579
DIA-010798,SUP-069,2023-08-12,0.32,Premium,F,VVS2,63.2,55.8,3.52,3.47,2.14,1041
DIA-019935,SUP-171,2020-02-18,0.71,Very Good,I,SI2,64.6,,4.57,4.59,2.74,1724
DIA-013963,SUP-116,2020-09-04,1.05,Premium,F,SI2,63.2,59.2,5.14,5.09,3.16,5315
DIA-018428,SUP-091,2024-03-28,0.82,Premium,G,SI1,62.1,54.9,4.71,4.68,2.91,3723
DIA-009561,SUP-065,2020-11-07,0.86,Very Good,H,IF,63.1,55.6,5.2,5.29,3.29,6079
